pantheria_tax_id	pantheria_char_id	pantheria_char_value
1356	29	13.49
1356	30	53.00
1356	31	730;1297;1584;1822;2121;2262;2655;2754;2978
1356	36	2281938.71
1356	37	-14.94
1356	38	-34.83
1356	39	-24.89
1356	40	33.78
1356	41	11.71
1356	42	22.75
1356	43	0
1356	44	8.06
1356	45	0.00
1356	46	0.09
1356	47	31.08
1356	48	190.68
1356	49	444.46
1356	50	1303.31
1357	2	38.29
1357	4	105.28
1357	7	32.73
1357	8	46.10
1357	9	3.00
1357	19	2.30
1357	27	2
1357	28	25.35
1357	31	776;1822;2655;2978
1357	36	112926.90
1357	37	-15.86
1357	38	-28.45
1357	39	-22.16
1357	40	16.36
1357	41	11.71
1357	42	14.03
1357	43	0
1357	44	1.08
1357	45	0.00
1357	46	0.02
1357	47	2.92
1357	48	140.59
1357	49	191.12
1357	50	1049.21
1358	2	29.79
1358	4	98.90
1358	5	23.00
1358	7	23.74
1358	8	29.90
1358	12	2.00
1358	16	4.40
1358	19	1.89
1358	20	34.18
1358	21	1700.00
1358	26	1.00
1358	28	29.00
1358	31	1297;1822;2261;2655;2978
1358	36	46333.88
1358	37	-23.23
1358	38	-26.33
1358	39	-24.78
1358	40	16.50
1358	41	14.43
1358	42	15.47
1358	43	0
1358	44	0.80
1358	45	0.00
1358	46	0.06
1358	47	2.17
1358	48	125.19
1358	49	168.45
1358	50	928.34
1359	1	1.00
1359	2	35.24
1359	4	98.46
1359	7	28.61
1359	8	38.80
1359	12	2.00
1359	16	3.87
1359	19	2.00
1359	26	1.00
1359	28	25.35
1359	31	777;1297;1822;2655;2978
1359	36	247919.77
1359	37	-24.07
1359	38	-31.15
1359	39	-27.61
1359	40	21.69
1359	41	15.94
1359	42	18.82
1359	43	0
1359	44	0.77
1359	45	0.00
1359	46	0.03
1359	47	9.88
1359	48	179.80
1359	49	190.97
1359	50	1125.07
1360	36	11121.72
1360	37	10.59
1360	38	9.28
1360	39	9.94
1360	40	45.94
1360	41	45.03
1360	42	45.49
1360	43	12
1360	44	14.87
1360	45	12.00
1360	46	0.07
1360	47	12.85
1360	48	248.11
1360	49	323.12
1360	50	1751.55
1361	36	1587068.59
1361	37	21.82
1361	38	1.99
1361	39	11.90
1361	40	36.11
1361	41	-2.98
1361	42	16.56
1361	43	0
1361	44	19.78
1361	45	1.00
1361	46	0.09
1361	47	32.18
1361	48	266.80
1361	49	427.48
1361	50	1593.85
1362	2	13.20
1362	31	2655
1362	36	2405541.70
1362	37	37.34
1362	38	23.89
1362	39	30.61
1362	40	34.84
1362	41	-10.80
1362	42	12.01
1362	43	0
1362	44	39.68
1362	45	0.00
1362	46	0.10
1362	47	8.75
1362	48	207.01
1362	49	133.09
1362	50	1161.07
1363	1	1.00
1363	2	27.50
1363	7	30.83
1363	8	35.30
1363	9	1.00
1363	16	3.89
1363	27	1
1363	31	770;1297;1822;2655;2978
1363	36	54377.38
1363	37	32.62
1363	38	29.03
1363	39	30.82
1363	40	35.11
1363	41	29.86
1363	42	32.48
1363	43	10
1363	44	580.39
1363	45	10.00
1363	46	0.14
1363	47	8.48
1363	48	199.70
1363	49	117.68
1363	50	1370.46
1364	36	564499.90
1364	37	34.04
1364	38	26.26
1364	39	30.15
1364	40	67.46
1364	41	55.37
1364	42	61.41
1364	43	3
1364	44	14.24
1364	45	4.00
1364	46	0.17
1364	47	9.94
1364	48	187.93
1364	49	146.35
1364	50	1250.68
1365	36	8207.28
1365	37	9.93
1365	38	9.06
1365	39	9.50
1365	40	45.99
1365	41	44.97
1365	42	45.48
1365	43	16
1365	44	18.39
1365	45	16.00
1365	46	0.05
1365	47	13.79
1365	48	226.40
1365	49	331.17
1365	50	1832.66
1366	36	18441.09
1366	37	14.31
1366	38	13.09
1366	39	13.70
1366	40	25.33
1366	41	23.62
1366	42	24.47
1366	43	4
1366	44	16.42
1366	45	4.00
1366	46	0.20
1366	47	28.34
1366	48	219.32
1366	49	446.60
1366	50	1611.76
1367	2	28.00
1367	16	8.00
1367	31	1297;2655
1367	36	2553937.84
1367	37	35.91
1367	38	12.59
1367	39	24.25
1367	40	59.83
1367	41	36.73
1367	42	48.28
1367	43	0
1367	44	21.35
1367	45	0.00
1367	46	0.13
1367	47	9.34
1367	48	231.08
1367	49	166.03
1367	50	1295.12
1368	36	6685.18
1368	37	19.86
1368	38	18.73
1368	39	19.30
1368	40	30.65
1368	41	30.04
1368	42	30.34
1368	43	1
1368	44	2.33
1368	45	1.00
1368	46	0.00
1368	47	0.83
1368	48	267.85
1368	49	31.02
1368	50	1401.19
1369	36	14101.39
1369	37	7.21
1369	38	6.01
1369	39	6.61
1369	40	46.08
1369	41	44.83
1369	42	45.46
1369	43	5
1369	44	6.20
1369	45	5.00
1369	46	0.13
1369	47	15.09
1369	48	264.30
1369	49	306.68
1369	50	1739.91
1370	36	27974.75
1370	37	14.91
1370	38	12.96
1370	39	13.93
1370	40	45.38
1370	41	43.48
1370	42	44.43
1370	43	32
1370	44	185.59
1370	45	32.00
1370	46	0.29
1370	47	5.74
1370	48	186.02
1370	49	161.66
1370	50	1801.83
1371	36	18.22
1371	37	31.13
1371	38	31.09
1371	39	31.11
1371	40	33.82
1371	41	33.77
1371	42	33.80
1371	43	10
1371	44	10.00
1371	45	10.00
1371	46	0.11
1372	36	1203362.87
1372	37	35.42
1372	38	22.24
1372	39	28.83
1372	40	9.12
1372	41	-1.69
1372	42	3.71
1372	43	0
1372	44	3.50
1372	45	0.00
1372	46	0.13
1372	47	4.77
1372	48	226.12
1372	49	78.25
1372	50	1144.11
1373	1	2.00
1373	2	27324024.19
1373	4	11831.89
1373	9	3.00
1373	11	379.90
1373	12	1.00
1373	15	638.75
1373	16	1.00
1373	17	0.50
1373	18	924.00
1373	19	500000.00
1373	20	4430.00
1373	21	4.90
1373	22	16.00
1373	23	3189.25
1373	24	16.00
1373	27	2
1373	28	211.71
1373	31	388;505;511;543;1004;1015;1297;1513;2655
1374	2	22999999.91
1374	4	14150.00
1374	6	3102.50
1374	9	1.00
1374	11	361.98
1374	12	1.00
1374	15	1213.62
1374	20	6099.99
1374	24	2.50
1374	27	3
1374	28	296.33
1374	30	5490.00
1374	31	178;312;350;352;492;494;504;505;529;676;899;1672;2227;2487;2499;2655
1374	33	0.59
1374	34	1409677.13
1374	35	872755.70
1375	2	22999999.91
1375	4	13907.08
1375	6	3467.50
1375	9	2.00
1375	11	345.96
1375	12	1.00
1375	15	1460.00
1375	16	1.00
1375	17	0.31
1375	19	800000.00
1375	20	4500.00
1375	23	3781.99
1375	24	7.00
1375	27	3
1375	28	333.63
1375	29	4999999.99
1375	30	8499.99
1375	31	353;492;494;505;511;899;1004;1297;1580;1581;1634;1671;1672;1909;2655
1377	12	1.00
1377	25	8
1377	26	1.00
1377	31	2151
1377	36	1591317.25
1377	37	45.19
1377	38	35.58
1377	39	40.38
1377	40	109.87
1377	41	77.26
1377	42	93.57
1377	43	0
1377	44	7.49
1377	45	0.00
1377	46	0.05
1377	47	15.17
1377	48	64.07
1377	49	109.53
1377	50	657.74
1378	2	16.17
1378	3	49.50
1378	9	1.00
1378	12	1.00
1378	16	1.00
1378	19	3.40
1378	20	38.99
1378	26	2.00
1378	27	3
1378	31	870;872;1297;1658;1784;2151;2302;2655;3023
1378	36	2325377.38
1378	37	52.22
1378	38	20.98
1378	39	36.60
1378	40	-101.58
1378	41	-120.25
1378	42	-110.91
1378	43	0
1378	44	9.67
1378	45	0.00
1378	46	0.11
1378	47	28.54
1378	48	99.64
1378	49	380.45
1378	50	989.46
1379	3	35.99
1379	12	1.00
1379	26	2.00
1379	31	1658;2151
1379	32	7.20
1379	36	179005.68
1379	37	22.22
1379	38	17.12
1379	39	19.67
1379	40	102.43
1379	41	95.58
1379	42	99.00
1379	43	5
1379	44	49.69
1379	45	8.00
1379	46	0.09
1379	47	132.37
1379	48	217.17
1379	49	1066.73
1379	50	1506.97
1380	2	26999.77
1380	4	885.00
1380	11	174.73
1380	12	1.00
1380	16	1.00
1380	18	162.00
1380	21	1.56
1380	26	1.00
1380	31	511;869;1297;1525;1848;2655;2693
1380	36	3084371.64
1380	37	18.90
1380	38	8.70
1380	39	13.80
1380	40	39.00
1380	41	-17.53
1380	42	10.73
1380	43	0
1380	44	32.64
1380	45	1.00
1380	46	0.10
1380	47	47.70
1380	48	271.83
1380	49	545.87
1380	50	1624.71
1381	2	28.49
1381	3	61.50
1381	12	1.00
1381	16	0.98
1381	26	2.00
1381	31	196;1297;1658;2151;2622;2655
1381	36	14266279.15
1381	37	21.62
1381	38	-31.91
1381	39	-5.14
1381	40	-34.79
1381	41	-95.95
1381	42	-65.37
1381	43	0
1381	44	26.44
1381	45	0.00
1381	46	0.11
1381	47	148.58
1381	48	236.35
1381	49	1282.56
1381	50	1519.30
1382	2	12.22
1382	3	40.12
1382	9	1.00
1382	12	1.00
1382	16	0.99
1382	17	1.00
1382	19	1.24
1382	20	20.02
1382	26	2.00
1382	27	3
1382	28	48.99
1382	31	419;890;1297;1658;2151;2655
1382	36	15178955.17
1382	37	21.62
1382	38	-35.84
1382	39	-7.11
1382	40	-34.79
1382	41	-96.14
1382	42	-65.46
1382	43	0
1382	44	26.03
1382	45	0.00
1382	46	0.11
1382	47	143.90
1382	48	232.87
1382	49	1254.68
1382	50	1488.59
1383	2	67.27
1383	3	76.50
1383	12	1.00
1383	26	2.00
1383	31	1658;2151;2622;2655
1383	36	1430059.82
1383	37	12.46
1383	38	-29.97
1383	39	-8.75
1383	40	-56.20
1383	41	-75.53
1383	42	-65.86
1383	43	0
1383	44	35.15
1383	45	0.00
1383	46	0.11
1383	47	91.55
1383	48	222.25
1383	49	1080.01
1383	50	1393.17
1384	2	36.20
1384	3	59.73
1384	9	1.00
1384	12	1.00
1384	16	1.04
1384	17	1.00
1384	19	4.27
1384	20	38.79
1384	26	2.00
1384	27	3
1384	28	38.49
1384	31	196;419;890;1297;1658;2151;2622;2655;2719
1384	36	11841060.24
1384	37	26.61
1384	38	-26.32
1384	39	0.14
1384	40	-39.68
1384	41	-105.56
1384	42	-72.62
1384	43	0
1384	44	30.41
1384	45	0.00
1384	46	0.12
1384	47	147.97
1384	48	232.45
1384	49	1286.03
1384	50	1517.73
1385	2	15.47
1385	3	38.29
1385	12	1.00
1385	26	2.00
1385	31	1432;1658;2151;2622;2655
1385	36	4648064.88
1385	37	12.46
1385	38	-15.75
1385	39	-1.64
1385	40	-56.53
1385	41	-83.97
1385	42	-70.25
1385	43	0
1385	44	14.83
1385	45	0.00
1385	46	0.14
1385	47	164.80
1385	48	248.67
1385	49	1435.44
1385	50	1620.69
1386	3	52.00
1386	12	1.00
1386	26	2.00
1386	31	1658;2151
1386	32	20.66
1386	36	269127.99
1386	37	7.83
1386	38	1.45
1386	39	4.64
1386	40	-53.98
1386	41	-59.55
1386	42	-56.76
1386	43	0
1386	44	4.58
1386	45	0.00
1386	46	0.04
1386	47	140.51
1386	48	258.08
1386	49	1518.30
1386	50	1713.30
1387	2	21.75
1387	4	83.00
1387	16	2.46
1387	31	1297;2152;2655
1387	36	497876.83
1387	37	4.71
1387	38	-3.57
1387	39	0.57
1387	40	116.80
1387	41	108.83
1387	42	112.82
1387	43	1
1387	44	21.83
1387	45	3.00
1387	46	0.13
1387	47	258.26
1387	48	244.68
1387	49	1674.05
1387	50	1689.48
1388	2	24.91
1388	4	83.00
1388	16	1.94
1388	31	2152
1388	36	87340.95
1388	37	6.53
1388	38	0.37
1388	39	3.45
1388	40	117.19
1388	41	110.81
1388	42	114.00
1388	43	1
1388	44	16.62
1388	45	2.00
1388	46	0.18
1388	47	284.42
1388	48	234.82
1388	49	1698.02
1388	50	1719.01
1389	36	698622.69
1389	37	30.74
1389	38	6.22
1389	39	18.48
1389	40	103.02
1389	41	75.96
1389	42	89.49
1389	43	1
1389	44	327.61
1389	45	2.00
1389	46	0.08
1389	47	138.60
1389	48	159.42
1389	49	950.08
1389	50	1250.00
1390	2	23.00
1390	31	2622
1390	36	40804.15
1390	37	-31.37
1390	38	-35.06
1390	39	-33.21
1390	40	117.00
1390	41	114.97
1390	42	115.98
1390	43	0
1390	44	30.34
1390	45	0.00
1390	46	0.11
1390	47	64.03
1390	48	153.50
1390	49	462.51
1390	50	1179.61
1391	3	41.00
1391	12	1.00
1391	26	2.00
1391	31	1658;2151
1391	32	10.46
1391	36	126776.20
1391	37	-5.87
1391	38	-8.78
1391	39	-7.32
1391	40	114.60
1391	41	105.20
1391	42	109.90
1391	43	270
1391	44	822.89
1391	45	324.00
1391	46	0.04
1391	47	195.11
1391	48	245.51
1391	49	1370.42
1391	50	1640.76
1392	3	38.99
1392	12	1.00
1392	26	2.00
1392	31	1658;2151
1392	32	9.05
1392	36	1100518.03
1392	37	18.65
1392	38	-5.70
1392	39	6.47
1392	40	128.34
1392	41	108.83
1392	42	118.59
1392	43	1
1392	44	85.72
1392	45	4.00
1392	46	0.14
1392	47	246.75
1392	48	238.56
1392	49	1657.49
1392	50	1729.28
1393	2	22.54
1393	3	49.99
1393	9	1.00
1393	12	1.00
1393	26	2.00
1393	27	3
1393	31	1658;2143;2151;2186;2655
1393	36	436078.01
1393	37	-26.50
1393	38	-43.64
1393	39	-35.07
1393	40	153.63
1393	41	141.20
1393	42	147.42
1393	43	0
1393	44	32.38
1393	45	1.00
1393	46	0.04
1393	47	69.83
1393	48	136.54
1393	49	677.90
1393	50	1040.11
1394	2	5486.95
1394	4	783.95
1394	12	1.00
1394	26	1.00
1394	31	1113;2655
1394	36	383107.61
1394	37	41.17
1394	38	32.99
1394	39	37.08
1394	40	104.32
1394	41	96.28
1394	42	100.30
1394	43	0
1394	44	33.45
1394	45	0.00
1394	46	0.06
1394	47	30.11
1394	48	-4.92
1394	49	335.49
1394	50	745.65
1395	2	2884.80
1395	11	62.99
1395	13	1.41
1395	14	1.52
1395	18	408.00
1395	19	113.00
1395	21	3.47
1395	23	296.98
1395	31	542;543;1573;2338;2620
1396	1	2.00
1396	2	7157.99
1396	4	704.16
1396	5	11.94
1396	9	1.00
1396	11	62.88
1396	12	1.00
1396	15	130.01
1396	16	2.94
1396	17	2.00
1396	18	144.00
1396	19	135.50
1396	23	383.18
1396	26	1.00
1396	27	3
1396	28	95.49
1396	29	2212.50
1396	31	1113;1297;2655
1396	36	8986835.66
1396	37	47.65
1396	38	5.91
1396	39	26.78
1396	40	109.46
1396	41	27.10
1396	42	68.28
1396	43	0
1396	44	178.67
1396	45	1.00
1396	46	0.10
1396	47	74.24
1396	48	201.07
1396	49	596.11
1396	50	1297.70
1397	1	1.00
1397	2	3050.00
1397	4	573.28
1397	9	1.00
1397	11	76.08
1397	12	1.00
1397	16	4.83
1397	19	89.00
1397	20	152.00
1397	26	1.00
1397	27	3
1397	31	1113;1297;2655
1397	36	8390117.08
1397	37	53.18
1397	38	27.95
1397	39	40.56
1397	40	123.81
1397	41	44.83
1397	42	84.32
1397	43	0
1397	44	21.03
1397	45	0.00
1397	46	0.06
1397	47	29.96
1397	48	7.27
1397	49	291.26
1397	50	708.45
1398	1	1.00
1398	2	2823.36
1398	4	511.33
1398	5	14.00
1398	9	1.00
1398	11	63.61
1398	12	1.00
1398	15	197.70
1398	16	4.12
1398	19	63.99
1398	26	1.00
1398	27	3
1398	31	1113;1297;2655
1398	33	1.50
1398	36	12141993.70
1398	37	47.88
1398	38	12.95
1398	39	30.41
1398	40	67.81
1398	41	-14.58
1398	42	26.61
1398	43	0
1398	44	10.35
1398	45	0.00
1398	46	0.10
1398	47	7.48
1398	48	223.87
1398	49	125.83
1398	50	1210.52
1399	1	2.00
1399	2	1362.77
1399	4	400.05
1399	5	7.00
1399	9	1.00
1399	11	67.50
1399	12	1.00
1399	15	228.12
1399	16	1.78
1399	17	4.00
1399	18	144.00
1399	19	72.00
1399	23	284.58
1399	25	6
1399	26	1.00
1399	27	3
1399	28	67.23
1399	31	543;1113;1297;2655
1399	36	1732323.73
1399	37	-15.92
1399	38	-33.39
1399	39	-24.65
1399	40	32.34
1399	41	12.23
1399	42	22.29
1399	43	0
1399	44	8.32
1399	45	0.00
1399	46	0.09
1399	47	30.61
1399	48	186.65
1399	49	449.31
1399	50	1283.12
1400	1	1.00
1400	2	68.80
1400	7	66.44
1400	8	67.80
1400	9	4.00
1400	12	2.00
1400	13	0.09
1400	14	0.09
1400	15	56.00
1400	16	4.99
1400	17	2.00
1400	24	1.00
1400	25	7
1400	26	2.00
1400	27	2
1400	29	25.59
1400	31	1297;1573;1822;2151;2629;2655;2914
1400	36	594310.76
1400	37	-26.27
1400	38	-34.21
1400	39	-30.24
1400	40	28.01
1400	41	16.96
1400	42	22.49
1400	43	0
1400	44	16.41
1400	45	0.00
1400	46	0.09
1400	47	27.53
1400	48	165.78
1400	49	394.45
1400	50	1119.86
1401	1	1.00
1401	2	46.10
1401	9	6.00
1401	12	2.00
1401	16	5.17
1401	24	1.00
1401	25	7
1401	26	2.00
1401	27	2
1401	31	1297;2151;2629;2655
1401	36	1449912.28
1401	37	-8.84
1401	38	-27.01
1401	39	-17.92
1401	40	35.25
1401	41	22.83
1401	42	29.04
1401	43	1
1401	44	27.11
1401	45	3.00
1401	46	0.15
1401	47	74.34
1401	48	209.14
1401	49	783.93
1401	50	1426.46
1402	36	164009.28
1402	37	-17.74
1402	38	-28.33
1402	39	-23.03
1402	40	18.46
1402	41	13.22
1402	42	15.84
1402	43	0
1402	44	1.92
1402	45	0.00
1402	46	0.07
1402	47	16.60
1402	48	167.06
1402	49	282.37
1402	50	1212.59
1403	1	1.00
1403	9	4.00
1403	12	2.00
1403	16	4.99
1403	25	7
1403	26	2.00
1403	27	2
1403	31	2151
1403	36	52630.81
1403	37	3.99
1403	38	1.29
1403	39	2.64
1403	40	12.18
1403	41	9.49
1403	42	10.83
1403	43	3
1403	44	26.31
1403	45	4.00
1403	46	0.07
1403	47	176.22
1403	48	235.71
1403	49	1359.60
1403	50	1534.04
1404	1	1.00
1404	2	12792.49
1404	4	772.10
1404	5	27.94
1404	7	4906.80
1404	8	11600.00
1404	9	1.00
1404	10	638.99
1404	11	161.73
1404	12	1.00
1404	13	343.27
1404	14	363.58
1404	15	821.25
1404	16	2.84
1404	17	0.50
1404	18	216.00
1404	19	86.02
1404	20	157.30
1404	21	7.916144e-03
1404	22	1.00
1404	23	756.60
1404	26	1.00
1404	27	3
1404	28	83.64
1404	31	367;543;1015;1113;1297;1573;2655;2986
1404	36	24495951.71
1404	37	83.11
1404	38	38.24
1404	39	60.67
1404	40	179.99
1404	41	-168.12
1404	42	5.93
1404	43	0
1404	44	3.75
1404	45	0.00
1404	46	-0.02
1404	47	32.21
1404	48	-72.05
1404	49	259.17
1404	50	291.78
1405	1	1.00
1405	2	137.32
1405	6	365.00
1405	7	102.92
1405	8	166.00
1405	9	2.00
1405	10	304.16
1405	11	18.43
1405	12	1.00
1405	13	0.01
1405	15	183.00
1405	16	1.54
1405	17	2.00
1405	18	132.00
1405	21	258.26
1405	22	8.00
1405	23	481.03
1405	25	4
1405	26	2.00
1405	27	2
1405	28	119.32
1405	29	37.78
1405	31	543;899;955;1297;1412;1466;1760;1789;1822;1848;2484;2644;2655;2880
1405	36	8327.67
1405	37	-37.01
1405	38	-37.97
1405	39	-37.49
1405	40	146.10
1405	41	144.97
1405	42	145.54
1405	43	2
1405	44	150.14
1405	45	2.00
1405	46	0.02
1405	47	57.49
1405	48	116.74
1405	49	572.47
1405	50	890.19
1406	2	97.50
1406	4	142.50
1406	9	2.00
1406	16	1.94
1406	17	1.00
1406	27	1
1406	31	1048;1297;2152;2655
1406	36	29664.32
1406	37	-18.18
1406	38	-23.10
1406	39	-20.64
1406	40	48.98
1406	41	46.78
1406	42	47.88
1406	43	8
1406	44	45.73
1406	45	13.00
1406	46	0.18
1406	47	178.18
1406	48	188.09
1406	49	1311.25
1406	50	1504.33
1407	2	40.00
1407	31	2655
1407	36	360.00
1407	37	18.06
1407	38	17.79
1407	39	17.92
1407	40	-96.07
1407	41	-96.22
1407	42	-96.15
1407	43	32
1407	44	56.46
1407	45	32.00
1407	46	0.03
1407	47	123.99
1407	48	251.45
1407	49	1033.48
1407	50	1498.12
1410	2	84.99
1410	16	1.90
1410	31	1297;2655
1411	2	40.00
1411	31	2655
1411	36	42237.85
1411	37	16.84
1411	38	13.94
1411	39	15.39
1411	40	-88.84
1411	41	-92.94
1411	42	-90.89
1411	43	24
1411	44	166.49
1411	45	27.00
1411	46	0.10
1411	47	105.26
1411	48	205.27
1411	49	1307.90
1411	50	1678.68
1412	2	40.00
1412	31	2655
1412	36	15451.67
1412	37	20.68
1412	38	19.00
1412	39	19.84
1412	40	-96.71
1412	41	-98.72
1412	42	-97.72
1412	43	48
1412	44	117.43
1412	45	48.00
1412	46	0.08
1412	47	110.91
1412	48	195.03
1412	49	1158.97
1412	50	1409.98
1415	4	75.99
1415	31	2152
1415	32	14.04
1415	36	398.16
1415	37	1.21
1415	38	1.00
1415	39	1.10
1415	40	110.31
1415	41	110.11
1415	42	110.21
1415	43	60
1415	44	60.00
1415	45	60.00
1415	46	0.11
1415	47	283.00
1415	48	248.00
1415	49	1582.00
1415	50	1582.00
1416	36	916.74
1416	37	0.75
1416	38	-1.23
1416	39	-0.24
1416	40	123.00
1416	41	120.00
1416	42	121.50
1416	43	41
1416	44	61.33
1416	45	41.00
1416	46	0.07
1416	47	222.00
1416	48	207.00
1416	49	1783.00
1416	50	2005.00
1417	4	65.00
1417	9	1.00
1417	27	1
1417	31	679;2152
1417	32	8.94
1417	36	38248.70
1417	37	6.31
1417	38	3.10
1417	39	4.71
1417	40	116.94
1417	41	115.54
1417	42	116.24
1417	43	4
1417	44	22.96
1417	45	4.00
1417	46	0.30
1417	47	285.78
1417	48	223.15
1417	49	1750.85
1417	50	1792.08
1418	2	197570.01
1418	4	2079.47
1418	5	0.00
1418	6	1825.00
1418	7	38605.80
1418	8	194000.00
1418	9	2.00
1418	10	21.00
1418	11	349.79
1418	12	2.00
1418	15	365.00
1418	16	0.96
1418	18	560.07
1418	19	13995.35
1418	23	1770.72
1418	26	1.00
1418	27	3
1418	28	18.37
1418	29	42148.54
1418	31	367;543;1015;1297;1763;2151;2620;2655;2986
1418	33	1.10
1419	2	49.50
1419	31	2655
1419	36	79797.77
1419	37	8.61
1419	38	1.67
1419	39	5.14
1419	40	-73.92
1419	41	-77.27
1419	42	-75.60
1419	43	6
1419	44	82.11
1419	45	10.00
1419	46	0.09
1419	47	192.38
1419	48	201.20
1419	49	1516.71
1419	50	1597.12
1420	2	60.50
1420	31	2655
1420	36	2333.17
1420	37	7.43
1420	38	6.77
1420	39	7.10
1420	40	-75.16
1420	41	-75.56
1420	42	-75.36
1420	43	19
1420	44	27.50
1420	45	19.00
1420	46	0.09
1420	47	138.74
1420	48	175.99
1420	49	1538.74
1420	50	1571.72
1421	2	1616.83
1421	31	1547
1421	36	214.53
1421	37	-17.32
1421	38	-17.68
1421	39	-17.50
1421	40	48.55
1421	41	48.30
1421	42	48.42
1421	43	33
1421	44	38.66
1421	45	33.00
1421	46	0.31
1421	47	207.35
1421	48	191.65
1421	49	1187.38
1421	50	1515.67
1422	1	2.00
1422	2	1562.41
1422	4	305.08
1422	9	2.00
1422	11	142.50
1422	12	2.00
1422	13	0.21
1422	14	0.36
1422	15	365.00
1422	16	1.01
1422	22	4.00
1422	24	3.00
1422	26	2.00
1422	27	1
1422	31	899;1046;1048;1261;1544;1546;1547;1848;2151;2344;2655
1422	33	1.10
1422	36	9313.01
1422	37	-20.72
1422	38	-22.59
1422	39	-21.66
1422	40	47.82
1422	41	46.74
1422	42	47.28
1422	43	8
1422	44	45.96
1422	45	8.00
1422	46	0.18
1422	47	165.45
1422	48	185.24
1422	49	1321.37
1422	50	1516.85
1423	1	2.00
1423	2	916.00
1423	4	335.00
1423	6	996.45
1423	9	2.00
1423	11	141.24
1423	12	3.00
1423	13	0.01
1423	14	4.7e-03
1423	15	334.58
1423	16	1.50
1423	18	205.20
1423	19	45.20
1423	21	62.00
1423	22	4.00
1423	23	1003.17
1423	24	3.10
1423	26	2.00
1423	27	1
1423	28	136.29
1423	31	208;543;1046;1048;1167;1261;1297;1544;1546;1547;1848;2041;2151;2344;2428;2493;2655;2660;2986
1423	33	1.15
1423	36	89049.73
1423	37	-13.75
1423	38	-25.16
1423	39	-19.45
1423	40	50.48
1423	41	46.59
1423	42	48.53
1423	43	5
1423	44	41.25
1423	45	8.00
1423	46	0.18
1423	47	177.28
1423	48	197.44
1423	49	1338.74
1423	50	1594.74
1424	36	20361.36
1424	37	-13.18
1424	38	-19.47
1424	39	-16.32
1424	40	49.06
1424	41	44.22
1424	42	46.64
1424	43	3
1424	44	12.02
1424	45	3.00
1424	46	0.16
1424	47	117.41
1424	48	237.68
1424	49	1065.69
1424	50	1584.46
1425	36	96345.31
1425	37	23.39
1425	38	14.96
1425	39	19.18
1425	40	111.03
1425	41	101.88
1425	42	106.45
1425	43	8
1425	44	149.50
1425	45	12.00
1425	46	0.10
1425	47	136.32
1425	48	206.98
1425	49	1180.50
1425	50	1428.21
1426	2	70.00
1426	9	1.00
1426	27	1
1426	31	679;2655
1426	36	79996.41
1426	37	18.22
1426	38	3.21
1426	39	10.71
1426	40	102.80
1426	41	95.98
1426	42	99.39
1426	43	3
1426	44	91.27
1426	45	5.00
1426	46	0.08
1426	47	233.51
1426	48	249.33
1426	49	1317.40
1426	50	1700.93
1427	2	18.25
1427	3	50.56
1427	6	410.62
1427	9	3.00
1427	11	174.73
1427	12	1.00
1427	16	1.00
1427	17	1.00
1427	18	120.00
1427	19	2.74
1427	20	34.41
1427	23	192.91
1427	26	2.00
1427	27	1
1427	28	76.04
1427	31	1297;1307;1308;1309;1386;1439;1658;1705;2017;2151;2655;2885;3023
1427	36	242390.28
1427	37	18.65
1427	38	5.55
1427	39	12.10
1427	40	126.60
1427	41	117.17
1427	42	121.88
1427	43	19
1427	44	214.70
1427	45	29.00
1427	46	0.11
1427	47	202.10
1427	48	241.60
1427	49	1470.69
1427	50	1729.38
1428	2	13.65
1428	3	44.92
1428	9	1.00
1428	12	1.00
1428	26	2.00
1428	27	3
1428	31	196;1439;1621;1658;2151;2622;2655
1428	36	1462960.55
1428	37	27.68
1428	38	-8.84
1428	39	9.41
1428	40	128.34
1428	41	75.35
1428	42	101.85
1428	43	4
1428	44	341.10
1428	45	17.00
1428	46	0.10
1428	47	189.39
1428	48	229.46
1428	49	1336.41
1428	50	1537.69
1429	3	51.50
1429	31	1658
1429	32	20.09
1429	36	105934.48
1429	37	23.22
1429	38	5.45
1429	39	14.33
1429	40	116.87
1429	41	96.25
1429	42	106.56
1429	43	5
1429	44	47.75
1429	45	5.00
1429	46	0.09
1429	47	136.13
1429	48	227.57
1429	49	1135.24
1429	50	1601.19
1430	2	116.77
1430	3	90.29
1430	4	144.16
1430	12	1.00
1430	16	0.98
1430	26	2.00
1430	31	1297;2143;2151;2270;2655;2804
1430	36	105330.59
1430	37	1.75
1430	38	-3.86
1430	39	-1.05
1430	40	125.24
1430	41	118.75
1430	42	121.99
1430	43	17
1430	44	65.58
1430	45	17.00
1430	46	0.10
1430	47	224.32
1430	48	204.95
1430	49	1812.60
1430	50	1909.15
1431	2	135.48
1431	3	85.47
1431	4	152.15
1431	6	365.00
1431	9	1.00
1431	11	132.74
1431	12	1.00
1431	16	1.00
1431	17	2.00
1431	26	2.00
1431	27	1
1431	28	111.60
1431	31	1314;1439;1658;2017;2151;2270;2655;2804;2885
1431	36	231112.21
1431	37	18.65
1431	38	5.55
1431	39	12.10
1431	40	126.60
1431	41	119.74
1431	42	123.17
1431	43	19
1431	44	233.58
1431	45	32.00
1431	46	0.10
1431	47	200.92
1431	48	241.16
1431	49	1470.69
1431	50	1729.38
1432	1	1.00
1432	2	17.20
