pantheria_tax_id	pantheria_char_id	pantheria_char_value
1	1	3.00
1	2	492714.47
1	6	1651.62
1	7	40293.00
1	8	407000.00
1	9	3.00
1	11	386.51
1	12	1.00
1	13	196.32
1	15	614.41
1	16	0.98
1	17	1.00
1	18	480.00
1	19	36751.19
1	21	0.98
1	22	11.00
1	23	1947.94
1	24	10.00
1	26	1.00
1	27	1
1	28	389.38
1	31	511;543;719;1274;1297;1594;1654;1822;1848;2655;3044
2	1	1.00
2	2	10392.49
2	4	745.32
2	9	6.00
2	10	329.99
2	11	65.00
2	12	1.00
2	13	1.01
2	14	1.01
2	16	4.50
2	18	137.00
2	21	0.74
2	23	249.88
2	25	8
2	26	1.00
2	27	2
2	28	52.89
2	31	542;543;730;1113;1297;1573;2655
2	36	10581413.14
2	37	16.72
2	38	-28.73
2	39	-6.00
2	40	43.55
2	41	-17.53
2	42	13.00
2	43	0
2	44	35.20
2	45	1.00
2	46	0.14
2	47	90.75
2	48	236.51
2	49	922.90
2	50	1534.40
3	1	2.00
3	2	9658.70
3	4	827.53
3	5	7.50
3	9	6.00
3	11	61.24
3	12	1.00
3	13	2.95
3	14	3.13
3	15	365.00
3	16	3.74
3	18	192.00
3	19	211.82
3	21	0.22
3	23	371.23
3	25	8
3	26	1.00
3	27	2
3	28	61.30
3	31	543;679;730;1113;1297;1573;2655
3	33	1.10
3	36	25739527.43
3	37	47.00
3	38	-4.71
3	39	21.14
3	40	108.54
3	41	-17.05
3	42	45.74
3	43	0
3	44	79.29
3	45	0.00
3	46	0.10
3	47	44.61
3	48	217.23
3	49	438.02
3	50	1358.98
4	1	2.00
4	2	11989.10
4	4	872.39
4	5	11.94
4	6	365.00
4	7	3699.00
4	8	10450.00
4	9	1.00
4	10	255.00
4	11	61.74
4	12	1.00
4	13	18.88
4	14	19.91
4	15	365.00
4	16	5.72
4	18	262.00
4	19	200.01
4	21	0.25
4	23	372.90
4	25	8
4	26	1.00
4	27	3
4	28	43.71
4	31	367;542;543;730;1113;1297;1573;1822;2655
4	33	1.10
4	36	17099094.30
4	37	71.39
4	38	8.02
4	39	39.70
4	40	-67.07
4	41	-168.12
4	42	-117.60
4	43	0
4	44	27.27
4	45	0.00
4	46	0.06
4	47	53.03
4	48	58.18
4	49	503.02
4	50	728.37
5	1	2.00
5	2	31756.51
5	4	1055.00
5	5	14.01
5	6	547.50
5	7	11254.20
5	8	33100.00
5	9	1.00
5	10	180.00
5	11	63.50
5	12	1.00
5	13	159.86
5	14	43.13
5	15	365.00
5	16	4.98
5	17	2.00
5	18	354.00
5	19	412.31
5	21	0.01
5	23	679.37
5	25	9
5	26	1.00
5	27	3
5	28	44.82
5	31	367;542;543;730;1015;1052;1113;1297;1573;1594;2338;2655
5	36	50803439.70
5	37	83.27
5	38	11.48
5	39	47.38
5	40	179.65
5	41	-171.84
5	42	3.90
5	43	0
5	44	37.87
5	45	0.00
5	46	0.04
5	47	34.79
5	48	4.82
5	49	313.33
5	50	561.11
6	1	2.00
6	2	800143.05
6	4	2700.00
6	9	3.00
6	11	273.75
6	15	403.02
6	16	1.22
6	17	1.00
6	18	314.40
6	19	22977.05
6	21	0.54
6	23	610.97
6	24	40.00
6	27	1
6	28	186.67
6	31	511;543;730;899;1297;1525;1848;2655;2986
6	36	2294331.63
6	37	28.01
6	38	2.86
6	39	15.43
6	40	108.68
6	41	73.55
6	42	91.12
6	43	1
6	44	152.67
6	45	8.00
6	46	0.09
6	47	145.21
6	48	229.71
6	49	1053.45
6	50	1483.02
7	2	500000.00
7	9	2.00
7	11	273.75
7	16	1.00
7	17	1.00
7	18	267.00
7	23	755.15
7	24	110.00
7	27	1
7	28	243.33
7	31	511;899;1297;1525;1848;2655
7	36	1523540.07
7	37	38.88
7	38	29.66
7	39	34.27
7	40	99.23
7	41	75.91
7	42	87.57
7	43	0
7	44	2.03
7	45	0.00
7	46	0.05
7	47	30.41
7	48	-59.31
7	49	246.20
7	50	732.74
8	1	2.00
8	2	635974.34
8	4	2075.00
8	6	912.50
8	9	2.00
8	11	296.78
8	12	1.00
8	16	1.22
8	17	1.00
8	18	318.96
8	21	0.75
8	22	21.00
8	23	797.31
8	24	40.00
8	26	1.00
8	27	1
8	28	287.74
8	31	511;730;899;1297;1525;1848;2152;2655
8	36	1687920.66
8	37	25.08
8	38	-8.78
8	39	8.15
8	40	118.35
8	41	94.94
8	42	106.64
8	43	1
8	44	139.21
8	45	4.00
8	46	0.11
8	47	187.69
8	48	239.18
8	49	1301.28
8	50	1592.26
9	1	3.00
9	2	1117.02
9	4	354.99
9	11	129.25
9	12	1.00
9	15	395.41
9	16	1.01
9	19	73.60
9	21	4.89
9	24	2.05
9	26	2.00
9	28	201.85
9	31	1544;1547;1605;1633;1848;2151;2251;2344;2655;2986
9	33	1.05
9	36	690923.14
9	37	-2.50
9	38	-10.67
9	39	-6.58
9	40	-61.59
9	41	-74.92
9	42	-68.25
9	43	0
9	44	1.07
9	45	0.00
9	46	0.05
9	47	196.01
9	48	255.36
9	49	1529.55
9	50	1573.18
11	1	3.00
11	2	897.67
11	12	1.00
11	16	1.02
11	24	1.00
11	26	2.00
11	31	1547;1605;1633;2151;2655
11	36	288759.02
11	37	-10.45
11	38	-21.29
11	39	-15.87
11	40	-57.52
11	41	-67.21
11	42	-62.37
11	43	0
11	44	3.63
11	45	0.00
11	46	0.17
11	47	108.93
11	48	244.32
11	49	1238.19
11	50	1469.11
12	1	3.00
12	2	992.40
12	12	1.00
12	16	1.02
12	24	1.00
12	26	2.00
12	31	1605;1633;2151;2655
13	1	3.00
13	2	1067.61
13	12	1.00
13	16	1.02
13	24	1.00
13	26	2.00
13	31	1547;1605;1633;2151;2655
13	36	98076.46
13	37	-1.95
13	38	-6.00
13	39	-3.97
13	40	-54.87
13	41	-59.21
13	42	-57.04
13	43	0
13	44	2.60
13	45	0.00
13	46	0.10
13	47	158.41
13	48	258.18
13	49	1417.63
13	50	1610.40
16	36	36587.57
16	37	0.95
16	38	-1.66
16	39	-0.35
16	40	-74.42
16	41	-76.71
16	42	-75.56
16	43	1
16	44	5.60
16	45	1.00
16	46	0.15
16	47	152.17
16	48	292.08
16	49	1435.56
16	50	1446.17
17	36	60497.71
17	37	-12.83
17	38	-18.16
17	39	-15.50
17	40	-38.72
17	41	-40.46
17	42	-39.59
17	43	7
17	44	46.93
17	45	11.00
17	46	0.08
17	47	137.48
17	48	232.78
17	49	1460.59
17	50	1650.42
18	1	3.00
18	2	992.40
18	12	1.00
18	16	1.02
18	24	1.00
18	26	2.00
18	31	1605;1633;2151;2655
18	36	17288.42
18	37	-14.25
18	38	-15.67
18	39	-14.96
18	40	-65.93
18	41	-67.39
18	42	-66.66
18	43	1
18	44	2.76
18	45	1.00
18	46	0.47
18	47	119.01
18	48	225.42
18	49	1432.14
18	50	1548.82
19	1	1.00
19	2	326.72
19	4	231.00
19	7	215.11
19	8	344.00
19	9	3.00
19	12	1.00
19	16	3.14
19	18	60.00
19	21	11.86
19	23	251.71
19	24	1.00
19	26	2.00
19	27	2
19	31	256;498;730;889;890;905;955;1297;1412;1822;2151;2655
19	36	678553.48
19	37	20.73
19	38	-2.92
19	39	8.90
19	40	-76.63
19	41	-98.33
19	42	-87.48
19	43	2
19	44	53.45
19	45	3.00
19	46	0.14
19	47	189.71
19	48	234.61
19	49	1341.70
19	50	1596.59
20	1	1.00
20	2	350.33
20	4	273.30
20	9	4.00
20	12	2.00
20	18	60.00
20	24	1.00
20	26	2.00
20	27	2
20	31	543;889;890;905;2151;2655
20	36	3683731.12
20	37	9.07
20	38	-28.10
20	39	-9.51
20	40	-53.20
20	41	-77.39
20	42	-65.29
20	43	0
20	44	5.36
20	45	0.00
20	46	0.13
20	47	175.31
20	48	245.59
20	49	1392.87
20	50	1501.45
21	1	1.00
21	2	246.47
21	4	224.27
21	5	75.00
21	6	334.58
21	9	4.00
21	11	23.99
21	12	2.00
21	13	9.960363e-03
21	14	0.02
21	15	166.50
21	16	4.18
21	17	2.00
21	18	76.00
21	19	0.20
21	20	10.00
21	21	62.32
21	23	314.52
21	24	1.00
21	25	7
21	26	2.00
21	27	2
21	28	119.65
21	29	23.00
21	31	133;256;543;730;889;890;905;955;1297;1533;1534;1573;1760;1773;2151;2159;2225;2431;2655
21	36	3212264.13
21	37	12.20
21	38	-24.58
21	39	-6.19
21	40	-40.35
21	41	-72.87
21	42	-56.61
21	43	0
21	44	39.68
21	45	0.00
21	46	0.12
21	47	144.03
21	48	239.14
21	49	1356.51
21	50	1583.70
22	1	1.00
22	2	257.48
22	4	234.52
22	9	3.00
22	12	1.00
22	16	2.00
22	18	94.00
22	21	8.85
22	24	1.00
22	26	2.00
22	27	2
22	31	543;730;889;905;1297;2151;2655
22	36	188864.44
22	37	-9.34
22	38	-12.69
22	39	-11.01
22	40	-61.99
22	41	-73.48
22	42	-67.73
22	43	0
22	44	3.51
22	45	0.00
22	46	0.27
22	47	189.96
22	48	246.03
22	49	1362.63
22	50	1563.51
23	2	129.99
23	4	157.50
23	9	4.00
23	12	2.00
23	18	144.00
23	26	1.00
23	27	2
23	31	543;890;899;2151;2655
23	36	1081453.80
23	37	-12.69
23	38	-29.92
23	39	-21.30
23	40	-56.47
23	41	-65.76
23	42	-61.11
23	43	0
23	44	4.33
23	45	0.00
23	46	0.12
23	47	87.68
23	48	228.45
23	49	1016.90
23	50	1327.63
24	2	554515.91
24	6	1460.00
24	9	2.00
24	11	397.99
24	12	1.00
24	15	730.00
24	16	1.39
24	17	1.00
24	18	480.00
24	19	34346.64
24	21	0.06
24	23	1330.60
24	24	6.20
24	26	1.00
24	27	1
24	28	368.13
24	31	511;543;600;719;899;1297;1848;2401;2655;2987
24	36	188693.00
24	37	44.71
24	38	37.98
24	39	41.34
24	40	97.58
24	41	90.75
24	42	94.17
24	43	0
24	44	1.83
24	45	0.00
24	46	0.01
24	47	9.94
24	48	53.72
24	49	66.85
24	50	612.43
25	1	2.00
25	2	791321.76
25	4	2175.00
25	9	2.00
25	12	1.00
25	23	755.15
25	24	20.00
25	26	1.00
25	27	1
25	31	511;899;1525;1848;2655
25	36	115557.18
25	37	15.48
25	38	12.04
25	39	13.76
25	40	107.85
25	41	102.98
25	42	105.42
25	43	2
25	44	36.95
25	45	3.00
25	46	0.12
25	47	170.36
25	48	251.45
25	49	1144.18
25	50	1581.73
26	2	618642.42
26	11	280.48
26	13	10.04
26	17	1.00
26	18	240.00
26	23	755.15
26	31	543;1052;1577;1594;1758;1848;2655
26	36	44447.62
26	37	15.08
26	38	11.85
26	39	13.46
26	40	108.99
26	41	107.08
26	42	108.04
26	43	2
26	44	42.48
26	45	3.00
26	46	0.15
26	47	174.94
26	48	228.73
26	49	1193.98
26	50	1450.23
27	2	182253.04
27	4	2000.00
27	6	912.50
27	9	5.00
27	11	248.49
27	15	400.50
27	16	1.39
27	18	260.40
27	19	5875.00
27	21	2.39
27	27	1
27	31	543;730;1297;1525;1848;2655;2986
27	33	1.05
27	36	2192564.81
27	37	33.00
27	38	11.71
27	39	22.35
27	40	87.08
27	41	68.93
27	42	78.00
27	43	2
27	44	313.30
27	45	76.50
27	46	0.09
27	47	86.66
27	48	247.40
27	49	750.64
27	50	1450.38
28	36	940177.90
28	37	42.86
28	38	35.46
28	39	39.16
28	40	102.85
28	41	77.15
28	42	90.00
28	43	0
28	44	5.36
28	45	0.00
28	46	0.05
28	47	17.27
28	48	68.34
28	49	79.67
28	50	681.81
29	1	2.00
29	2	8247.30
29	4	707.27
29	9	6.00
29	10	270.00
29	11	62.50
29	12	1.00
29	13	11.93
29	14	12.82
29	15	273.75
29	16	3.89
29	18	168.00
29	19	177.20
29	21	0.74
29	23	241.40
29	25	8
29	26	1.00
29	27	2
29	28	34.10
29	31	542;543;730;1113;1297;1573;2655
29	33	1.27
29	36	6248779.95
29	37	16.47
29	38	-34.83
29	39	-9.18
29	40	51.41
29	41	11.71
29	42	31.56
29	43	0
29	44	30.81
29	45	0.00
29	46	0.11
29	47	49.27
29	48	213.33
29	49	661.36
29	50	1468.10
30	1	3.00
30	2	14361.86
30	4	938.19
30	9	1.00
30	10	180.00
30	11	63.61
30	12	1.00
30	13	4.20
30	14	5.02
30	15	365.00
30	21	1.20
30	23	754.74
30	25	8
30	26	1.00
30	27	3
30	28	69.60
30	31	542;730;1113;1573;2655
30	33	1.10
30	36	11402.81
30	37	13.31
30	38	6.55
30	39	9.93
30	40	39.96
30	41	38.02
30	42	38.99
30	43	30
30	44	99.87
30	45	30.00
30	46	0.15
30	47	83.87
30	48	99.03
30	49	931.35
30	50	1471.36
31	2	472.07
31	7	172.00
31	8	344.00
31	11	41.49
31	16	2.00
31	18	48.00
31	28	50.10
31	31	543;1297;1822;2655
31	36	818286.00
31	37	27.85
31	38	11.82
31	39	19.83
31	40	105.88
31	41	84.65
31	42	95.26
31	43	4
31	44	86.50
31	45	9.00
31	46	0.07
31	47	159.67
31	48	213.64
31	49	1063.45
31	50	1473.54
32	36	267130.76
32	37	35.60
32	38	31.09
32	39	33.34
32	40	115.62
32	41	102.25
32	42	108.94
32	43	4
32	44	218.11
32	45	8.00
32	46	0.06
32	47	58.53
32	48	103.16
32	49	742.53
32	50	877.60
33	2	31999999.98
33	16	0.98
33	31	1297;2655
34	2	58149.52
34	11	155.00
34	16	1.09
34	18	264.00
34	23	1015.00
34	25	3
34	31	543;1297;1525;1848;2555;2655
34	36	32781.87
34	37	43.82
34	38	40.83
34	39	42.33
34	40	48.52
34	41	40.00
34	42	44.26
34	43	9
34	44	40.22
34	45	10.50
34	46	0.02
34	47	57.31
34	48	-9.89
34	49	612.18
34	50	710.43
35	1	3.00
35	2	54303.37
35	4	1590.00
35	6	730.00
35	9	2.00
35	11	167.98
35	12	1.00
35	16	1.73
35	18	168.00
35	22	11.00
35	23	1015.00
35	26	1.00
35	27	1
35	28	167.29
35	31	511;543;899;1297;1525;1848;2555;2655
35	36	155075.85
35	37	38.90
35	38	28.84
35	39	33.87
35	40	75.48
35	41	65.04
35	42	70.26
35	43	4
35	44	88.36
35	45	12.00
35	46	0.16
35	47	22.18
35	48	108.54
35	49	340.32
35	50	1154.28
36	2	47386.47
36	6	669.16
36	9	2.00
36	11	156.00
36	13	98.30
36	14	47.24
36	15	365.00
36	16	1.45
36	18	249.60
36	19	2136.11
36	20	375.56
36	21	7.58
36	23	498.97
36	25	3
36	27	1
36	28	158.04
36	31	453;543;730;1052;1297;1525;1573;1594;1598;1848;2555;2655;2986
36	33	1.10
37	2	69546.83
37	6	912.50
37	9	2.00
37	11	167.50
37	12	1.00
37	15	547.50
37	16	1.11
37	18	267.60
37	19	2779.07
37	23	838.54
37	25	3
37	26	1.00
37	27	1
37	28	111.75
37	29	15683.39
37	31	511;543;1297;1525;1763;1848;2555;2655
37	33	0.89
37	36	145098.13
37	37	47.90
37	38	43.76
37	39	45.83
37	40	15.50
37	41	4.76
37	42	10.13
37	43	12
37	44	135.27
37	45	26.00
37	46	0.03
37	47	87.78
37	48	42.76
37	49	586.20
37	50	627.49
38	1	1.00
38	2	903.98
38	4	214.76
38	9	3.00
38	11	39.25
38	16	2.50
38	17	2.00
38	18	84.00
38	27	2
38	28	39.70
38	31	543;678;1456;2408;2655;2786
38	36	815329.89
38	37	37.34
38	38	30.13
38	39	33.74
38	40	21.77
38	41	-9.89
38	42	5.94
38	43	1
38	44	95.57
38	45	3.00
38	46	0.11
38	47	26.26
38	48	167.59
38	49	327.17
38	50	1147.59
39	1	1.00
39	2	329.12
39	4	181.82
39	5	10.00
39	9	6.00
39	11	37.13
39	12	1.00
39	16	4.99
39	17	1.50
39	19	10.55
39	20	52.60
39	23	411.43
39	24	1.00
39	25	6
39	26	1.00
39	27	2
39	28	34.80
39	31	678;1109;1297;1455;1456;2408;2629;2655;2786
39	36	1497998.13
39	37	-12.43
39	38	-33.62
39	39	-23.03
39	40	31.09
39	41	11.76
39	42	21.42
39	43	0
39	44	16.70
39	45	1.00
39	46	0.10
39	47	42.24
39	48	186.90
39	49	578.50
39	50	1322.65
40	1	1.00
40	4	129.99
40	31	678;1456
40	32	66.17
40	36	198274.28
40	37	11.98
40	38	6.32
40	39	9.15
40	40	51.41
40	41	45.44
40	42	48.42
40	43	1
40	44	5.95
40	45	2.00
40	46	0.04
40	47	12.20
40	48	245.23
40	49	155.21
40	50	1766.15
41	1	3.00
41	2	6692.42
41	4	459.30
41	9	2.00
41	11	138.20
41	12	1.00
41	13	2.28
41	14	3.24
41	16	1.02
41	18	336.00
41	21	13.49
41	24	14.50
41	26	2.00
41	27	1
41	31	208;543;730;890;1297;1544;1547;1848;2151;2308;2344;2463;2655;2660;2912;2986
41	36	1030364.23
41	37	4.08
41	38	-4.98
41	39	-0.44
41	40	-60.12
41	41	-78.54
41	42	-69.33
41	43	0
41	44	2.79
41	45	0.00
41	46	0.11
41	47	227.01
41	48	257.68
41	49	1493.34
41	50	1512.96
42	1	3.00
42	2	7053.92
42	4	454.28
42	9	2.00
42	12	1.00
42	13	1.16
42	21	3.39
42	26	2.00
42	27	1
42	31	1544;1547;1848;2145;2151;2251;2655;2912
42	36	990902.31
42	37	-2.58
42	38	-11.43
42	39	-7.01
42	40	-62.25
42	41	-77.21
42	42	-69.73
42	43	0
42	44	1.62
42	45	0.00
42	46	0.10
42	47	194.51
42	48	254.97
42	49	1504.72
42	50	1569.06
43	1	3.00
43	2	9067.94
43	4	489.15
43	6	1773.90
43	9	2.00
43	11	224.70
43	12	1.00
43	15	851.66
43	16	1.01
43	18	288.00
43	19	499.99
43	23	1799.68
43	26	2.00
43	27	1
43	28	482.70
43	31	208;543;1297;1544;1547;1848;2151;2344;2489;2493;2655;2660;2986
43	33	0.71
43	36	201579.73
43	37	11.11
43	38	1.77
43	39	6.44
43	40	-73.92
43	41	-79.12
43	42	-76.52
43	43	3
43	44	85.93
43	45	4.00
43	46	0.11
43	47	220.34
43	48	240.81
43	49	1483.74
43	50	1654.37
44	1	3.00
44	2	7582.40
44	4	433.07
44	6	2080.50
44	9	2.00
44	11	226.37
44	12	1.00
44	13	0.73
44	14	1.07
44	15	1048.15
44	16	1.01
44	18	327.60
44	19	425.85
44	21	19.06
44	23	2104.57
44	24	42.00
44	26	2.00
44	27	1
44	28	816.35
44	29	3478.06
44	31	208;730;1297;1544;1547;1763;1767;1848;2145;2151;2344;2463;2488;2489;2493;2655;2660;2912;2986
44	33	0.64
44	36	806609.19
44	37	24.09
44	38	0.67
44	39	12.38
44	40	-70.23
44	41	-98.85
44	42	-84.54
44	43	2
44	44	55.14
44	45	4.00
44	46	0.14
44	47	153.93
44	48	243.16
44	49	1344.08
44	50	1624.94
45	36	144643.82
45	37	11.35
45	38	6.26
45	39	8.80
45	40	-66.36
45	41	-75.27
45	42	-70.82
45	43	1
45	44	54.00
45	45	1.00
45	46	0.13
45	47	114.72
45	48	255.57
45	49	1343.77
45	50	1685.22
46	1	3.00
46	2	6229.28
46	4	460.27
46	9	2.00
46	12	1.00
46	26	2.00
46	27	1
46	31	1544;1848;2151;2655
46	36	831855.40
46	37	-0.54
46	38	-8.84
46	39	-4.69
46	40	-47.70
46	41	-64.33
46	42	-56.01
46	43	0
46	44	4.83
46	45	0.00
46	46	0.11
46	47	169.03
46	48	252.71
46	49	1421.40
46	50	1592.48
47	1	3.00
47	2	8697.25
47	4	575.96
47	6	1825.00
47	9	6.00
47	11	228.18
47	12	1.00
47	13	1.36
47	14	2.19
47	15	1072.18
47	16	1.00
47	18	453.60
47	19	478.64
47	21	8.00
47	23	2104.57
47	24	20.00
47	26	2.00
47	27	2
47	28	805.41
47	29	2753.17
47	31	208;543;730;890;1201;1297;1544;1547;1763;1767;1768;1848;2151;2344;2463;2488;2489;2493;2655;2660;2912;2986;3086
47	33	0.63
47	36	892635.10
47	37	7.28
47	38	-3.14
47	39	2.06
47	40	-50.44
47	41	-61.85
47	42	-56.14
47	43	0
47	44	3.25
47	45	0.00
47	46	0.08
47	47	157.69
47	48	255.77
47	49	1456.60
47	50	1696.86
48	1	3.00
48	2	958.13
48	4	358.65
48	6	1095.00
48	9	3.00
48	11	164.00
48	12	1.00
48	13	0.02
48	14	0.03
48	15	365.00
48	16	1.01
48	18	303.60
48	19	74.40
48	20	125.00
48	21	18.43
48	23	1262.74
48	24	2.95
48	26	2.00
48	27	2
48	28	58.85
48	31	208;543;730;890;1297;1512;1547;1605;1768;1848;2151;2344;2464;2489;2493;2520;2655;2660;2986
48	33	1.10
48	36	911442.78
48	37	-1.30
48	38	-14.10
48	39	-7.70
48	40	-48.19
48	41	-58.29
48	42	-53.24
48	43	0
48	44	2.40
48	45	0.00
48	46	0.13
48	47	174.03
48	48	246.08
48	49	1330.45
48	50	1530.29
49	36	513267.90
49	37	-16.37
49	38	-24.44
49	39	-20.40
49	40	-41.86
49	41	-51.33
49	42	-46.60
49	43	3
49	44	136.21
49	45	5.00
49	46	0.05
49	47	128.20
49	48	203.70
49	49	1160.18
49	50	1370.31
50	1	3.00
50	2	992.40
50	12	1.00
50	16	1.02
50	24	1.00
50	26	2.00
50	31	1605;1633;2151;2655
50	36	5807.21
50	37	-5.16
50	38	-5.98
50	39	-5.57
50	40	-76.96
50	41	-77.67
50	42	-77.31
50	43	2
50	44	8.33
50	45	2.00
50	46	0.06
50	47	139.67
50	48	220.50
50	49	1287.01
50	50	1394.99
51	1	3.00
51	2	992.40
51	12	1.00
51	16	1.02
51	24	1.00
51	26	2.00
51	31	1605;1633;2151;2655
51	36	17288.42
51	37	-14.25
51	38	-15.67
51	39	-14.96
51	40	-65.93
51	41	-67.39
51	42	-66.66
51	43	1
51	44	2.76
51	45	1.00
51	46	0.47
51	47	119.01
51	48	225.42
51	49	1432.14
51	50	1548.82
52	36	23066.97
52	37	4.38
52	38	2.18
52	39	3.28
52	40	-73.68
52	41	-74.77
52	42	-74.23
52	43	1
52	44	104.04
52	45	1.00
52	46	0.12
52	47	130.80
52	48	209.30
52	49	1484.71
52	50	1507.50
53	36	93328.33
53	37	-16.39
53	38	-21.29
53	39	-18.84
53	40	-57.52
53	41	-61.25
53	42	-59.39
53	43	0
53	44	0.63
53	45	0.00
53	46	0.10
53	47	86.34
53	48	258.42
53	49	1071.44
53	50	1315.57
54	1	3.00
54	2	1390.80
54	4	362.49
54	9	4.00
54	12	1.00
54	13	0.03
54	14	0.05
54	16	1.01
54	21	13.03
54	24	2.35
54	26	2.00
54	27	1
54	31	890;899;1544;1547;1605;1848;2145;2151;2344;2464;2655;2660;2986
54	36	172664.46
54	37	-16.02
54	38	-22.48
54	39	-19.25
54	40	-39.58
54	41	-43.08
54	42	-41.33
54	43	7
54	44	47.74
54	45	11.00
54	46	0.06
54	47	107.39
54	48	212.34
54	49	1204.53
54	50	1458.54
58	1	3.00
58	2	1209.57
58	4	294.99
58	9	4.00
58	12	1.00
58	13	0.11
58	14	0.14
58	16	1.01
58	21	10.20
58	23	1683.65
58	24	3.85
58	26	2.00
58	27	2
58	28	121.66
58	31	208;730;890;1297;1544;1547;1605;1848;2151;2251;2344;2464;2520;2655;2660;2986
59	1	3.00
59	2	558.00
59	4	280.00
59	6	491.83
59	9	2.00
59	11	153.99
59	12	1.00
59	13	0.32
59	14	0.45
59	15	182.50
59	16	1.05
59	18	214.80
59	19	50.50
59	21	2.08
59	23	413.84
59	24	6.85
59	26	2.00
59	27	2
59	28	66.53
59	29	120.02
59	31	543;890;905;1125;1297;1320;1544;1547;1611;1767;1848;2151;2251;2344;2489;2493;2655;2660
59	33	1.56
59	36	462922.05
59	37	0.97
59	38	-11.64
59	39	-5.33
59	40	-67.04
59	41	-77.15
59	42	-72.10
59	43	0
59	44	3.00
59	45	0.00
59	46	0.11
59	47	209.19
59	48	259.78
59	49	1476.20
59	50	1518.11
60	2	518.99
60	31	2655
60	36	37773.91
60	37	-11.33
60	38	-13.77
60	39	-12.55
60	40	-37.36
60	41	-39.75
60	42	-38.55
60	43	17
60	44	211.59
60	45	20.00
60	46	0.08
60	47	123.66
60	48	239.11
60	49	1250.37
60	50	1682.91
61	36	79622.42
61	37	-8.06
61	38	-11.18
61	39	-9.62
61	40	-61.58
61	41	-65.11
61	42	-63.34
61	43	1
61	44	7.50
61	45	1.00
61	46	0.43
61	47	178.99
61	48	246.16
61	49	1329.16
61	50	1576.85
62	1	3.00
62	2	382.92
62	6	609.55
62	9	4.00
62	12	1.00
62	15	219.60
62	16	1.84
62	18	201.60
62	19	35.80
62	21	7.52
62	23	701.52
62	24	9.50
62	26	2.00
62	27	2
62	31	543;730;890;905;1297;1544;1547;1768;2151;2344;2493;2655;2725;2986
62	33	1.42
62	36	123514.00
62	37	-1.09
62	38	-5.09
62	39	-3.09
62	40	-49.38
62	41	-55.24
62	42	-52.31
62	43	1
62	44	3.87
62	45	1.00
62	46	0.13
62	47	171.85
62	48	254.42
62	49	1412.78
62	50	1614.39
63	1	3.00
63	2	386.20
63	4	239.99
63	9	3.00
63	11	140.00
63	12	1.00
63	13	0.08
63	16	2.00
63	24	6.00
63	26	2.00
63	27	2
63	31	899;1544;1547;2151;2344;2655;2725
63	36	87653.49
63	37	-21.66
63	38	-24.65
63	39	-23.15
63	40	-40.97
63	41	-49.07
63	42	-45.02
63	43	14
63	44	398.77
63	45	24.00
63	46	0.06
63	47	148.06
63	48	188.19
63	49	1243.75
63	50	1379.49
64	1	3.00
64	31	2344;2725
64	36	60733.28
64	37	-3.51
64	38	-8.03
64	39	-5.77
64	40	-58.34
64	41	-60.52
64	42	-59.43
64	43	0
64	44	0.44
64	45	0.00
64	46	0.14
64	47	170.99
64	48	258.62
64	49	1453.35
64	50	1598.79
65	2	309.58
65	31	1547;2986
65	36	160568.97
65	37	-5.54
65	38	-13.49
65	39	-9.52
65	40	-53.34
65	41	-56.05
65	42	-54.70
65	43	0
65	44	1.68
65	45	1.00
65	46	0.17
65	47	193.59
65	48	249.26
65	49	1291.21
65	50	1525.99
66	1	3.00
66	2	372.97
66	4	239.99
66	9	3.00
66	11	140.00
66	12	1.00
66	13	0.22
66	16	2.00
66	21	11.85
66	24	9.80
66	26	2.00
66	27	2
66	31	899;1544;1547;2151;2344;2655;2725
66	36	27330.89
66	37	-20.39
66	38	-21.92
66	39	-21.16
66	40	-40.81
66	41	-43.12
66	42	-41.96
66	43	36
66	44	56.38
66	45	37.50
66	46	0.05
66	47	111.78
66	48	200.81
66	49	1193.67
66	50	1398.92
67	1	3.00
67	2	342.00
67	12	1.00
67	26	2.00
67	31	1547;2151;2344;2655;2725;2986
67	36	132745.30
67	37	-16.90
67	38	-21.07
67	39	-18.99
67	40	-39.13
67	41	-43.62
67	42	-41.38
67	43	11
67	44	47.67
67	45	14.00
67	46	0.06
67	47	108.43
67	48	216.05
67	49	1237.94
67	50	1455.44
68	1	3.00
68	2	374.99
68	9	4.00
68	12	1.00
68	13	0.10
68	14	0.13
68	18	180.00
68	19	34.50
68	21	28.32
68	24	8.50
68	26	2.00
68	27	2
68	28	99.01
68	31	543;730;890;905;1125;1297;1544;1547;2151;2344;2520;2655;2660;2725;2986
68	36	129628.00
68	37	-2.27
68	38	-8.45
68	39	-5.36
68	40	-55.40
68	41	-60.50
68	42	-57.95
68	43	0
68	44	1.68
68	45	0.00
68	46	0.12
68	47	163.67
68	48	258.66
68	49	1433.66
68	50	1605.81
69	36	21239.49
69	37	-5.25
69	38	-7.65
69	39	-6.45
69	40	-60.13
69	41	-61.49
69	42	-60.81
69	43	0
69	44	0.60
69	45	0.00
69	46	0.00
69	47	172.58
69	48	260.07
69	49	1483.92
69	50	1601.22
70	1	3.00
70	13	0.19
70	16	2.00
70	21	19.97
70	24	11.50
70	31	1547;2520;2725
70	36	73178.50
70	37	-4.13
70	38	-11.95
70	39	-8.04
70	40	-59.01
70	41	-60.88
70	42	-59.95
70	43	0
