label	character_id	character_value
Abrothrix longipilis	30	5.19
Abrothrix longipilis	34	No Paternal Care
Abrothrix longipilis	35	No Social Group Living
Abrothrix longipilis	36	Not Monogamous
Abrothrix longipilis	41	7
Abrothrix longipilis	44	57.61
Abrothrix longipilis	45	17
Abrothrix longipilis	46	112.3
Abrothrix longipilis	47	51.73
Abrothrix longipilis	48	2.25
Abrothrix longipilis	49	omnivore
Abrothrix olivaceus	1	5.34
Abrothrix olivaceus	2	915499.4399999999
Abrothrix olivaceus	3	-70.11
Abrothrix olivaceus	4	Neotropical
Abrothrix olivaceus	5	96.69
Abrothrix olivaceus	6	24.52
Abrothrix olivaceus	7	3
Abrothrix olivaceus	8	-18.48
Abrothrix olivaceus	9	15.17
Abrothrix olivaceus	10	360.79
Abrothrix olivaceus	11	Stable
Abrothrix olivaceus	12	terrestrial habitat
Abrothrix olivaceus	13	above ground dwelling
Abrothrix olivaceus	15	0.11
Abrothrix olivaceus	16	55.26
Abrothrix olivaceus	17	69.56
Abrothrix olivaceus	18	637.8099999999999
Abrothrix olivaceus	19	least concern
Abrothrix olivaceus	20	Temperate Grasslands, Savannas, and Shrublands
Abrothrix olivaceus	21	extant
Abrothrix olivaceus	22	invertebrates
Abrothrix olivaceus	23	omnivore
Abrothrix olivaceus	24	leaves
Abrothrix olivaceus	27	nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular
Abrothrix olivaceus	28	3211.81
Abrothrix olivaceus	29	12
Abrothrix olivaceus	30	2
Abrothrix olivaceus	34	No Paternal Care
Abrothrix olivaceus	35	No Social Group Living
Abrothrix olivaceus	36	Not Monogamous
Abrothrix olivaceus	41	7
Abrothrix olivaceus	42	National Museum of Natural History, Smithsonian Institution (USNM)
Abrothrix olivaceus	44	49.19
Abrothrix olivaceus	47	170.38
Abrothrix olivaceus	48	7
Abrothrix olivaceus	50	0.000464461
Abrothrix olivaceus	51	omnivore
Acerodon jubatus	1	1
Acerodon jubatus	2	261660.73
Acerodon jubatus	3	123.17
Acerodon jubatus	4	Indo-Malayan
Acerodon jubatus	6	1087.04
Acerodon jubatus	7	1
Acerodon jubatus	8	18.65
Acerodon jubatus	9	238.14
Acerodon jubatus	10	1471.66
Acerodon jubatus	11	Decreasing
Acerodon jubatus	12	terrestrial habitat
Acerodon jubatus	13	above ground dwelling
Acerodon jubatus	15	0.1
Acerodon jubatus	16	202.52
Acerodon jubatus	17	242.33
Acerodon jubatus	18	1734.15
Acerodon jubatus	19	endangered
Acerodon jubatus	20	Tropical and Subtropical Moist Broadleaf Forests
Acerodon jubatus	21	extant
Acerodon jubatus	22	fruit
Acerodon jubatus	23	herbivore
Acerodon jubatus	30	1
Acerodon jubatus	41	2
Acerodon jubatus	52	188.04
Acerodon jubatus	53	1000
Acerodon jubatus	54	<i>Acerodon jubatus</i>
Acerodon jubatus	55	herbivore
Acerodon leucotis	2	12831.86
Acerodon leucotis	3	118.63
Acerodon leucotis	4	Indo-Malayan
Acerodon leucotis	6	352.07
Acerodon leucotis	7	1
Acerodon leucotis	8	12.33
Acerodon leucotis	9	43.33
Acerodon leucotis	11	Decreasing
Acerodon leucotis	12	terrestrial habitat
Acerodon leucotis	13	above ground dwelling
Acerodon leucotis	15	0.21
Acerodon leucotis	16	224
Acerodon leucotis	17	249.78
Acerodon leucotis	19	vulnerable
Acerodon leucotis	20	Tropical and Subtropical Moist Broadleaf Forests
Acerodon leucotis	21	extant
Acerodon leucotis	22	fruit
Acerodon leucotis	23	herbivore
Acerodon leucotis	52	139.95
Acerodon leucotis	55	herbivore
Acomys airensis	1	2.43
Acomys airensis	4	Palearctic
Acomys airensis	5	43
Acomys airensis	6	41.16
Acomys airensis	11	Stable
Acomys airensis	12	terrestrial habitat
Acomys airensis	19	least concern
Acomys airensis	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys airensis	21	extant
Acomys airensis	22	seed
Acomys airensis	23	omnivore
Acomys airensis	24	animals
Acomys airensis	27	nocturnal
Acomys airensis	28	2366.22
Acomys airensis	29	60
Acomys airensis	30	7.6
Acomys airensis	31	15.16
Acomys airensis	33	38.54
Acomys airensis	34	No Paternal Care
Acomys airensis	35	Social Group Living
Acomys airensis	36	Not Monogamous
Acomys airensis	45	34
Acomys airensis	46	103
Acomys airensis	47	51.9
Acomys airensis	48	2.02
Acomys airensis	50	0.000810023
Acomys airensis	56	7
Acomys airensis	57	14
Acomys airensis	58	38
Acomys airensis	59	0.0147
Acomys airensis	60	310.65
Acomys airensis	61	0.258
Acomys airensis	62	60
Acomys airensis	63	omnivore
Acomys airensis	64	carnivore
Acomys cahirinus	1	2.43
Acomys cahirinus	4	Palearctic
Acomys cahirinus	5	43
Acomys cahirinus	6	41.16
Acomys cahirinus	11	Stable
Acomys cahirinus	12	terrestrial habitat
Acomys cahirinus	19	least concern
Acomys cahirinus	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys cahirinus	21	extant
Acomys cahirinus	22	seed
Acomys cahirinus	23	omnivore
Acomys cahirinus	24	animals
Acomys cahirinus	27	nocturnal
Acomys cahirinus	28	2366.22
Acomys cahirinus	29	60
Acomys cahirinus	30	7.6
Acomys cahirinus	31	15.16
Acomys cahirinus	33	38.54
Acomys cahirinus	34	No Paternal Care
Acomys cahirinus	35	Social Group Living
Acomys cahirinus	36	Not Monogamous
Acomys cahirinus	45	34
Acomys cahirinus	46	103
Acomys cahirinus	47	51.9
Acomys cahirinus	48	2.02
Acomys cahirinus	50	0.000810023
Acomys cahirinus	56	7
Acomys cahirinus	57	14
Acomys cahirinus	58	38
Acomys cahirinus	59	0.0147
Acomys cahirinus	60	310.65
Acomys cahirinus	61	0.258
Acomys cahirinus	62	60
Acomys cahirinus	63	omnivore
Acomys cahirinus	64	carnivore
Acomys cilicicus	2	404.16
Acomys cilicicus	3	34.62
Acomys cilicicus	4	Palearctic
Acomys cilicicus	8	37.01
Acomys cilicicus	9	92
Acomys cilicicus	10	362
Acomys cilicicus	11	Unknown
Acomys cilicicus	12	terrestrial habitat
Acomys cilicicus	15	0.14
Acomys cilicicus	16	48.02
Acomys cilicicus	17	154.1
Acomys cilicicus	18	1241.33
Acomys cilicicus	19	data deficient
Acomys cilicicus	20	Mediterranean Forests, woodlands and scrubs
Acomys cilicicus	21	extant
Acomys cilicicus	22	seed
Acomys cilicicus	23	omnivore
Acomys cilicicus	24	animals
Acomys cilicicus	29	4
Acomys cilicicus	34	No Paternal Care
Acomys cilicicus	35	Social Group Living
Acomys cilicicus	36	Not Monogamous
Acomys cilicicus	65	omnivore
Acomys dimidiatus	2	3325550.32
Acomys dimidiatus	3	46.37
Acomys dimidiatus	8	38.08
Acomys dimidiatus	9	36.24
Acomys dimidiatus	10	171.2
Acomys dimidiatus	11	Unknown
Acomys dimidiatus	12	terrestrial habitat
Acomys dimidiatus	15	0.15
Acomys dimidiatus	16	11.93
Acomys dimidiatus	17	221.51
Acomys dimidiatus	18	1301.83
Acomys dimidiatus	19	least concern
Acomys dimidiatus	22	seed
Acomys dimidiatus	23	omnivore
Acomys dimidiatus	24	animals
Acomys dimidiatus	34	No Paternal Care
Acomys dimidiatus	35	Social Group Living
Acomys dimidiatus	36	Not Monogamous
Acomys dimidiatus	66	omnivore
Acomys ignitus	2	156581.97
Acomys ignitus	3	38.54
Acomys ignitus	4	Afrotropical
Acomys ignitus	8	-5.8
Acomys ignitus	9	2
Acomys ignitus	10	941.97
Acomys ignitus	11	Stable
Acomys ignitus	12	terrestrial habitat
Acomys ignitus	15	0.16
Acomys ignitus	16	64.98
Acomys ignitus	17	239.82
Acomys ignitus	18	1662.28
Acomys ignitus	19	least concern
Acomys ignitus	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys ignitus	21	extant
Acomys ignitus	22	invertebrates
Acomys ignitus	23	carnivore
Acomys ignitus	34	No Paternal Care
Acomys ignitus	35	Social Group Living
Acomys ignitus	36	Not Monogamous
Acomys ignitus	67	carnivore
Acomys kempi	2	358017.73
Acomys kempi	3	41.25
Acomys kempi	4	Afrotropical
Acomys kempi	6	21.99
Acomys kempi	8	-4.7
Acomys kempi	9	1
Acomys kempi	10	622.27
Acomys kempi	11	Stable
Acomys kempi	12	terrestrial habitat
Acomys kempi	15	0.07000000000000001
Acomys kempi	16	42.35
Acomys kempi	17	271.57
Acomys kempi	18	1739.37
Acomys kempi	19	least concern
Acomys kempi	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys kempi	21	extant
Acomys kempi	22	invertebrates
Acomys kempi	23	carnivore
Acomys kempi	34	No Paternal Care
Acomys kempi	35	Social Group Living
Acomys kempi	36	Not Monogamous
Acomys kempi	42	National Museum of Natural History, Smithsonian Institution (USNM)
Acomys kempi	68	carnivore
Acomys minous	2	8190.7
Acomys minous	3	24.91
Acomys minous	4	Palearctic
Acomys minous	6	62.5
Acomys minous	8	35.69
Acomys minous	9	48.69
Acomys minous	11	Unknown
Acomys minous	12	terrestrial habitat
Acomys minous	15	0.02
Acomys minous	16	51.8
Acomys minous	17	163.8
Acomys minous	19	data deficient
Acomys minous	20	Mediterranean Forests, woodlands and scrubs
Acomys minous	21	extant
Acomys minous	22	plants
Acomys minous	23	herbivore
Acomys minous	24	animals
Acomys minous	31	62.5
Acomys minous	34	No Paternal Care
Acomys minous	35	Social Group Living
Acomys minous	36	Not Monogamous
Acomys minous	69	herbivore
Acomys mullah	2	152076.39
Acomys mullah	3	43.96
Acomys mullah	4	Afrotropical
Acomys mullah	8	11.42
Acomys mullah	9	24.68
Acomys mullah	10	506.1
Acomys mullah	11	Unknown
Acomys mullah	12	terrestrial habitat
Acomys mullah	15	0.09
Acomys mullah	16	32.6
Acomys mullah	17	231.82
Acomys mullah	18	1706.27
Acomys mullah	19	least concern
Acomys mullah	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys mullah	21	extant
Acomys mullah	22	invertebrates
Acomys mullah	23	carnivore
Acomys mullah	34	No Paternal Care
Acomys mullah	35	Social Group Living
Acomys mullah	36	Not Monogamous
Acomys mullah	70	carnivore
Acomys nesiotes	2	9293.99
Acomys nesiotes	3	33.43
Acomys nesiotes	4	Palearctic
Acomys nesiotes	8	35.7
Acomys nesiotes	9	72.41
Acomys nesiotes	11	Unknown
Acomys nesiotes	12	terrestrial habitat
Acomys nesiotes	15	0.09
Acomys nesiotes	16	40.19
Acomys nesiotes	17	183.55
Acomys nesiotes	19	data deficient
Acomys nesiotes	20	Mediterranean Forests, woodlands and scrubs
Acomys nesiotes	21	extant
Acomys nesiotes	22	seed
Acomys nesiotes	23	omnivore
Acomys nesiotes	24	animals
Acomys nesiotes	34	No Paternal Care
Acomys nesiotes	35	Social Group Living
Acomys nesiotes	36	Not Monogamous
Acomys nesiotes	71	omnivore
Acomys percivali	2	686807.37
Acomys percivali	3	37.3
Acomys percivali	4	Afrotropical
Acomys percivali	6	21.99
Acomys percivali	8	-1.77
Acomys percivali	9	1
Acomys percivali	10	825.98
Acomys percivali	11	Stable
Acomys percivali	12	terrestrial habitat
Acomys percivali	15	0.08
Acomys percivali	16	54.73
Acomys percivali	17	240.95
Acomys percivali	18	1524.06
Acomys percivali	19	least concern
Acomys percivali	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys percivali	21	extant
Acomys percivali	22	invertebrates
Acomys percivali	23	carnivore
Acomys percivali	33	1.27
Acomys percivali	34	No Paternal Care
Acomys percivali	35	Social Group Living
Acomys percivali	36	Not Monogamous
Acomys percivali	72	carnivore
Acomys russatus	1	2.5
Acomys russatus	2	800320.84
Acomys russatus	3	39.5
Acomys russatus	4	Palearctic
Acomys russatus	5	111.08
Acomys russatus	6	42.35
Acomys russatus	8	33.09
Acomys russatus	9	104.38
Acomys russatus	10	140.58
Acomys russatus	11	Unknown
Acomys russatus	12	terrestrial habitat
Acomys russatus	14	5
Acomys russatus	15	0.18
Acomys russatus	16	9.199999999999999
Acomys russatus	17	214.39
Acomys russatus	18	1406.5
Acomys russatus	19	least concern
Acomys russatus	20	Temperate Grasslands, Savannas, and Shrublands
Acomys russatus	21	extant
Acomys russatus	22	invertebrates
Acomys russatus	23	carnivore
Acomys russatus	27	diurnal
Acomys russatus	28	3487.07
Acomys russatus	31	7
Acomys russatus	33	1.13
Acomys russatus	34	No Paternal Care
Acomys russatus	35	Social Group Living
Acomys russatus	36	Not Monogamous
Acomys russatus	47	91
Acomys russatus	48	3
Acomys russatus	50	0.000448138
Acomys russatus	58	34
Acomys russatus	60	310.45
Acomys russatus	61	0.24
Acomys russatus	62	60
Acomys russatus	73	carnivore
Acomys seurati	11	Stable
Acomys seurati	12	terrestrial habitat
Acomys seurati	19	least concern
Acomys seurati	22	invertebrates
Acomys seurati	23	carnivore
Acomys seurati	34	No Paternal Care
Acomys seurati	35	Social Group Living
Acomys seurati	36	Not Monogamous
Acomys seurati	74	carnivore
Acomys spinosissimus	1	2.71
Acomys spinosissimus	2	2826979.35
Acomys spinosissimus	3	32.38
Acomys spinosissimus	4	Afrotropical
Acomys spinosissimus	6	26.5
Acomys spinosissimus	8	-2.87
Acomys spinosissimus	9	30.43
Acomys spinosissimus	10	827.26
Acomys spinosissimus	11	Stable
Acomys spinosissimus	12	terrestrial habitat
Acomys spinosissimus	15	0.16
Acomys spinosissimus	16	73.43000000000001
Acomys spinosissimus	17	218.6
Acomys spinosissimus	18	1462.67
Acomys spinosissimus	19	least concern
Acomys spinosissimus	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys spinosissimus	21	extant
Acomys spinosissimus	22	invertebrates
Acomys spinosissimus	23	carnivore
Acomys spinosissimus	28	204.07
Acomys spinosissimus	34	No Paternal Care
Acomys spinosissimus	35	Social Group Living
Acomys spinosissimus	36	Not Monogamous
Acomys spinosissimus	44	44.12
Acomys spinosissimus	75	carnivore
Acomys subspinosus	2	126595.8
Acomys subspinosus	3	21.31
Acomys subspinosus	4	Afrotropical
Acomys subspinosus	6	21.92
Acomys subspinosus	8	-30.84
Acomys subspinosus	9	47.95
Acomys subspinosus	10	433.76
Acomys subspinosus	11	Stable
Acomys subspinosus	12	terrestrial habitat
Acomys subspinosus	15	0.08
Acomys subspinosus	16	30.22
Acomys subspinosus	17	155.89
Acomys subspinosus	18	1135.82
Acomys subspinosus	19	least concern
Acomys subspinosus	20	Mediterranean Forests, woodlands and scrubs
Acomys subspinosus	21	extant
Acomys subspinosus	22	seed
Acomys subspinosus	23	omnivore
Acomys subspinosus	24	animals
Acomys subspinosus	27	nocturnal
Acomys subspinosus	28	3543.88
Acomys subspinosus	34	No Paternal Care
Acomys subspinosus	35	Social Group Living
Acomys subspinosus	36	Not Monogamous
Acomys subspinosus	44	83.43000000000001
Acomys subspinosus	76	omnivore
Acomys wilsoni	1	2.29
Acomys wilsoni	2	1322637.93
Acomys wilsoni	3	41.21
Acomys wilsoni	4	Afrotropical
Acomys wilsoni	5	79.76000000000001
Acomys wilsoni	6	18.5
Acomys wilsoni	8	11.98
Acomys wilsoni	9	1
Acomys wilsoni	10	659.51
Acomys wilsoni	11	Stable
Acomys wilsoni	12	terrestrial habitat
Acomys wilsoni	15	0.09
Acomys wilsoni	16	46.08
Acomys wilsoni	17	251.31
Acomys wilsoni	18	1664.72
Acomys wilsoni	19	least concern
Acomys wilsoni	20	Tropical and Subtropical Moist Broadleaf Forests
Acomys wilsoni	21	extant
Acomys wilsoni	22	invertebrates
Acomys wilsoni	23	carnivore
Acomys wilsoni	29	5.6
Acomys wilsoni	30	7.9
Acomys wilsoni	31	10
Acomys wilsoni	33	1.27
Acomys wilsoni	34	No Paternal Care
Acomys wilsoni	35	Social Group Living
Acomys wilsoni	36	Not Monogamous
Acomys wilsoni	58	39
Acomys wilsoni	77	carnivore
Aconaemys fuscus	1	3.23
Aconaemys fuscus	4	Neotropical
Aconaemys fuscus	6	129.95
Aconaemys fuscus	7	2
Aconaemys fuscus	11	Unknown
Aconaemys fuscus	12	terrestrial habitat
Aconaemys fuscus	13	fossorial and/or ground dwelling only
Aconaemys fuscus	19	least concern
Aconaemys fuscus	20	Temperate Broadleaf and Mixed Forests
Aconaemys fuscus	21	extant
Aconaemys fuscus	22	fruit
Aconaemys fuscus	23	herbivore
Aconaemys fuscus	27	nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular
Aconaemys fuscus	34	No Paternal Care
Aconaemys fuscus	35	Social Group Living
Aconaemys fuscus	36	Not Monogamous
Aconaemys fuscus	41	2
Aconaemys fuscus	44	120.96
Aconaemys fuscus	54	<i>Octodon degus</i>
Aconaemys fuscus	55	herbivore
Aconaemys porteri	11	Unknown
Aconaemys porteri	12	terrestrial habitat
Aconaemys porteri	19	data deficient
Aconaemys porteri	22	fruit
Aconaemys porteri	23	herbivore
Aconaemys porteri	34	No Paternal Care
Aconaemys porteri	35	Social Group Living
Aconaemys porteri	36	Not Monogamous
Aconaemys porteri	55	herbivore
Aconaemys sagei	2	10262.34
Aconaemys sagei	3	-72.06
Aconaemys sagei	4	Neotropical
Aconaemys sagei	6	96.48999999999999
Aconaemys sagei	7	2
Aconaemys sagei	8	-38.66
Aconaemys sagei	9	2
Aconaemys sagei	10	703.4400000000001
Aconaemys sagei	11	Unknown
Aconaemys sagei	12	terrestrial habitat
Aconaemys sagei	13	fossorial and/or ground dwelling only
Aconaemys sagei	15	0.11
Aconaemys sagei	16	91.84999999999999
Aconaemys sagei	17	83.77
Aconaemys sagei	18	903.46
Aconaemys sagei	19	data deficient
Aconaemys sagei	20	Temperate Broadleaf and Mixed Forests
Aconaemys sagei	21	extant
Aconaemys sagei	22	fruit
Aconaemys sagei	23	herbivore
Aconaemys sagei	27	diurnal
Aconaemys sagei	55	herbivore
Acrobates pygmaeus	1	2.8
Acrobates pygmaeus	2	1691398.78
Acrobates pygmaeus	3	145.86
Acrobates pygmaeus	4	Australasia
Acrobates pygmaeus	6	13.84
Acrobates pygmaeus	8	-10.69
Acrobates pygmaeus	9	12.18
Acrobates pygmaeus	10	673.13
Acrobates pygmaeus	11	Stable
Acrobates pygmaeus	12	terrestrial habitat
Acrobates pygmaeus	14	4
Acrobates pygmaeus	15	0.04
Acrobates pygmaeus	16	61.57
Acrobates pygmaeus	17	185.7
Acrobates pygmaeus	18	1288.68
Acrobates pygmaeus	19	least concern
Acrobates pygmaeus	20	Tropical and Subtropical Moist Broadleaf Forests
Acrobates pygmaeus	21	extant
Acrobates pygmaeus	22	invertebrates
Acrobates pygmaeus	23	omnivore
Acrobates pygmaeus	24	plants
Acrobates pygmaeus	28	899.99
Acrobates pygmaeus	29	86.40000000000001
Acrobates pygmaeus	30	2
Acrobates pygmaeus	31	5.65
Acrobates pygmaeus	34	No Paternal Care
Acrobates pygmaeus	35	Social Group Living
Acrobates pygmaeus	36	Not Monogamous
Acrobates pygmaeus	41	3
Acrobates pygmaeus	44	14938
Acrobates pygmaeus	45	183
Acrobates pygmaeus	46	212.91
Acrobates pygmaeus	47	272.11
Acrobates pygmaeus	50	0.005959065
Acrobates pygmaeus	56	65
Acrobates pygmaeus	57	97.5
Acrobates pygmaeus	59	0.0254
Acrobates pygmaeus	60	307.85
Acrobates pygmaeus	61	0.084
Acrobates pygmaeus	78	276.6
Acrobates pygmaeus	79	25
Acrobates pygmaeus	80	omnivore
Addax nasomaculatus	1	1
Addax nasomaculatus	2	1168708.88
Addax nasomaculatus	3	7.93
Addax nasomaculatus	4	Palearctic
Addax nasomaculatus	6	96077.36
Addax nasomaculatus	7	1
Addax nasomaculatus	8	26.45
Addax nasomaculatus	9	1.49
Addax nasomaculatus	10	130.78
Addax nasomaculatus	11	Decreasing
Addax nasomaculatus	12	terrestrial habitat
Addax nasomaculatus	13	fossorial and/or ground dwelling only
Addax nasomaculatus	14	4
Addax nasomaculatus	15	0.08
Addax nasomaculatus	16	5.51
Addax nasomaculatus	17	264.48
Addax nasomaculatus	18	1382.39
Addax nasomaculatus	19	critically endangered
Addax nasomaculatus	20	Deserts and Xeric Shrublands
Addax nasomaculatus	21	extant
Addax nasomaculatus	22	plants
Addax nasomaculatus	23	herbivore
Addax nasomaculatus	27	nocturnal
Addax nasomaculatus	29	308.04
Addax nasomaculatus	30	1.1
Addax nasomaculatus	31	5600
Addax nasomaculatus	33	262.74
Addax nasomaculatus	34	No Paternal Care
Addax nasomaculatus	35	Social Group Living
Addax nasomaculatus	36	Not Monogamous
Addax nasomaculatus	41	5
Addax nasomaculatus	45	360
Addax nasomaculatus	46	1066.86
Addax nasomaculatus	47	1065
Addax nasomaculatus	48	27.27
Addax nasomaculatus	53	61.25
Addax nasomaculatus	57	198
Addax nasomaculatus	58	282
Addax nasomaculatus	62	308
Addax nasomaculatus	79	12.62
Addax nasomaculatus	81	herbivore
Aepeomys lugens	2	83652.35000000001
Aepeomys lugens	3	-73.05
Aepeomys lugens	4	Neotropical
Aepeomys lugens	6	37
Aepeomys lugens	7	1
Aepeomys lugens	8	9.49
Aepeomys lugens	9	2
Aepeomys lugens	10	1406.36
Aepeomys lugens	11	Unknown
Aepeomys lugens	12	terrestrial habitat
Aepeomys lugens	13	fossorial and/or ground dwelling only
Aepeomys lugens	15	0.09
Aepeomys lugens	16	104.03
Aepeomys lugens	17	191.5
Aepeomys lugens	18	1535.31
Aepeomys lugens	19	least concern
Aepeomys lugens	20	Tropical and Subtropical Moist Broadleaf Forests
