Plagiolophus fraasi	geographic distribution includes	Germany
Plagiolophus fraasi	geographic distribution includes	France
Palaeotherium duvali	last appearance (million years ago)	33.9
Palaeotherium duvali	first appearance (million years ago)	41.3
Palaeotherium duvali	habitat includes	terrestrial habitat
Palaeotherium duvali	trophic guild	folivore
Palaeotherium duvali	ecomorphological guild	fossorial and/or ground dwelling only
Palaeotherium duvali	last appearance	Priabonian Age
Palaeotherium duvali	trophic guild	frugivore
Palaeotherium duvali	first appearance	Bartonian Age
Palaeotherium duvali	extinction status	extinct
Palaeotherium duvali	motility	actively mobile
Palaeotherium duvali	skeletal tissue composition	hydroxylapatite
Palaeotherium duvali	geographic distribution includes	France
Palaeotherium duvali	geographic distribution includes	United Kingdom
Miohippus quartus	skeletal tissue composition	hydroxylapatite
Miohippus quartus	motility	actively mobile
Miohippus quartus	ecomorphological guild	fossorial and/or ground dwelling only
Miohippus quartus	extinction status	extinct
Miohippus quartus	habitat includes	terrestrial habitat
Miohippus quartus	trophic guild	browser
Lunania zhoui	first appearance (million years ago)	48.6
Lunania zhoui	last appearance (million years ago)	37.2
Lunania zhoui	first appearance	Ypresian Age
Lunania zhoui	skeletal tissue composition	hydroxylapatite
Lunania zhoui	motility	actively mobile
Lunania zhoui	habitat includes	terrestrial habitat
Lunania zhoui	extinction status	extinct
Lunania zhoui	locomotion	arboreal locomotion behavior
Lunania zhoui	trophic guild	insectivore
Lunania zhoui	last appearance	Priabonian Age
Cadurcodon ardynensis	last appearance (million years ago)	23.03
Cadurcodon ardynensis	first appearance (million years ago)	48.6
Cadurcodon ardynensis	trophic guild	browser
Cadurcodon ardynensis	first appearance	Eocene Epoch
Cadurcodon ardynensis	habitat includes	terrestrial habitat
Cadurcodon ardynensis	skeletal tissue composition	hydroxylapatite
Cadurcodon ardynensis	ecomorphological guild	fossorial and/or ground dwelling only
Cadurcodon ardynensis	extinction status	extinct
Cadurcodon ardynensis	last appearance	Oligocene Epoch
Cadurcodon ardynensis	motility	actively mobile
Cadurcodon ardynensis	geographic distribution includes	China
Ulania wilsoni	last appearance (million years ago)	33.9
Ulania wilsoni	first appearance (million years ago)	37.2
Ulania wilsoni	skeletal tissue composition	hydroxylapatite
Ulania wilsoni	motility	actively mobile
Ulania wilsoni	first appearance	Priabonian Age
Ulania wilsoni	ecomorphological guild	fossorial and/or ground dwelling only
Ulania wilsoni	habitat includes	terrestrial habitat
Ulania wilsoni	trophic guild	browser
Ulania wilsoni	extinction status	extinct
Ancylotherium pentelicum	first appearance (million years ago)	11.608
Ancylotherium pentelicum	last appearance (million years ago)	5.333
Ancylotherium pentelicum	trophic guild	browser
Ancylotherium pentelicum	last appearance	Messinian Age
Ancylotherium pentelicum	ecomorphological guild	fossorial and/or ground dwelling only
Ancylotherium pentelicum	motility	actively mobile
Ancylotherium pentelicum	first appearance	Tortonian Age
Ancylotherium pentelicum	extinction status	extinct
Ancylotherium pentelicum	habitat includes	terrestrial habitat
Ancylotherium pentelicum	skeletal tissue composition	hydroxylapatite
Ancylotherium pentelicum	geographic distribution includes	Greece
Ancylotherium pentelicum	geographic distribution includes	Turkey
Hipparion fissurae	first appearance (million years ago)	5.333
Hipparion fissurae	last appearance (million years ago)	3.2
Hipparion fissurae	trophic guild	browser
Hipparion fissurae	first appearance	Zanclean Age
Hipparion fissurae	skeletal tissue composition	hydroxylapatite
Hipparion fissurae	habitat includes	terrestrial habitat
Hipparion fissurae	motility	actively mobile
Hipparion fissurae	last appearance	Pliocene Epoch
Hipparion fissurae	extinction status	extinct
Caenopus occidentalis	geographic distribution includes	United States
Merychippus republicanus	geographic distribution includes	United States
Acritohippus tertius	first appearance (million years ago)	20.43
Acritohippus tertius	last appearance (million years ago)	15.97
Acritohippus tertius	extinction status	extinct
Acritohippus tertius	ecomorphological guild	fossorial and/or ground dwelling only
Acritohippus tertius	trophic guild	grazer
Acritohippus tertius	trophic guild	browser
Acritohippus tertius	skeletal tissue composition	hydroxylapatite
Acritohippus tertius	first appearance	Burdigalian Age
Acritohippus tertius	habitat includes	terrestrial habitat
Acritohippus tertius	motility	actively mobile
Acritohippus tertius	geographic distribution includes	United States
Cormohipparion goorisi	first appearance (million years ago)	23.03
Cormohipparion goorisi	last appearance (million years ago)	5.333
Cormohipparion goorisi	trophic guild	browser
Cormohipparion goorisi	motility	actively mobile
Cormohipparion goorisi	extinction status	extinct
Cormohipparion goorisi	trophic guild	grazer
Cormohipparion goorisi	skeletal tissue composition	hydroxylapatite
Cormohipparion goorisi	first appearance	Miocene Epoch
Cormohipparion goorisi	habitat includes	terrestrial habitat
Propachynolophus hengyangensis	last appearance (million years ago)	48.6
Propachynolophus hengyangensis	first appearance (million years ago)	55.8
Propachynolophus hengyangensis	extinction status	extinct
Propachynolophus hengyangensis	skeletal tissue composition	hydroxylapatite
Propachynolophus hengyangensis	first appearance	Ypresian Age
Propachynolophus hengyangensis	habitat includes	terrestrial habitat
Propachynolophus hengyangensis	motility	actively mobile
Propachynolophus hengyangensis	trophic guild	frugivore
Propachynolophus hengyangensis	ecomorphological guild	fossorial and/or ground dwelling only
Propachynolophus hengyangensis	trophic guild	folivore
Eoletes tianshanicus	last appearance (million years ago)	47.8
Eoletes tianshanicus	first appearance (million years ago)	56
Eoletes tianshanicus	extinction status	extinct
Eoletes tianshanicus	motility	actively mobile
Eoletes tianshanicus	habitat includes	terrestrial habitat
Eoletes tianshanicus	ecomorphological guild	fossorial and/or ground dwelling only
Eoletes tianshanicus	first appearance	Ypresian Age
Eoletes tianshanicus	trophic guild	browser
Eoletes tianshanicus	skeletal tissue composition	hydroxylapatite
Hyrachyus modestus	geographic distribution includes	Mexico
Hyrachyus modestus	geographic distribution includes	United States
Calippus martini	first appearance (million years ago)	23.03
Calippus martini	last appearance (million years ago)	4.9
Calippus martini	extinction status	extinct
Calippus martini	habitat includes	terrestrial habitat
Calippus martini	trophic guild	grazer
Calippus martini	last appearance	Zanclean Age
Calippus martini	first appearance	Miocene Epoch
Calippus martini	motility	actively mobile
Calippus martini	skeletal tissue composition	hydroxylapatite
Calippus martini	geographic distribution includes	United States
Prosantorhinus douvillei	first appearance (million years ago)	20.44
Prosantorhinus douvillei	last appearance (million years ago)	7.246
Prosantorhinus douvillei	skeletal tissue composition	hydroxylapatite
Prosantorhinus douvillei	trophic guild	browser
Prosantorhinus douvillei	first appearance	Burdigalian Age
Prosantorhinus douvillei	motility	actively mobile
Prosantorhinus douvillei	habitat includes	terrestrial habitat
Prosantorhinus douvillei	extinction status	extinct
Prosantorhinus douvillei	ecomorphological guild	fossorial and/or ground dwelling only
Prosantorhinus douvillei	last appearance	Tortonian Age
Prosantorhinus douvillei	geographic distribution includes	Germany
Prosantorhinus douvillei	geographic distribution includes	France
Equus cumminsii	geographic distribution includes	United States
Mesohippus barbouri	motility	actively mobile
Mesohippus barbouri	skeletal tissue composition	hydroxylapatite
Mesohippus barbouri	ecomorphological guild	fossorial and/or ground dwelling only
Mesohippus barbouri	habitat includes	terrestrial habitat
Mesohippus barbouri	trophic guild	browser
Mesohippus barbouri	extinction status	extinct
Procoelodonta mongoliense	ecomorphological guild	fossorial and/or ground dwelling only
Procoelodonta mongoliense	skeletal tissue composition	hydroxylapatite
Procoelodonta mongoliense	motility	actively mobile
Procoelodonta mongoliense	extinction status	extinct
Procoelodonta mongoliense	trophic guild	browser
Procoelodonta mongoliense	habitat includes	terrestrial habitat
Menoceras arikarense	geographic distribution includes	United States
Orohippus proteros	first appearance (million years ago)	55.8
Orohippus proteros	last appearance (million years ago)	50.3
Orohippus proteros	first appearance	Ypresian Age
Orohippus proteros	skeletal tissue composition	hydroxylapatite
Orohippus proteros	trophic guild	browser
Orohippus proteros	ecomorphological guild	fossorial and/or ground dwelling only
Orohippus proteros	extinction status	extinct
Orohippus proteros	motility	actively mobile
Orohippus proteros	habitat includes	terrestrial habitat
Orohippus proteros	geographic distribution includes	United States
Arenahippus aemulor	last appearance (million years ago)	48.6
Arenahippus aemulor	first appearance (million years ago)	55.8
Arenahippus aemulor	motility	actively mobile
Arenahippus aemulor	first appearance	Ypresian Age
Arenahippus aemulor	habitat includes	terrestrial habitat
Arenahippus aemulor	ecomorphological guild	fossorial and/or ground dwelling only
Arenahippus aemulor	skeletal tissue composition	hydroxylapatite
Arenahippus aemulor	trophic guild	browser
Arenahippus aemulor	extinction status	extinct
Hyracotherium leporinum	last appearance (million years ago)	37.2
Hyracotherium leporinum	first appearance (million years ago)	56
Hyracotherium leporinum	motility	actively mobile
Hyracotherium leporinum	trophic guild	folivore
Hyracotherium leporinum	trophic guild	frugivore
Hyracotherium leporinum	last appearance	Eocene Epoch
Hyracotherium leporinum	ecomorphological guild	fossorial and/or ground dwelling only
Hyracotherium leporinum	extinction status	extinct
Hyracotherium leporinum	first appearance	Ypresian Age
Hyracotherium leporinum	habitat includes	terrestrial habitat
Hyracotherium leporinum	skeletal tissue composition	hydroxylapatite
Hyracotherium leporinum	geographic distribution includes	France
Hyracotherium leporinum	geographic distribution includes	United Kingdom
Mesohippus bairdi	geographic distribution includes	Canada
Mesohippus bairdi	geographic distribution includes	United States
Schizotheriodes parvus	first appearance (million years ago)	46.2
Schizotheriodes parvus	last appearance (million years ago)	40.4
Schizotheriodes parvus	first appearance	Lutetian Age
Schizotheriodes parvus	ecomorphological guild	fossorial and/or ground dwelling only
Schizotheriodes parvus	habitat includes	terrestrial habitat
Schizotheriodes parvus	skeletal tissue composition	hydroxylapatite
Schizotheriodes parvus	motility	actively mobile
Schizotheriodes parvus	trophic guild	browser
Schizotheriodes parvus	extinction status	extinct
Schizotheriodes parvus	last appearance	Bartonian Age
Schizotheriodes parvus	geographic distribution includes	United States
Colodon copei	trophic guild	browser
Colodon copei	skeletal tissue composition	hydroxylapatite
Colodon copei	motility	actively mobile
Colodon copei	extinction status	extinct
Colodon copei	ecomorphological guild	fossorial and/or ground dwelling only
Colodon copei	habitat includes	terrestrial habitat
Amphicaenopus platycephalus	last appearance (million years ago)	20.43
Amphicaenopus platycephalus	first appearance (million years ago)	33.3
Amphicaenopus platycephalus	motility	actively mobile
Amphicaenopus platycephalus	first appearance	Oligocene Epoch
Amphicaenopus platycephalus	trophic guild	browser
Amphicaenopus platycephalus	last appearance	Burdigalian Age
Amphicaenopus platycephalus	skeletal tissue composition	hydroxylapatite
Amphicaenopus platycephalus	extinction status	extinct
Amphicaenopus platycephalus	habitat includes	terrestrial habitat
Amphicaenopus platycephalus	ecomorphological guild	fossorial and/or ground dwelling only
Amphicaenopus platycephalus	geographic distribution includes	United States
Schizotherium ordosium	first appearance (million years ago)	33.9
Schizotherium ordosium	last appearance (million years ago)	23.03
Schizotherium ordosium	motility	actively mobile
Schizotherium ordosium	first appearance	Oligocene Epoch
Schizotherium ordosium	trophic guild	browser
Schizotherium ordosium	habitat includes	terrestrial habitat
Schizotherium ordosium	ecomorphological guild	fossorial and/or ground dwelling only
Schizotherium ordosium	extinction status	extinct
Schizotherium ordosium	skeletal tissue composition	hydroxylapatite
Schizotherium ordosium	geographic distribution includes	China
Hipparion tehonense	first appearance (million years ago)	23.03
Hipparion tehonense	last appearance (million years ago)	4.9
Hipparion tehonense	first appearance	Miocene Epoch
Hipparion tehonense	last appearance	Zanclean Age
Hipparion tehonense	motility	actively mobile
Hipparion tehonense	habitat includes	terrestrial habitat
Hipparion tehonense	skeletal tissue composition	hydroxylapatite
Hipparion tehonense	extinction status	extinct
Hipparion tehonense	trophic guild	browser
Hipparion tehonense	geographic distribution includes	Kenya
Hipparion tehonense	geographic distribution includes	United States
Hipparion tehonense	geographic distribution includes	Uganda
Neohipparion trampasense	last appearance (million years ago)	4.9
Neohipparion trampasense	first appearance (million years ago)	23.03
Neohipparion trampasense	trophic guild	grazer
Neohipparion trampasense	last appearance	Zanclean Age
Neohipparion trampasense	first appearance	Miocene Epoch
Neohipparion trampasense	skeletal tissue composition	hydroxylapatite
Neohipparion trampasense	motility	actively mobile
Neohipparion trampasense	habitat includes	terrestrial habitat
Neohipparion trampasense	extinction status	extinct
Neohipparion trampasense	geographic distribution includes	United States
Mesohippus hypostylus	last appearance (million years ago)	33.3
Mesohippus hypostylus	first appearance (million years ago)	37.2
Mesohippus hypostylus	skeletal tissue composition	hydroxylapatite
Mesohippus hypostylus	first appearance	Priabonian Age
Mesohippus hypostylus	ecomorphological guild	fossorial and/or ground dwelling only
Mesohippus hypostylus	extinction status	extinct
Mesohippus hypostylus	motility	actively mobile
Mesohippus hypostylus	last appearance	Rupelian Age
Mesohippus hypostylus	habitat includes	terrestrial habitat
Mesohippus hypostylus	trophic guild	browser
Hipparion longipes	first appearance (million years ago)	5.333
Hipparion longipes	last appearance (million years ago)	3.2
Hipparion longipes	last appearance	Pliocene Epoch
Hipparion longipes	skeletal tissue composition	hydroxylapatite
Hipparion longipes	habitat includes	terrestrial habitat
Hipparion longipes	extinction status	extinct
Hipparion longipes	trophic guild	browser
Hipparion longipes	first appearance	Zanclean Age
Hipparion longipes	motility	actively mobile
Hipparion longipes	geographic distribution includes	Ukraine
Hipparion longipes	geographic distribution includes	Turkey
Archaeohippus stenolophus	first appearance (million years ago)	20.43
Archaeohippus stenolophus	last appearance (million years ago)	15.97
Archaeohippus stenolophus	first appearance	Burdigalian Age
Archaeohippus stenolophus	ecomorphological guild	fossorial and/or ground dwelling only
Archaeohippus stenolophus	trophic guild	browser
Archaeohippus stenolophus	skeletal tissue composition	hydroxylapatite
Archaeohippus stenolophus	motility	actively mobile
Archaeohippus stenolophus	extinction status	extinct
Archaeohippus stenolophus	habitat includes	terrestrial habitat
Archaeohippus stenolophus	geographic distribution includes	Canada
Equus hatcheri	habitat includes	terrestrial habitat
Equus hatcheri	motility	actively mobile
Equus hatcheri	extinction status	extinct
Equus hatcheri	trophic guild	grazer
Equus hatcheri	ecomorphological guild	fossorial and/or ground dwelling only
Equus hatcheri	skeletal tissue composition	hydroxylapatite
Pachynolophus garimondi	last appearance (million years ago)	33.9
Pachynolophus garimondi	first appearance (million years ago)	38
Pachynolophus garimondi	trophic guild	browser
Pachynolophus garimondi	extinction status	extinct
Pachynolophus garimondi	first appearance	Priabonian Age
Pachynolophus garimondi	motility	actively mobile
Pachynolophus garimondi	ecomorphological guild	fossorial and/or ground dwelling only
Pachynolophus garimondi	skeletal tissue composition	hydroxylapatite
Pachynolophus garimondi	habitat includes	terrestrial habitat
Pachynolophus garimondi	geographic distribution includes	France
Wanotherium xuanchengensis	first appearance (million years ago)	61.7
Wanotherium xuanchengensis	last appearance (million years ago)	55.8
Wanotherium xuanchengensis	last appearance	Ypresian Age
Wanotherium xuanchengensis	extinction status	extinct
Wanotherium xuanchengensis	trophic guild	insectivore
Wanotherium xuanchengensis	motility	actively mobile
Wanotherium xuanchengensis	skeletal tissue composition	hydroxylapatite
Wanotherium xuanchengensis	habitat includes	terrestrial habitat
Wanotherium xuanchengensis	first appearance	Paleocene Epoch
Deperetella depereti	first appearance (million years ago)	48.6
Deperetella depereti	last appearance (million years ago)	33.9
Deperetella depereti	skeletal tissue composition	hydroxylapatite
Deperetella depereti	ecomorphological guild	fossorial and/or ground dwelling only
Deperetella depereti	habitat includes	terrestrial habitat
Deperetella depereti	extinction status	extinct
Deperetella depereti	last appearance	Priabonian Age
Deperetella depereti	trophic guild	browser
Deperetella depereti	first appearance	Eocene Epoch
Deperetella depereti	motility	actively mobile
Deperetella depereti	geographic distribution includes	China
Hipparion primigenius	geographic distribution includes	Algeria
Hipparion primigenius	geographic distribution includes	Ethiopia
Hipparion primigenius	geographic distribution includes	France
Hipparion primigenius	geographic distribution includes	Kenya
Hipparion primigenius	geographic distribution includes	Iraq
Hipparion primigenius	geographic distribution includes	South Africa
Hipparion primigenius	geographic distribution includes	South Atlantic
Dinohippus leardi	last appearance (million years ago)	4.9
Dinohippus leardi	first appearance (million years ago)	23.03
Dinohippus leardi	trophic guild	browser
Dinohippus leardi	habitat includes	terrestrial habitat
Dinohippus leardi	first appearance	Miocene Epoch
Dinohippus leardi	skeletal tissue composition	hydroxylapatite
Dinohippus leardi	extinction status	extinct
Dinohippus leardi	motility	actively mobile
Dinohippus leardi	last appearance	Zanclean Age
Hyracotherium venticolum	geographic distribution includes	United States
Coelodonta nihowanensis	motility	actively mobile
Coelodonta nihowanensis	trophic guild	browser
Coelodonta nihowanensis	habitat includes	terrestrial habitat
Coelodonta nihowanensis	extinction status	extinct
Coelodonta nihowanensis	ecomorphological guild	fossorial and/or ground dwelling only
Coelodonta nihowanensis	skeletal tissue composition	hydroxylapatite
Moropus hollandi	first appearance (million years ago)	24.8
Moropus hollandi	last appearance (million years ago)	20.43
Moropus hollandi	skeletal tissue composition	hydroxylapatite
Moropus hollandi	last appearance	Burdigalian Age
Moropus hollandi	extinction status	extinct
Moropus hollandi	first appearance	Chattian Age
Moropus hollandi	trophic guild	browser
Moropus hollandi	ecomorphological guild	fossorial and/or ground dwelling only
Moropus hollandi	habitat includes	terrestrial habitat
Moropus hollandi	motility	actively mobile
Moropus hollandi	geographic distribution includes	United States
Parahippus wyomingensis	last appearance (million years ago)	20.43
Parahippus wyomingensis	first appearance (million years ago)	24.8
Parahippus wyomingensis	habitat includes	terrestrial habitat
Parahippus wyomingensis	extinction status	extinct
Parahippus wyomingensis	trophic guild	browser
Parahippus wyomingensis	last appearance	Burdigalian Age
Parahippus wyomingensis	skeletal tissue composition	hydroxylapatite
Parahippus wyomingensis	first appearance	Chattian Age
Parahippus wyomingensis	motility	actively mobile
Parahippus wyomingensis	ecomorphological guild	fossorial and/or ground dwelling only
Parahippus wyomingensis	geographic distribution includes	United States
Metatelmatherium cristatum	last appearance (million years ago)	37.2
Metatelmatherium cristatum	first appearance (million years ago)	48.6
Metatelmatherium cristatum	trophic guild	browser
Metatelmatherium cristatum	first appearance	Ypresian Age
Metatelmatherium cristatum	extinction status	extinct
Metatelmatherium cristatum	ecomorphological guild	fossorial and/or ground dwelling only
Metatelmatherium cristatum	skeletal tissue composition	hydroxylapatite
Metatelmatherium cristatum	habitat includes	terrestrial habitat
Metatelmatherium cristatum	last appearance	Priabonian Age
Metatelmatherium cristatum	motility	actively mobile
Desmatotherium fissum	extinction status	extinct
Desmatotherium fissum	trophic guild	browser
Desmatotherium fissum	ecomorphological guild	fossorial and/or ground dwelling only
Desmatotherium fissum	habitat includes	terrestrial habitat
Desmatotherium fissum	motility	actively mobile
Desmatotherium fissum	skeletal tissue composition	hydroxylapatite
Cormohipparion plicatile	first appearance (million years ago)	23.03
Cormohipparion plicatile	last appearance (million years ago)	4.9
Cormohipparion plicatile	skeletal tissue composition	hydroxylapatite
Cormohipparion plicatile	extinction status	extinct
Cormohipparion plicatile	motility	actively mobile
Cormohipparion plicatile	trophic guild	browser
Cormohipparion plicatile	trophic guild	grazer
Cormohipparion plicatile	first appearance	Miocene Epoch
Cormohipparion plicatile	habitat includes	terrestrial habitat
Cormohipparion plicatile	last appearance	Zanclean Age
Allacerops pomeli	first appearance (million years ago)	28.1
Allacerops pomeli	last appearance (million years ago)	23.03
