Michenia exilis	geographic distribution includes	Mexico
Michenia exilis	geographic distribution includes	United States
Palaeogiraffa pamiri	habitat includes	terrestrial habitat
Palaeogiraffa pamiri	ecomorphological guild	fossorial and/or ground dwelling only
Palaeogiraffa pamiri	motility	actively mobile
Palaeogiraffa pamiri	reproduction	viviparous
Palaeogiraffa pamiri	skeletal tissue composition	hydroxylapatite
Palaeogiraffa pamiri	trophic guild	browser
Palaeogiraffa pamiri	extinction status	extinct
Pomatodelphis stenorhynchus	geographic distribution includes	France
Neophocaena phocaenoides phocaenoides	habitat includes	freshwater habitat
Neophocaena phocaenoides phocaenoides	extinction status	extant
Neophocaena phocaenoides phocaenoides	reproduction	viviparous
Neophocaena phocaenoides phocaenoides	habitat includes	marine habitat
Neophocaena phocaenoides phocaenoides	motility	actively mobile
Neophocaena phocaenoides phocaenoides	trophic guild	piscivore
Neophocaena phocaenoides phocaenoides	skeletal tissue composition	hydroxylapatite
Tragelaphus eurycerus	first appearance (million years ago)	2.588
Tragelaphus eurycerus	litters per year (/year)	0.7
Tragelaphus eurycerus	total life span (years)	21.9
Tragelaphus eurycerus	prenatal development duration (days)	288
Tragelaphus eurycerus	onset of fertility (days)	914
Tragelaphus eurycerus	onset of fertility (days)	806
Tragelaphus eurycerus	weight (g)	19800
Tragelaphus eurycerus	weight (g)	307500
Tragelaphus eurycerus	temperature in geographic range (0.1°C)	24.377
Tragelaphus eurycerus	onset of fertility (days)	887.46
Tragelaphus eurycerus	precipitation in geographic range (millimeters per month)	143.55
Tragelaphus eurycerus	animal population density (individuals per square kilometer)	0.4
Tragelaphus eurycerus	potential evapotranspiration rate in geographic range (millimeters per month)	1585.05
Tragelaphus eurycerus	body mass (g)	19944.92
Tragelaphus eurycerus	longitude (degrees)	12.58
Tragelaphus eurycerus	total life span (months)	233
Tragelaphus eurycerus	human population density (individuals per square kilometer)	0
Tragelaphus eurycerus	human population density (individuals per square kilometer)	30.97
Tragelaphus eurycerus	human population density (individuals per square kilometer)	1
Tragelaphus eurycerus	gestation period duration (days)	284.99
Tragelaphus eurycerus	longitude (degrees)	-12.64
Tragelaphus eurycerus	latitude (degrees)	-5.83
Tragelaphus eurycerus	latitude (degrees)	2.08
Tragelaphus eurycerus	longitude (degrees)	37.81
Tragelaphus eurycerus	latitude (degrees)	10
Tragelaphus eurycerus	geographic range (size of area) (km^2)	2564432.61
Tragelaphus eurycerus	body length (VT) (mm)	2274.99
Tragelaphus eurycerus	body mass (g)	270998.37
Tragelaphus eurycerus	actual evapotranspiration rate in geographic range (millimeters per month)	1379.01
Tragelaphus eurycerus	habitat includes	wet forest
Tragelaphus eurycerus	habitat includes	forest
Tragelaphus eurycerus	habitat includes	clearing
Tragelaphus eurycerus	habitat includes	plateau
Tragelaphus eurycerus	habitat includes	montane
Tragelaphus eurycerus	habitat includes	scrubland
Tragelaphus eurycerus	habitat includes	terrestrial
Tragelaphus eurycerus	habitat includes	savanna
Tragelaphus eurycerus	habitat includes	swamp
Tragelaphus eurycerus	habitat includes	hill
Tragelaphus eurycerus	habitat includes	tropical
Tragelaphus eurycerus	habitat includes	coastal
Tragelaphus eurycerus	habitat includes	mountain
Tragelaphus eurycerus	habitat includes	landslide
Tragelaphus eurycerus	habitat includes	terrestrial habitat
Tragelaphus eurycerus	reproduction	viviparous
Tragelaphus eurycerus	first appearance	Pleistocene Epoch
Tragelaphus eurycerus	last appearance	Holocene Epoch
Tragelaphus eurycerus	extinction status	extant
Tragelaphus eurycerus	trophic guild	browser
Tragelaphus eurycerus	motility	actively mobile
Tragelaphus eurycerus	skeletal tissue composition	hydroxylapatite
Tragelaphus eurycerus	primary diet	leaves of woody plants
Tragelaphus eurycerus	primary diet	leaves
Tragelaphus eurycerus	trophic level	herbivore
Tragelaphus eurycerus	primary diet	plants
Tragelaphus eurycerus	Biogeographic realm	the Afrotropics
Tragelaphus eurycerus	ecoregion	Northern Congolian forest-savanna mosaic
Tragelaphus eurycerus	ecoregion	Western Guinean lowland forests
Tragelaphus eurycerus	ecoregion	Western Congolian swamp forests
Tragelaphus eurycerus	ecoregion	Northwestern Congolian lowland forests
Tragelaphus eurycerus	ecoregion	Northeastern Congolian lowland forests
Tragelaphus eurycerus	ecoregion	Guinean montane forests
Tragelaphus eurycerus	ecoregion	Eastern Guinean forests
Tragelaphus eurycerus	ecoregion	Eastern Congolian swamp forests
Tragelaphus eurycerus	ecoregion	East African montane forests
Tragelaphus eurycerus	ecoregion	Central Congolian lowland forests
Tragelaphus eurycerus	conservation status	near threatened
Tragelaphus eurycerus	habitat is	terrestrial habitat
Tragelaphus eurycerus	ecomorphological guild	fossorial and/or ground dwelling only
Tragelaphus eurycerus	behavioral circadian rhythm	nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular
Tragelaphus eurycerus	geographic distribution includes	Ivory Coast
Tragelaphus eurycerus	geographic distribution includes	Democratic Republic of the Congo
Tragelaphus eurycerus	geographic distribution includes	Cameroon
Tragelaphus eurycerus	geographic distribution includes	Liberia
Tragelaphus eurycerus	geographic distribution includes	Kenya
Tragelaphus eurycerus	geographic distribution includes	Sudan
Tragelaphus eurycerus	geographic distribution includes	South Africa
Michenia agatensis	first appearance (million years ago)	30.8
Michenia agatensis	last appearance (million years ago)	15.97
Michenia agatensis	habitat includes	terrestrial habitat
Michenia agatensis	skeletal tissue composition	hydroxylapatite
Michenia agatensis	trophic guild	browser
Michenia agatensis	motility	actively mobile
Michenia agatensis	last appearance	Burdigalian Age
Michenia agatensis	ecomorphological guild	fossorial and/or ground dwelling only
Michenia agatensis	first appearance	Oligocene Epoch
Michenia agatensis	extinction status	extinct
Michenia agatensis	geographic distribution includes	United States
Tohoraata raekohao	first appearance (million years ago)	27.3
Tohoraata raekohao	last appearance (million years ago)	25.2
Tohoraata raekohao	habitat includes	marine habitat
Tohoraata raekohao	extinction status	extinct
Tohoraata raekohao	first appearance	Chattian Age
Tohoraata raekohao	skeletal tissue composition	hydroxylapatite
Tohoraata raekohao	ecomorphological guild	aquatic adapted
Tohoraata raekohao	trophic guild	suspension feeder
Tohoraata raekohao	trophic level	carnivore
Tohoraata raekohao	motility	actively mobile
Tohoraata raekohao	reproduction	viviparous
Capra falconeri	prenatal development duration (days)	163
Capra falconeri	total life span (years)	19.1
Capra falconeri	weaning age (days)	167
Capra falconeri	weight (g)	41000
Capra falconeri	onset of fertility (days)	745
Capra falconeri	weaning age (days)	167.29
Capra falconeri	temperature in geographic range (0.1°C)	10.854
Capra falconeri	onset of fertility (days)	1015
Capra falconeri	precipitation in geographic range (millimeters per month)	22.18
Capra falconeri	potential evapotranspiration rate in geographic range (millimeters per month)	1154.28
Capra falconeri	longitude (degrees)	70.26000000000001
Capra falconeri	total life span (months)	168
Capra falconeri	human population density (individuals per square kilometer)	4
Capra falconeri	human population density (individuals per square kilometer)	88.36
Capra falconeri	human population density (individuals per square kilometer)	12
Capra falconeri	gestation period duration (days)	167.98
Capra falconeri	longitude (degrees)	65.04000000000001
Capra falconeri	latitude (degrees)	28.84
Capra falconeri	latitude (degrees)	33.87
Capra falconeri	longitude (degrees)	75.48
Capra falconeri	latitude (degrees)	38.9
Capra falconeri	geographic range (size of area) (km^2)	155075.85
Capra falconeri	age at first birth (days)	730
Capra falconeri	body length (VT) (mm)	1590
Capra falconeri	body mass (g)	54303.37
Capra falconeri	actual evapotranspiration rate in geographic range (millimeters per month)	340.32
Capra falconeri	habitat includes	steppe
Capra falconeri	habitat includes	scrubland
Capra falconeri	habitat includes	montane
Capra falconeri	habitat includes	hill
Capra falconeri	habitat includes	mountain
Capra falconeri	habitat includes	tributary
Capra falconeri	habitat includes	temperate
Capra falconeri	habitat includes	canyon
Capra falconeri	habitat includes	valley
Capra falconeri	habitat includes	arid
Capra falconeri	habitat includes	Large river biome
Capra falconeri	habitat includes	terrestrial
Capra falconeri	habitat includes	Small river biome
Capra falconeri	habitat includes	forest
Capra falconeri	habitat includes	wet forest
Capra falconeri	trophic guild	browser
Capra falconeri	skeletal tissue composition	hydroxylapatite
Capra falconeri	trophic guild	grazer
Capra falconeri	ecomorphological guild	fossorial and/or ground dwelling only
Capra falconeri	extinction status	extant
Capra falconeri	habitat includes	terrestrial habitat
Capra falconeri	motility	actively mobile
Capra falconeri	reproduction	viviparous
Capra falconeri	primary diet	leaves of herbaceous plants
Capra falconeri	primary diet	leaves of woody plants
Capra falconeri	primary diet	leaves
Capra falconeri	primary diet	plants
Capra falconeri	trophic level	herbivore
Capra falconeri	Biogeographic realm	the Palearctic
Capra falconeri	Biogeographic realm	the Indo-Malayan Realm
Capra falconeri	ecoregion	Northwestern thorn scrub forests
Capra falconeri	ecoregion	Western Himalayan subalpine conifer forests
Capra falconeri	ecoregion	Alai-Western Tian Shan steppe
Capra falconeri	ecoregion	East Afghan montane conifer forests
Capra falconeri	ecoregion	Hindu Kush alpine meadow
Capra falconeri	ecoregion	Gissaro-Alai open woodlands
Capra falconeri	ecoregion	Northwestern Himalayan alpine shrub and meadows
Capra falconeri	ecoregion	Sulaiman Range alpine meadows
Capra falconeri	ecoregion	Badghyz and Karabil semi-desert
Capra falconeri	ecoregion	Baluchistan xeric woodlands
Capra falconeri	ecoregion	Registan-North Pakistan sandy desert
Capra falconeri	geographic distribution includes	Pakistan
Capra falconeri	conservation status	near threatened
Capra falconeri	habitat is	terrestrial habitat
Capra falconeri	behavioral circadian rhythm	diurnal
Capra falconeri	geographic distribution includes	North Pacific
Capra falconeri	geographic distribution includes	Afghanistan
Cephalorhynchus hectori maui	habitat includes	marine
Cephalorhynchus hectori maui	habitat includes	coastal
Cephalorhynchus hectori maui	conservation status	critically endangered
Cephalorhynchus hectori maui	habitat is	marine habitat
Phocaenopsis mantelli	first appearance (million years ago)	19
Phocaenopsis mantelli	last appearance (million years ago)	15.9
Phocaenopsis mantelli	last appearance	Langhian Age
Phocaenopsis mantelli	trophic level	carnivore
Phocaenopsis mantelli	first appearance	Burdigalian Age
Phocaenopsis mantelli	habitat includes	marine habitat
Phocaenopsis mantelli	reproduction	viviparous
Phocaenopsis mantelli	extinction status	extinct
Phocaenopsis mantelli	motility	actively mobile
Phocaenopsis mantelli	habitat includes	freshwater habitat
Phocaenopsis mantelli	skeletal tissue composition	hydroxylapatite
Phocaenopsis mantelli	geographic distribution includes	New Zealand
Eudorcas rufifrons	temperature in geographic range (0.1°C)	27.183
Eudorcas rufifrons	precipitation in geographic range (millimeters per month)	47.7
Eudorcas rufifrons	animal population density (individuals per square kilometer)	1.56
Eudorcas rufifrons	potential evapotranspiration rate in geographic range (millimeters per month)	1624.71
Eudorcas rufifrons	longitude (degrees)	10.73
Eudorcas rufifrons	total life span (months)	162
Eudorcas rufifrons	human population density (individuals per square kilometer)	0
Eudorcas rufifrons	human population density (individuals per square kilometer)	32.64
Eudorcas rufifrons	human population density (individuals per square kilometer)	1
Eudorcas rufifrons	gestation period duration (days)	174.73
Eudorcas rufifrons	longitude (degrees)	-17.53
Eudorcas rufifrons	latitude (degrees)	8.699999999999999
Eudorcas rufifrons	latitude (degrees)	13.8
Eudorcas rufifrons	longitude (degrees)	39
Eudorcas rufifrons	latitude (degrees)	18.9
Eudorcas rufifrons	geographic range (size of area) (km^2)	3084371.64
Eudorcas rufifrons	body length (VT) (mm)	885
Eudorcas rufifrons	body mass (g)	26999.77
Eudorcas rufifrons	actual evapotranspiration rate in geographic range (millimeters per month)	545.87
Eudorcas rufifrons	primary diet	leaves of herbaceous plants
Eudorcas rufifrons	primary diet	leaves
Eudorcas rufifrons	primary diet	plants
Eudorcas rufifrons	trophic level	herbivore
Eudorcas rufifrons	geographic distribution includes	Egypt
Eudorcas rufifrons	Biogeographic realm	the Palearctic
Eudorcas rufifrons	Biogeographic realm	the Afrotropics
Eudorcas rufifrons	ecoregion	South Saharan steppe and woodlands
Eudorcas rufifrons	ecoregion	West Sudanian savanna
Eudorcas rufifrons	ecoregion	Inner Niger Delta flooded savanna
Eudorcas rufifrons	ecoregion	Lake Chad flooded savanna
Eudorcas rufifrons	ecoregion	East Saharan montane xeric woodlands
Eudorcas rufifrons	ecoregion	Sahelian Acacia savanna
Eudorcas rufifrons	ecoregion	East Sudanian savanna
Eudorcas rufifrons	habitat is	terrestrial habitat
Eudorcas rufifrons	conservation status	vulnerable
Eudorcas rufifrons	ecomorphological guild	fossorial and/or ground dwelling only
Eudorcas rufifrons	geographic distribution includes	Chad
Eudorcas rufifrons	geographic distribution includes	Burkina
Eudorcas rufifrons	geographic distribution includes	Benin
Eudorcas rufifrons	geographic distribution includes	Kenya
Eudorcas rufifrons	geographic distribution includes	Niger
Eudorcas rufifrons	geographic distribution includes	Sudan
Physeterula dubusi	geographic distribution includes	Belgium
Physeterula dubusi	geographic distribution includes	Germany
Physeterula dubusi	geographic distribution includes	Netherlands
Physeterula dubusi	geographic distribution includes	United Kingdom
Dichodon cuspidatus	last appearance (million years ago)	33.9
Dichodon cuspidatus	first appearance (million years ago)	38
Dichodon cuspidatus	first appearance	Priabonian Age
Dichodon cuspidatus	ecomorphological guild	fossorial and/or ground dwelling only
Dichodon cuspidatus	habitat includes	terrestrial habitat
Dichodon cuspidatus	extinction status	extinct
Dichodon cuspidatus	motility	actively mobile
Dichodon cuspidatus	skeletal tissue composition	hydroxylapatite
Dichodon cuspidatus	trophic guild	folivore
Dichodon cuspidatus	geographic distribution includes	United Kingdom
Physeter macrocephalus	milk solids (percent)	47.75
Physeter macrocephalus	milk lipids (percent)	38.2
Physeter macrocephalus	milk lipids (percent)	36.45
Physeter macrocephalus	milk solids (percent)	45.8
Physeter macrocephalus	milk lipids (percent)	32.43
Physeter macrocephalus	Ash Content (percent)	1.03
Physeter macrocephalus	milk solids (percent)	38.43
Physeter macrocephalus	water depth (m)	0
Physeter macrocephalus	water O2 saturation (percent)	104.777
Physeter macrocephalus	water dissolved O2 concentration (mL/L)	4.441
Physeter macrocephalus	water depth (m)	0
Physeter macrocephalus	latitude (degrees)	-74
Physeter macrocephalus	water silicate concentration (µmol/L)	0.464
Physeter macrocephalus	latitude (degrees)	80.68
Physeter macrocephalus	water dissolved O2 concentration (mL/L)	8.078
Physeter macrocephalus	water phosphate concentration (µmol/L)	0.036
Physeter macrocephalus	water silicate concentration (µmol/L)	37.572
Physeter macrocephalus	water nitrate concentration (µmol/L)	26.054
Physeter macrocephalus	water salinity (PSU)	38.064
Physeter macrocephalus	longitude (degrees)	-170.954
Physeter macrocephalus	water temperature (degrees Celsius)	29.546
Physeter macrocephalus	water O2 saturation (percent)	91.499
Physeter macrocephalus	water salinity (PSU)	30.381
Physeter macrocephalus	water temperature (degrees Celsius)	-0.849
Physeter macrocephalus	water nitrate concentration (µmol/L)	0.008
Physeter macrocephalus	longitude (degrees)	178
Physeter macrocephalus	water phosphate concentration (µmol/L)	1.743
Physeter macrocephalus	weight (g)	2.85E+07
Physeter macrocephalus	onset of fertility (days)	3650
Physeter macrocephalus	onset of fertility (days)	2922
Physeter macrocephalus	weight (g)	1.00E+06
Physeter macrocephalus	weaning age (days)	560
Physeter macrocephalus	prenatal development duration (days)	502
Physeter macrocephalus	inter-birth interval (days)	1259
Physeter macrocephalus	litters per year (/year)	0.2
Physeter macrocephalus	total life span (years)	77
Physeter macrocephalus	habitat includes	ice sheet
Physeter macrocephalus	habitat includes	marine
Physeter macrocephalus	habitat includes	coastal
Physeter macrocephalus	habitat includes	temperate
Physeter macrocephalus	habitat includes	anthropogenic habitat
Physeter macrocephalus	habitat includes	tropical
Physeter macrocephalus	habitat includes	aquatic
Physeter macrocephalus	protein composition of milk	protein
Physeter macrocephalus	carbohydrate composition of milk	carbohydrate
Physeter macrocephalus	protein composition of milk	nitrogen (N)
Physeter macrocephalus	mineral composition of milk	phosphorus (P+)
Physeter macrocephalus	mineral composition of milk	potassium (K+)
Physeter macrocephalus	mineral composition of milk	Ash Content
Physeter macrocephalus	geographic distribution includes	Japan
Physeter macrocephalus	geographic distribution includes	Norway
Physeter macrocephalus	habitat is	marine habitat
Physeter macrocephalus	conservation status	vulnerable
Physeter macrocephalus	geographic distribution includes	gazetteer php p details id australia
Physeter macrocephalus	geographic distribution includes	Arafura Sea
Physeter macrocephalus	geographic distribution includes	Argentina
Physeter macrocephalus	geographic distribution includes	Bay of Biscay
Physeter macrocephalus	geographic distribution includes	Bass Strait
Physeter macrocephalus	geographic distribution includes	Coral Sea
Physeter macrocephalus	geographic distribution includes	Dominica
Physeter macrocephalus	geographic distribution includes	Belgium
Physeter macrocephalus	geographic distribution includes	Germany
Physeter macrocephalus	geographic distribution includes	Timor Sea
Physeter macrocephalus	geographic distribution includes	United Kingdom
Physeter macrocephalus	geographic distribution includes	South Atlantic
Physeter macrocephalus	geographic distribution includes	Indian Ocean
Physeter macrocephalus	geographic distribution includes	Southern Ocean
Physeter macrocephalus	geographic distribution includes	North Pacific
Physeter macrocephalus	geographic distribution includes	South Pacific
Physeter macrocephalus	geographic distribution includes	North Atlantic
Physeter macrocephalus	geographic distribution includes	North Sea
Physeter macrocephalus	geographic distribution includes	Celtic Sea
Physeter macrocephalus	geographic distribution includes	Greenland Sea
Physeter macrocephalus	geographic distribution includes	Irish Sea
Physeter macrocephalus	geographic distribution includes	English Channel
Physeter macrocephalus	geographic distribution includes	Balearic Sea
Physeter macrocephalus	geographic distribution includes	Ligurian Sea
Physeter macrocephalus	geographic distribution includes	Tyrrhenian Sea
Physeter macrocephalus	geographic distribution includes	Davis Strait
Physeter macrocephalus	geographic distribution includes	Laccadive Sea
Physeter macrocephalus	geographic distribution includes	Great Australian Bight
Physeter macrocephalus	geographic distribution includes	Inner Seas off the West Coast of Scotland
Physeter macrocephalus	geographic distribution includes	Caribbean Sea
Physeter macrocephalus	geographic distribution includes	Gulf of Mexico
Physeter macrocephalus	geographic distribution includes	Bay of Fundy
Physeter macrocephalus	geographic distribution includes	Philippine Sea
Physeter macrocephalus	geographic distribution includes	Sea of Japan
Physeter macrocephalus	geographic distribution includes	Bering Sea
Physeter macrocephalus	geographic distribution includes	Gulf of California
Physeter macrocephalus	geographic distribution includes	Tasman Sea
Physeter macrocephalus	geographic distribution includes	South Africa
Physeter macrocephalus	geographic distribution includes	New Caledonia
Physeter macrocephalus	geographic distribution includes	New Zealand
Physeter macrocephalus	geographic distribution includes	Papua New Guinea
Physeter macrocephalus	geographic distribution includes	Portugal
Physeter macrocephalus	geographic distribution includes	Ireland
Physeter macrocephalus	geographic distribution includes	Italy
Physeter macrocephalus	geographic distribution includes	Mexico
Physeter macrocephalus	geographic distribution includes	France
Capra sibirica	weight (g)	3640
Capra sibirica	weight (g)	130000
Capra sibirica	total life span (years)	22.3
Capra sibirica	prenatal development duration (days)	175
Capra sibirica	temperature in geographic range (0.1°C)	-1.288
Capra sibirica	precipitation in geographic range (millimeters per month)	20.81
Capra sibirica	potential evapotranspiration rate in geographic range (millimeters per month)	677.11
Capra sibirica	body mass (g)	3640
Capra sibirica	longitude (degrees)	83.81
Capra sibirica	total life span (months)	267
Capra sibirica	human population density (individuals per square kilometer)	0
Capra sibirica	human population density (individuals per square kilometer)	23.15
Capra sibirica	human population density (individuals per square kilometer)	1
Capra sibirica	gestation period duration (days)	175
Capra sibirica	longitude (degrees)	61.59
Capra sibirica	latitude (degrees)	31.43
Capra sibirica	latitude (degrees)	43.53
Capra sibirica	longitude (degrees)	106.03
Capra sibirica	latitude (degrees)	55.63
Capra sibirica	geographic range (size of area) (km^2)	2802214.24
Capra sibirica	body mass (g)	130000
Capra sibirica	actual evapotranspiration rate in geographic range (millimeters per month)	271.47
Capra sibirica	habitat includes	terrestrial
Capra sibirica	habitat includes	canyon
Capra sibirica	habitat includes	meadow
Capra sibirica	habitat includes	lake
Capra sibirica	habitat includes	forest
Capra sibirica	habitat includes	desert
Capra sibirica	habitat includes	mountain
Capra sibirica	habitat includes	mountain range
Capra sibirica	habitat includes	montane
Capra sibirica	habitat includes	temperate
Capra sibirica	habitat includes	valley
Capra sibirica	skeletal tissue composition	hydroxylapatite
Capra sibirica	habitat includes	terrestrial habitat
Capra sibirica	trophic guild	browser
Capra sibirica	trophic guild	grazer
Capra sibirica	motility	actively mobile
Capra sibirica	reproduction	viviparous
Capra sibirica	ecomorphological guild	fossorial and/or ground dwelling only
Capra sibirica	extinction status	extant
Capra sibirica	primary diet	leaves of herbaceous plants
Capra sibirica	primary diet	leaves
Capra sibirica	primary diet	plants
Capra sibirica	trophic level	herbivore
Capra sibirica	geographic distribution includes	Russia
Capra sibirica	geographic distribution includes	China
Capra sibirica	Biogeographic realm	the Palearctic
Capra sibirica	ecoregion	Central Asian riparian woodlands
Capra sibirica	ecoregion	Central Asian northern desert
Capra sibirica	ecoregion	Gobi Lakes Valley desert steppe
Capra sibirica	ecoregion	Central Asian southern desert
Capra sibirica	ecoregion	Badghyz and Karabil semi-desert
Capra sibirica	ecoregion	Afghan Mountains semi-desert
Capra sibirica	ecoregion	Central Afghan Mountains xeric woodlands
Capra sibirica	ecoregion	Baluchistan xeric woodlands
Capra sibirica	ecoregion	Sayan Alpine meadows and tundra
Capra sibirica	ecoregion	Pamir alpine desert and tundra
Capra sibirica	ecoregion	Western Himalayan alpine shrub and meadows
Capra sibirica	ecoregion	Tian Shan montane steppe and meadows
Capra sibirica	ecoregion	Khangai Mountains alpine meadow
Capra sibirica	ecoregion	Hindu Kush alpine meadow
Capra sibirica	ecoregion	Northwestern Himalayan alpine shrub and meadows
Capra sibirica	ecoregion	North Tibetan Plateau-Kunlun Mountains alpine desert
Capra sibirica	ecoregion	Great Lakes Basin desert steppe
Capra sibirica	ecoregion	Junggar Basin semi-desert
Capra sibirica	ecoregion	Paropamisus xeric woodlands
Capra sibirica	ecoregion	Taklimakan desert
Capra sibirica	ecoregion	Altai montane forest and forest steppe
Capra sibirica	ecoregion	Tian Shan montane conifer forests
Capra sibirica	ecoregion	Sayan montane conifer forests
Capra sibirica	ecoregion	Khangai Mountains conifer forests
Capra sibirica	ecoregion	East Afghan montane conifer forests
Capra sibirica	ecoregion	Selenge-Orkhon forest steppe
Capra sibirica	ecoregion	South Siberian forest steppe
Capra sibirica	ecoregion	Mongolian-Manchurian grassland
Capra sibirica	ecoregion	Sayan Intermontane steppe
Capra sibirica	ecoregion	Central Tibetan Plateau alpine steppe
Capra sibirica	ecoregion	Ghorat-Hazarajat alpine meadow
Capra sibirica	ecoregion	Tian Shan foothill arid steppe
Capra sibirica	ecoregion	Altai alpine meadow and tundra
Capra sibirica	ecoregion	Alai-Western Tian Shan steppe
Capra sibirica	ecoregion	Altai steppe and semi-desert
Capra sibirica	ecoregion	East Siberian taiga
Capra sibirica	ecoregion	Trans-Baikal conifer forests
Capra sibirica	ecoregion	Gissaro-Alai open woodlands
Capra sibirica	ecoregion	Kazakh forest steppe
Capra sibirica	ecoregion	Daurian forest steppe
Capra sibirica	ecoregion	Emin Valley steppe
Capra sibirica	geographic distribution includes	Pakistan
Capra sibirica	conservation status	least concern
Capra sibirica	habitat is	terrestrial habitat
Capra sibirica	geographic distribution includes	Mongolia
Capra sibirica	geographic distribution includes	Kyrgyzstan
Capra sibirica	geographic distribution includes	Afghanistan
Mesoplodon bidens	water silicate concentration (µmol/L)	3.994
Mesoplodon bidens	longitude (degrees)	-88.2854
Mesoplodon bidens	water nitrate concentration (µmol/L)	9.648
Mesoplodon bidens	water salinity (PSU)	36.227
Mesoplodon bidens	water temperature (degrees Celsius)	9.488
Mesoplodon bidens	latitude (degrees)	61.062
Mesoplodon bidens	water depth (m)	0
Mesoplodon bidens	water O2 saturation (percent)	99.4
Mesoplodon bidens	water dissolved O2 concentration (mL/L)	5.409
Mesoplodon bidens	water silicate concentration (µmol/L)	0.579
Mesoplodon bidens	water dissolved O2 concentration (mL/L)	6.474
Mesoplodon bidens	water phosphate concentration (µmol/L)	0.683
Mesoplodon bidens	water salinity (PSU)	33.265
Mesoplodon bidens	water nitrate concentration (µmol/L)	0.217
Mesoplodon bidens	water O2 saturation (percent)	107.102
Mesoplodon bidens	longitude (degrees)	3.1406
Mesoplodon bidens	latitude (degrees)	26.7211
Mesoplodon bidens	water depth (m)	0
Mesoplodon bidens	water phosphate concentration (µmol/L)	0.08
Mesoplodon bidens	water temperature (degrees Celsius)	19.386
Mesoplodon bidens	weaning age (days)	365
Mesoplodon bidens	body mass (g)	3400000
Mesoplodon bidens	body length (VT) (mm)	5030
Mesoplodon bidens	gestation period duration (days)	365
Mesoplodon bidens	habitat includes	marine
Mesoplodon bidens	habitat includes	aquatic
Mesoplodon bidens	habitat includes	saline water
Mesoplodon bidens	habitat includes	submarine canyon
Mesoplodon bidens	habitat includes	temperate
Mesoplodon bidens	habitat includes	coastal
Mesoplodon bidens	geographic distribution includes	Canada
Mesoplodon bidens	geographic distribution includes	Norway
Mesoplodon bidens	geographic distribution includes	Denmark
Mesoplodon bidens	habitat is	marine habitat
Mesoplodon bidens	conservation status	data deficient
Mesoplodon bidens	geographic distribution includes	United Kingdom
Mesoplodon bidens	geographic distribution includes	North Atlantic
Mesoplodon bidens	geographic distribution includes	North Sea
Mesoplodon bidens	geographic distribution includes	Celtic Sea
Mesoplodon bidens	geographic distribution includes	Irish Sea
Mesoplodon bidens	geographic distribution includes	Kattegat
Mesoplodon bidens	geographic distribution includes	English Channel
Mesoplodon bidens	geographic distribution includes	Bristol Channel
Mesoplodon bidens	geographic distribution includes	Inner Seas off the West Coast of Scotland
Mesoplodon bidens	geographic distribution includes	Gulf of Mexico
Mesoplodon bidens	geographic distribution includes	Labrador Sea
Mesoplodon bidens	geographic distribution includes	Netherlands
Mesoplodon bidens	geographic distribution includes	Sweden
Mesoplodon bidens	geographic distribution includes	United States
Mesoplodon bidens	geographic distribution includes	Ireland
Mesoplodon bidens	geographic distribution includes	France
Mesoplodon bidens	geographic distribution includes	Belgium
Mesoplodon bidens	geographic distribution includes	Bay of Biscay
Antidorcas marsupialis	first appearance (million years ago)	23.03
Antidorcas marsupialis	milk solids (percent)	19.8
Antidorcas marsupialis	milk lipids (percent)	8.699999999999999
Antidorcas marsupialis	Ash Content (percent)	1.5
Antidorcas marsupialis	milk lipids (percent)	12
Antidorcas marsupialis	Ash Content (percent)	1
Antidorcas marsupialis	onset of fertility (days)	213
Antidorcas marsupialis	weight (g)	39000
Antidorcas marsupialis	weaning age (days)	121
Antidorcas marsupialis	onset of fertility (days)	400
Antidorcas marsupialis	Body Temperature (kelvin)	312.55
Antidorcas marsupialis	weight (g)	4160
Antidorcas marsupialis	litters per year (/year)	1
Antidorcas marsupialis	inter-birth interval (days)	365
Antidorcas marsupialis	total life span (years)	19.8
Antidorcas marsupialis	growth rate (/day)	0.0137
Antidorcas marsupialis	prenatal development duration (days)	168
Antidorcas marsupialis	weaning age (days)	57.45
Antidorcas marsupialis	temperature in geographic range (0.1°C)	19.015
Antidorcas marsupialis	onset of fertility (days)	331.73
Antidorcas marsupialis	precipitation in geographic range (millimeters per month)	24
Antidorcas marsupialis	animal population density (individuals per square kilometer)	10.69
Antidorcas marsupialis	potential evapotranspiration rate in geographic range (millimeters per month)	1328.86
Antidorcas marsupialis	body mass (g)	3841.48
Antidorcas marsupialis	longitude (degrees)	19.66
Antidorcas marsupialis	total life span (months)	240
Antidorcas marsupialis	inter-birth interval (days)	365
Antidorcas marsupialis	human population density (individuals per square kilometer)	0
Antidorcas marsupialis	human population density (individuals per square kilometer)	2.06
Antidorcas marsupialis	human population density (individuals per square kilometer)	0
Antidorcas marsupialis	gestation period duration (days)	169.49
Antidorcas marsupialis	longitude (degrees)	11.71
Antidorcas marsupialis	latitude (degrees)	-28.97
Antidorcas marsupialis	latitude (degrees)	-20.74
Antidorcas marsupialis	longitude (degrees)	27.61
Antidorcas marsupialis	latitude (degrees)	-12.52
