tsn	tsn_accepted
9649557	
9740831	
9814565	
9690192	
9411939	8461501
9400172	
9537042	
9542025	
9235490	
9417329	
9433586	
8294712	
9333930	
9316805	9712517
9262928	9712517
9519395	
8058692	
8232446	
9513374	
9322358	
8583013	
9571472	9712517
9317447	6142019
9445441	
9507716	9712517
9451053	9712517
9439542	
9635320	
4352075	
4832366	
9273340	
4832365	
8838936	
3240259	
3240252	
8605918	
7729258	2436631
7544309	5218715
4826391	
4826386	
9507783	
9405961	
4832612	
4351453	
4832520	
4832436	
4351458	
4832437	
4832642	
4832266	
4831612	
9123393	5220180
7493167	2432457
4832391	
9111743	
8534679	
4826384	
8642393	8958911
9586098	2436624
8403055	2438275
9405706	
4832613	
7787085	
7237054	
4826388	
3240229	
9468361	
4832684	
8634086	
8634782	
9571398	
8687574	
4832374	
8562533	4969514
8636264	4969514
4970938	
4351451	
9493990	
4832359	
8946871	
3239880	
4831619	
9611557	
4832267	
5429015	
4831617	
4826392	
8488387	9582208
4972902	9582208
9610238	
4832375	
3240212	
4826982	
4832582	
4576536	
4832606	
4832399	
8519543	
8494336	
9719132	
4970866	
9351522	
4351448	
9553750	
9698514	
4832519	
9554003	
3240202	
4832475	
5429018	
4826393	
9337784	8478388
8577940	4974135
9453789	4829177
9508563	8822136
9317614	8822136
4974583	8822136
9450225	8822136
8781890	4266411
9090514	4267222
9491743	8940201
4970124	8940201
8842030	
9804973	
9214981	
9319093	4972757
9334228	8620520
9316216	8620520
8659843	8620520
9263524	8620520
8454789	8620520
8745615	5706882
8761787	4265429
8479748	9359272
8656578	9244538
8526315	9359272
4945196	9359272
8675540	9359272
9248343	9359272
8592398	9359272
8752774	5786168
9140858	5786168
8766808	5786168
8895265	5786168
8910204	5786168
9156771	5786168
9060648	5786168
8852468	6164989
9203427	6165001
9007632	4266600
9397413	9369496
9254514	9369496
4970664	9369496
9630705	4971993
8985182	4267123
8292468	2433203
8512925	9139608
9156711	5219099
9026839	5219103
8748831	5219110
2440673	6165023
4352066	6165023
8994230	7261997
9540138	8477607
9233777	8477607
6164634	6164633
6164635	6164633
8594491	6164633
9577170	9383350
4969935	9539736
9598524	8707228
7974864	2433095
8846101	4265326
8993618	4265319
6164400	6164392
9500906	2439988
8187387	7262037
7393144	7262037
8783450	7262037
9639330	7262037
8079198	7262037
8372168	7262037
9026630	7262037
7575067	
2440688	2440684
9495169	2440684
7418313	5786863
9300058	4969858
8454993	9295450
8542321	8912815
4972913	8912815
8464339	9107648
5936354	9107648
8583355	
9825241	5219380
8483593	5219380
9474218	5219380
7501454	2439588
4974666	4974653
9006122	2432385
7423036	5786340
7832343	5786340
9562892	5786340
8169122	5786340
8549824	9376501
5786848	2438280
9571872	4972221
8556953	9542073
8513144	9542073
8480647	9542073
9450317	9542073
4968925	9542073
8642200	9542073
8690238	9542073
9305539	9542073
9462742	9542073
8871501	2437981
9026739	2437981
8934011	2437981
9020154	2437981
8351198	2437981
7593366	2437981
8789386	2437981
9079022	2437981
8927679	2437981
7667982	2437981
9182422	2437981
9359216	2437981
9122312	2437981
8832582	2437984
8877848	2437981
2432208	2432207
8820711	7262027
8977681	4265055
9028766	4265055
7677692	4265055
8340997	4265055
2437965	4265055
4826480	9300290
9611675	9300290
9808288	4969072
9120515	2438276
7932379	2438276
8876102	2438276
9080834	2438276
8698002	2438276
8077398	2438276
8734732	2438276
2440379	5220013
4351941	5220013
4351928	5220013
5220016	5220013
5722807	5220013
4351940	5220013
5722813	5220013
4351938	5220013
5722809	5220013
5722811	5220013
5722810	5220013
5220014	5220013
4351926	5220013
4351935	5220013
5722808	5220013
4351924	5220013
4351927	5220013
4351932	5220013
4351933	5220013
4351934	5220013
5722812	5220013
2440377	5220013
4351939	5220013
7642750	5220013
8736005	2440164
9503561	8524928
8563473	8524928
8460833	
7999199	2432439
8285828	2432439
8009967	2432439
7460450	2432439
7504748	2432439
8333848	2432439
7729734	2432439
8045765	2432439
7484026	2434566
8007456	2438283
7496940	2438283
9452069	4969855
9315781	4969855
8987739	2433531
8801229	4980916
8567921	4980916
9600382	4980916
8502637	4980916
8560113	
8497898	2439821
8707776	2439821
8850086	4266337
8596388	9271025
8809598	4267273
8796613	4267273
8469317	9471130
9637824	9471130
8544850	9471130
8603985	9471130
8525069	9471130
4970452	9471130
8676971	9471130
8450840	9471130
9441943	9471130
8595136	8553388
8516587	8553388
8477265	8553388
8686380	8553388
9277522	4974206
8341937	2438033
8822673	2437988
7404898	2437988
9627203	2437988
7905416	2437988
8104490	2437988
7595201	2437988
9220108	2437988
9063016	2437988
8892905	2437988
8912467	2437988
6163554	2437988
7194065	2437988
8984620	2437988
7676787	2438033
4970551	9459013
8605375	9359272
5220015	5220013
9353258	5220013
2436541	5786340
9429727	8524928
4970436	8524928
9455153	8524928
9529314	8524928
4970427	9471130
9377437	9542073
9570674	9542073
9274020	9542073
9583358	9542073
9496033	9542073
9508471	9542073
9262192	9542073
9389536	9542073
9413821	5220013
9545604	5220013
9388769	9712517
9374861	2436624
9569573	7262037
9562162	9471130
9639322	733
9572089	8620520
9378770	8620520
4826732	8620520
9628803	8620520
9477304	9359272
9481369	9359272
9403860	9359272
9428714	5219380
2438891	4265055
5219111	5219110
2438086	5786863
4351925	5220013
9579060	
9575053	
8178752	
9454538	
9381594	
9504207	
9266220	
9269983	
9534170	
9602296	
9291562	
9238072	
9477426	
9407687	
9452977	
9620216	
9244654	
9609560	
9414584	
9308186	
9470433	
8981632	
9359403	
9298242	
9271457	
9314900	
9498710	
9264768	
9335577	
9505805	
9544811	
4974169	
9352468	
9380079	
9627384	
9580581	
9386869	
9552002	
9460023	
9424961	
9431940	
9573460	
9381394	
9809998	
9235698	
9725929	
9350012	
9422385	
9542224	
9539767	4825525
9305706	
9574854	
9417117	
9266031	
4825528	
9617596	
9300690	
9344893	
9612111	
9536834	
9350854	3240533
9467811	
9490854	
4825493	4825492
8927934	
4827005	
3240752	
4828205	2439576
4827498	2436425
4827497	2436425
4827496	2436425
3239557	2436425
4827495	2436425
4827735	4827734
4830919	2435504
3239906	2435504
4830930	2435771
4830920	2435504
5428973	2435504
4830932	2435771
7499463	2435504
4830929	2435771
3239908	2435504
4830916	2435504
4830917	2435504
4833314	2434757
3240053	2434757
4833307	2434757
4830707	2434757
4833318	2434757
4833330	2434757
8971640	
9336165	
4825530	
3240500	
4974165	
5787580	2432395
4834331	
4834335	
4829986	
3240534	
4834317	
4267323	7889018
8121246	7889018
7389237	7889018
4973905	
4834320	
8264692	
4974138	
8447568	4974057
8466448	
4834347	
8472711	
8637360	
2438083	5786864
4826581	
4829985	
8605920	
4574935	
2436416	4266938
8182707	4266938
4834311	
4833263	
4834297	
3240535	
8552109	
9272354	
4829788	
4834310	
8290726	4265054
8263397	4265054
9179854	
8475469	9394600
8648432	9003269
8478754	
2439597	2439596
2437370	4263704
9006715	9196570
5706860	9196570
8882519	4267069
9107434	4267079
9190834	4267069
8903688	4267079
8796823	4267069
8863794	4267069
8870063	6164984
9195599	4266615
8544104	9454878
8676137	9454878
8525802	9454878
4970603	9454878
5786509	7262064
9040948	7262064
9006100	7262064
8947703	7262064
8802444	7262064
9197202	7262064
8858096	7262064
8717788	7262064
7721337	2438568
2440564	7194019
2440569	7194019
2440566	7194019
2440567	7194019
2440565	7194019
5220053	7194019
8952941	5218910
5786665	4264606
8915365	4264606
9147844	4265318
9065533	4266009
8743129	9056174
8900783	8904642
8633988	9556216
8442974	9556216
8698765	9556216
8646026	9556216
8564682	9556216
8487900	9556216
8583564	9556216
8516606	9556216
8834947	
4972172	
7648825	
8603561	2440793
4974901	2440793
4828309	2438974
7484361	4827329
4267237	4827329
9085306	5219990
5787340	5218714
8961051	2432436
8835598	2438020
9222268	2438020
5787350	5707234
9247582	5218783
8702684	5218783
4826304	2440229
8410725	5219843
7887771	5219843
7576305	5219843
7612355	5219843
8764350	5219843
8293845	2437980
9127538	2437980
9170277	2437980
8922731	2437980
7468018	2437980
8778620	2437980
9279346	8726601
8514746	8726601
8628767	4974057
8488672	8802242
8503979	9236851
9403458	8840931
4972083	8840931
9248723	8840931
4975168	9113066
4970934	9394600
9513566	9394600
4969540	9003269
9297801	4969466
9609057	4969466
9352969	4969466
9578700	9454878
4970602	9454878
4974144	9473180
9351316	9415741
4970666	9281629
4968840	9556216
9260762	9556216
9391022	9556216
9538457	9556216
4968823	9356951
9395014	4971641
9252786	4971128
8577341	9326314
9441001	8704681
9326703	8704681
9414912	8519771
4968878	9431984
9269658	9454878
9429584	7194019
5722685	7194019
4263898	9056174
9332585	5218783
9434975	5218783
9630547	5218783
5218784	5218783
4351611	7194019
9522817	9556216
9234186	9556216
9494509	9556216
9331447	9556216
9375959	9556216
9318953	9556216
2438897	4265054
9436103	9556216
4835817	
4834734	
4835808	
4835638	
4835375	
4835259	
4835645	
4835451	
9360551	
9601042	
4975015	
3239407	
4830723	
9324069	
9443654	
9637173	
9330565	
9596993	
9364366	
9632704	
9557136	
8574782	
9437002	
4826508	
8454596	3240514
9249488	
9402647	
9521862	
9319846	
4834759	
4835382	
4834756	
4572492	
2439584	2439583
8681084	8600018
4834764	
3240450	
4835242	
4835506	
4830038	
3240525	3240524
4828701	2437634
4828697	2437634
3240557	2437634
4828700	2437634
3240558	2437634
4974665	4974652
8708428	
4973921	
4834728	
4835804	
4835454	
4835709	
4835781	
4835342	
4834760	
8656691	
4829920	
4835667	
4834761	
4835517	
4834763	
4835507	
4834722	
4829929	
4829926	
4835452	
4835509	
4835710	
4834723	
7517427	5220113
7671473	5220113
8737080	5220113
7744801	5220113
8347401	5220113
7827329	5220113
4834724	
4835374	
4834757	
4834807	
4834686	
4835258	
4835646	
4835640	
4835450	
4835504	
9745778	
9495027	
4835424	
4572914	
4835238	
4835672	
4834727	
4834806	
4835256	
4835455	
4830727	
4835303	
8559126	8702284
8623585	
4829930	
4835380	
4835257	
4835516	
4835443	
4835809	
4835300	
9611665	
8837421	2438028
8822743	2438028
7506427	2438028
8087364	2438028
4835674	
4835782	
4834805	
4835807	
4835711	
4574008	
4826589	
4835716	
4835508	
4573991	
4834765	
4830734	
4831584	
3240353	
4835816	
4834681	
4834775	
4835446	
4829931	
4829636	
4826400	
4835449	
4835425	
4835453	
4835673	
4973922	
4266329	7506202
9077384	7506202
8499528	4969844
9580414	2437993
8748738	2437993
7953612	2437993
8055838	2437993
8890977	2437993
8234567	2436652
7778871	2436652
7719313	2436652
9394642	2436652
9220217	5706994
8748128	
8938625	4267070
9066796	4266434
8876212	4266298
9372365	2436657
7478024	2436657
7666523	2436657
8600547	4973138
9246568	4973138
4262214	7261369
8812494	4265313
8733777	9119414
5787434	5706970
8763713	7261679
5220082	6165025
6486571	6165025
6486572	6165025
9053025	6163998
9114063	8935526
8838151	2439155
7838413	2439155
8173009	2439155
8928419	2439155
8735636	2439155
7660500	2439155
8877106	2439155
8845857	2436564
9051617	2436564
8780984	2436564
9184931	2436564
7685284	2436564
9135661	2436564
9065568	2436564
9088094	2436564
8968409	2436564
8928304	2436564
9213231	2437974
7694010	2437974
7487095	2438036
8377340	7261725
2432755	7261725
7261726	7261725
8890333	
9221949	2441105
8451786	9387796
8850856	2435888
8232795	5707233
8565750	2435294
5219451	2435294
8608022	9514707
8536692	2437397
8533010	2437397
8538922	5219558
9187346	5219558
8479784	4972829
8815652	4266209
8708130	4970448
2439590	2439589
9405553	2439585
4828306	2438977
9127265	7472446
9795818	5219561
9215434	5219561
7707024	5219561
9095145	7472446
8309860	5219561
9342117	5219561
5786394	7472446
9708053	5219561
7482777	5219561
6163560	2437996
6163571	2437996
2438013	2437996
6163566	2437996
6163567	2437996
6163562	2437996
6163558	2437996
2438016	2437996
6163563	2437996
6163565	2437996
6163570	2437996
2438008	2437996
2438007	2437996
6163559	2437996
6163556	2437996
9001319	2437996
8887921	2437996
6163568	2437996
7194066	2437996
6163564	2437996
6163557	2437996
6163561	2437996
9164693	2437996
9479623	2439599
2439578	2439577
7543093	2433063
5219475	5219474
8901230	2437973
7899603	2439344
8904231	2437973
8102559	2437973
9030394	2439344
7360812	2437973
8811903	2437973
2438035	2437973
8938995	2437973
9147165	2437973
7587657	2439344
2438018	2437973
7600796	2439344
8761257	2437973
8996068	2437973
7528438	2439344
8989904	2439344
7947642	2439344
8794129	2437973
7832800	2437973
8034615	2439344
8422901	2439344
9150419	2437973
8835275	2437973
9207804	2437973
8110417	2439344
9051224	2437973
9187759	2437973
7974702	2439344
8563622	4971613
8187153	2436653
8748779	2436653
4267227	2436657
4265609	7261725
5707318	7472446
9550499	4969173
8495578	9465868
9585164	8702284
4970450	8702284
4972832	9478638
9611393	9468536
4974920	9468536
9300027	9468536
9350704	9468536
9437341	9249821
8636342	9249821
9420147	4971839
9403557	8488058
4973777	9119128
9551154	9119128
9449808	4971998
8884327	4263547
4352040	6165025
5786519	8935526
4826733	8869065
8684547	8475734
8706526	9636965
4971013	9636965
8606572	9348969
9253658	8705607
4969563	9113517
9371550	9113517
4971485	9387796
4973851	9519777
9291172	8439451
4971909	9336626
9323577	9514707
8482143	9514707
4969405	9514707
9477449	4972829
9395355	9256499
4973778	9256499
9564685	9256499
4941629	9556078
4969074	9378848
4974386	9542756
4970383	9278549
9341520	8769552
9309086	8769552
4972963	8769552
4969567	9564630
4971850	9370505
9523434	4972618
9372506	8594685
8661603	5219561
9620567	5219561
9185110	5219561
8725824	2437973
9681189	5219558
9566117	2441105
2435890	2435888
6163569	2437996
9399828	4975077
9252227	4975077
9415756	
9276298	
9543613	
9328515	
9610763	
9594048	4975077
9299409	
9535421	
8583584	3240531
9519033	4975077
9367146	4975077
9236941	
9585832	
9469201	
9303262	
9560055	4975077
9614949	
8614428	3240531
9493589	
9351303	
9423753	
9465046	
4829916	
9243690	
9506969	
9378919	
9263656	
9572244	
9550875	
9272570	
9581801	
9388048	
9774773	
8630259	4826937
9538013	
9623241	
9339603	
9539415	
4576322	3239491
3239492	3239491
9439005	4826507
4975382	4826507
4351992	2440368
4351987	2440368
8006350	2440368
4351991	2440368
4351986	2440368
7674755	2440368
4287995	2440368
4351988	2440368
4287994	2440368
4352025	2440368
4287996	2440368
3240167	8190962
4827499	2436431
4827500	2436431
3239560	2436431
4827502	2436431
4827501	2436431
4831001	2435817
8801076	
4831000	2435817
4830921	2435914
4830999	2435817
4833292	5963049
6006407	5963049
2434591	9745126
4833293	5963049
4833299	5963049
4833294	5963049
3239505	
7421392	2432403
4831551	
4829907	
5220152	7261427
4974931	
3239512	
4829865	
5428926	
4829858	
4831546	
3240532	
9355631	
4831557	
4831563	
4826668	
4826669	
5786102	7913455
9504954	
8150787	2438877
2439580	2439579
8919717	
7879168	7261886
8933386	2436445
8801687	5219560
7679676	2434165
8813615	5707013
4351989	
7767175	7261875
8826146	4266439
9237390	7261875
7261876	7261875
9544089	7261875
9163077	2432466
8765044	6164995
9095200	6165006
8821760	7194138
9099769	5219117
9490140	2438284
2440571	5220054
9213927	4266955
9179362	6164632
2438093	5786859
6163807	7193943
9162394	4264627
8760661	4265324
9091482	6075543
9179024	2438034
7651302	2438034
9226182	2438034
8745360	2438034
9119004	2438034
8920845	2438034
9068914	2438034
9216745	2438034
9433742	2438034
8978819	2438034
8163579	2438034
8918057	2438034
8987714	2438034
8786369	2438034
9182750	2438034
8786305	2438034
8819734	2438034
8167145	2438034
8832101	2438034
8839052	2438034
8974627	2438034
7605892	2438034
8965899	2438034
7847669	2438034
8733424	2438034
9132487	2438034
8887395	2438034
9059817	2438034
7349916	2438034
9023413	2438034
9165273	2438034
9082310	2438034
2437871	2438034
4263892	8762803
9171283	4265254
8955305	8404054
7767732	5219847
7730446	5219847
8591370	2434559
5707328	7717621
9000142	7717621
5786395	7717621
7494445	4265138
9243957	4265138
8116874	4265138
2439295	4265138
8637148	9380285
4409336	2433868
9131323	4266457
9615486	
9130702	
7513985	2432433
6066892	2437223
6066891	2437223
8002542	2438494
8330408	2438494
9089261	2438494
7501613	2438494
9112049	2438494
7398866	5218752
4975134	2439873
4975133	2439873
4972032	9609494
2438708	5786676
8076439	
8623534	
8743783	
9167055	
6066888	2437222
9358018	2437222
8631666	2437222
8527182	2437222
6066889	2437222
9487195	2433529
5219134	5219117
4263305	8404054
6066890	2437222
9396201	8652655
9340442	9532046
8619592	9532046
4970455	9314185
9415660	8606504
2440658	6165026
4973828	9321956
4969565	8821575
8455592	9622337
9636426	8821575
9573799	7717621
4972898	9306598
4975101	9380285
9580363	9380285
9302391	9614003
4971837	9493901
4941649	9606635
9581593	9606635
9411809	9606635
4973043	9367394
5936136	8616418
8482160	9604360
4972031	9609494
9472087	9296672
9627749	8616000
9429115	8604262
9258092	9446124
4970126	9446124
7465443	2438284
9376685	2434559
9499062	5219560
9409016	2437222
4829518	
4829417	
4829043	
4829515	
4827911	
4829034	
4574175	
9392425	
9567774	
8613319	4831294
9245594	
9504905	9336449
9360345	
9598408	
9406711	
3239946	
9552984	
9363049	
9481255	
9287933	
9541010	
4825649	
9234581	
8550570	
4828784	
4828113	
8453006	
4829197	
4828804	
8472546	
4829524	
4829525	
4829513	
4829625	
4829426	
4834575	
4828051	
4829272	
4829336	
4827814	
4829036	
4829576	
4828818	
4829438	
8954129	
4825909	
4827815	
4829448	
3240569	
4829451	
4825678	
4825676	
4828686	
4829455	
4827904	
4828783	
4831358	
4825653	
9438295	4827004
4826339	4833030
9329280	4827004
4829534	
9544119	
4829416	
4829420	
4827903	
4827790	
4827902	
3239962	3239961
4287997	2440393
4288001	2440393
9516957	2440393
9443065	2440393
8504205	2440393
9324666	2440393
4351983	2440393
3240214	2440393
6006445	2440393
4288000	2440393
8566293	2440393
4351961	2440393
9637760	2440393
4826954	2440393
4287998	2440393
7839605	2440393
7260900	2440393
3240217	2440393
2440384	2440393
4351958	2440393
4832301	2440393
3240216	2440393
4351954	2440393
4832294	2440393
3240262	2440393
4828195	2439552
4828196	2439552
4828197	2439552
7009362	2436483
4827162	2436483
4827166	2436483
4827157	2436483
4827156	2436483
4827163	2436483
4827309	2436640
4827308	2436640
4827310	2436640
4827311	2436640
7746993	2436640
3239613	2436640
4827313	2436640
4827312	2436640
4573519	2436325
4834430	2436325
4834431	2436325
4574033	2436325
9156683	2436325
7237047	2436325
3239375	2436325
4834429	2436325
4831506	2436325
3239377	2436325
4834427	2436325
4830949	2435779
4830947	2435779
4830948	2435779
4833309	2434739
4828803	
4829454	
4828802	
9237418	
4829400	
4828785	
4825718	
9446673	
4829307	
4827789	
4829436	
4829025	
4825719	
4829406	
4829413	
4829273	
4829028	
4829309	
4829027	
3240637	
4578366	
4831702	
4829310	
4829196	
4829399	
4829414	
8838634	
4829512	
4828189	
9465327	
4829301	
2438092	5786860
8379763	5786860
2438071	5786860
4829033	
4829520	
4829460	
4827813	
4829038	
4827817	
4578498	
4574012	
4829037	
4829450	
4825654	
4827906	
4829311	
7542089	
9397196	2433472
4833575	2433472
4829026	
9172813	
4829315	
4828799	
4829035	
4825782	
4825721	
8776768	
4828800	
4829029	
4828773	
8691827	
4827912	
4828825	
4829415	
7261855	4266178
4831362	
4574000	
4829256	
4828729	
4829312	
4829440	
4829521	
4829308	
8508776	
4829410	
4827816	
4831606	
4825905	
4828111	
4829401	
4827788	
4828050	
4828801	
9383829	
4829533	
4829409	
4825681	
9415262	
8658480	9470837
4829335	
4829466	
4825677	
4834570	
4828689	
4829461	
4829077	
4831699	
4834101	
7423533	5219848
9628054	5220182
8536307	
9564266	
9256099	
8464876	8609027
9322589	2436666
8157995	2436666
7853102	2436666
7587278	2436666
8519917	4969629
8550064	4969629
4264596	4264578
4264598	4264578
4264564	4264578
8743094	4264578
4264560	4264578
9167851	4264578
8753456	4265745
8880451	7193869
6164250	7193869
6164252	7193869
9093854	7262021
8932412	7261862
8957142	6164993
8469542	
8849269	5219116
4409343	5219372
9100518	6075609
8948453	6075609
9205709	7261510
9151066	4263529
9019429	6164479
9080537	4266737
9060932	2436648
8602948	
8685638	
9141358	2440233
8497198	9618134
2432563	7261801
8326726	7261801
8614618	9418708
8459974	9418708
8512547	9549436
8481236	9549436
8690923	9549436
7527145	5219563
5707327	7516644
7435832	2432300
8216321	5219586
7439860	5219586
8263738	5219586
7796598	5219586
6142042	5219586
8315241	5219586
7701923	5219586
7395670	5219586
6142043	5219586
9395756	
7262015	5219564
8855981	5219564
8981909	5219564
8652396	4973344
7447020	2433695
7404460	4266349
8332491	2432456
8872276	
4971108	
9213729	
8439137	8641520
9410814	8693678
4971107	
8594274	9176785
9456897	9176785
2435893	2435892
9255231	2440393
8444404	2440393
9254109	2440393
8700507	2440393
4264591	4264578
9369074	2440393
9297555	2440393
9529602	9549436
4975047	8786639
9477205	8786639
8489369	2440393
4968839	8862521
9248633	8862521
9275415	8862521
4970133	9301526
8589953	9301526
9291110	8759870
8528681	8759870
8698811	9266727
9469222	9299393
8541801	9470837
5936343	8609027
9367688	8609027
8518250	8620294
9469312	4969629
4264581	4264578
6164251	7193869
4972259	9550033
4973805	9599066
5931274	9558649
9391308	9568852
4970380	9635183
8602598	9610699
4974924	8854971
4972718	9618134
9391803	8447377
5936042	8742874
4968841	9418708
4968824	9549436
9624845	9549436
9099015	5707308
4972081	9597875
4968728	9634765
9731689	5219564
9271133	5219564
9573632	4973465
9579568	4971857
9604587	8554596
8675235	9214747
9367124	8585076
9594081	8585076
9488616	8446708
4971991	9274497
8656262	4969856
9501835	9176785
4968958	9176785
8632304	2440393
9487487	2440393
9418619	5219586
5707316	5219564
9591993	2440393
9471169	2440393
9513613	2436648
4265040	5786860
9348437	9418708
9242344	9549436
9539646	
9233311	
9520109	
9393955	
9251183	
4982493	9615831
9558970	
9438794	
8627742	9615831
8662990	3240521
8462635	3240521
9353840	
9413269	
9608163	
9297015	
9458657	
9471752	
9546202	
9243420	
9282576	
9336940	
9625982	
8573894	
9528393	
8617463	3240521
9341147	
9621608	
9426302	
8537644	3240521
8580643	3240521
9486887	
8532090	3240521
9309480	
8669101	3240521
9500079	
9565618	4834224
9532799	
9430577	
9239347	
8457484	3240521
8051343	5787333
8281598	5787333
5787332	5787333
4831295	
3240522	
9639329	2432389
7970544	2432389
4830003	
4825874	4825873
3240707	2439509
2439575	2439509
4828194	2439509
3240165	2435473
4826835	2435473
4826728	2435473
4826834	2435473
4826825	2435473
3240164	2435473
4827459	2436623
4827458	2436623
4825981	2440011
5429009	2440011
4825982	2440011
4825983	2440011
3240146	2440011
3240147	2440011
4825980	2440011
7447498	2440011
4830900	2435528
4830910	2435528
3239910	2435528
4830903	2435528
4830898	2435528
4830907	2435528
4830908	2435528
4830905	2435528
3240105	2433521
4833680	2433521
6006418	2433521
7751446	
4829635	
8936324	5219562
8573719	
4834229	
9265216	
7961936	2435767
8864350	2435767
7458937	2435767
9497047	2435767
8941235	
7540568	2435767
8047375	2435767
8606183	
4973901	
8522125	8600873
8472047	8600873
8547842	8600873
8680214	8600873
4969418	
3239452	
4830005	
8575071	4970446
8939337	2439944
7759114	2432447
8513832	9247721
8902180	
9052216	
8760346	
9149389	
8995103	
8885054	9125988
8941576	4267279
8901539	5707208
9041660	6164791
8961579	6164791
9444145	2439871
8726530	7262038
9038124	7262038
6142041	7262038
8773034	7262038
8888677	7262038
9008850	7262038
9104122	7262038
9067584	7262038
8746531	7262038
8944983	7262038
9163869	7262038
9111190	7262038
9224828	7262038
9126720	7262038
9031116	7262038
8793410	7262038
9186953	7262038
8867340	7262038
9194288	7262038
8445807	7262038
8799851	7262038
8860707	7262038
8826886	7262038
8916766	7262038
9090106	7262038
8973331	7262038
8702169	7262038
9494586	7262038
9171091	7262038
9074600	7262038
8740264	7262038
8923490	7262038
9015779	7262038
8847710	7262038
8779337	7262038
8938244	7262038
8882010	7262038
8980139	7262038
8958359	7262038
9102138	7262038
9048925	8763287
9144825	6164946
8968563	
8958547	
8797670	4262710
9191808	4262710
8553207	5219461
8516774	5219461
9029033	5219462
4409342	5219373
8825017	7261808
7968345	4265143
8930885	2437976
9082381	2437976
7492943	2437976
8733358	2437976
9118924	2437976
9095474	5707106
5786523	9211601
8815215	9211601
8274770	9754263
7740254	9754263
7757834	9754263
7494563	9754263
7694862	9754263
8256354	9754263
7450219	9754263
8322690	9754263
9111382	
8867528	
8938064	
8726699	
5787206	5219126
7462191	2433875
6545371	2433875
7770226	2433875
7421115	2433875
7349856	2433875
7847604	2433875
8243566	2433875
7922307	2433875
8087423	2433875
7727929	2433875
8163651	2433875
8287700	2433875
8601886	8471151
8909782	4267224
4267225	4267224
9156315	4267224
4826828	
4826830	
9316299	
4826307	2440232
7504866	4265139
7999062	4265139
8962623	2438024
8730443	2438024
9085681	2438024
2435882	2435881
8725486	7368258
9371311	7368258
8903294	
7644562	2433305
8718806	2438565
8855873	2438565
8949956	2438565
9375621	2438565
9098897	2438565
8387149	2438565
9208879	
9078829	
4826023	
8654476	9406662
8572665	9406662
8545540	9406662
8707503	9406662
8625747	9406662
9581638	9406662
8498113	9406662
9335763	2437985
8026902	2437985
9211231	2437985
8305185	2437985
8935881	2437985
7980452	2437985
7522830	2437985
9054475	2437985
7982366	2437985
7711398	2437985
8758297	2437985
9147086	2437985
7478595	2437985
8028814	2437985
8728677	2437985
9118630	2432199
4975131	2439999
9304729	4971190
4831942	2432442
4267271	5786125
8901467	5786125
9363087	5786125
4826832	
9089927	
7784969	2438022
8228227	2438022
9189918	2438022
8795980	2438022
8864637	2438022
8550322	7262038
9315903	9406662
9334555	9406662
9628476	9406662
9461051	9406662
8450204	9406662
4834581	9406662
9525996	9406662
4263856	9125988
2439297	4265143
8833325	7262038
9386519	7262038
8530868	7262038
9506802	9406662
9432966	9406662
9396020	9615831
9564012	9615831
9268552	8600873
4971859	9574504
9616670	4970446
4971996	9247721
9278486	4970843
4971031	9592614
8469945	9571934
9322255	8689936
9443486	8610886
4970417	8772514
9531908	8772514
8593166	8958436
4974402	8958436
9618835	8465311
4970667	9470760
4970381	9565841
9372728	9565841
4968926	9406662
4968948	9406662
4982243	8485815
9593420	4971127
4969388	9082169
9375072	8471151
9598367	5786125
9311045	8600873
7560933	7368258
7940869	7368258
2438566	2438565
9408995	
9302231	4829889
8447923	4829889
9502629	
9358044	
9476066	
9603715	
8651797	4829889
9292866	
9482579	
9418067	
9234775	
9541234	
9537783	
9344063	
9423263	
9535920	
8657965	4827023
9634832	
9480265	
9419835	
4831539	4831533
9347331	
9314452	4829936
9346005	
4574504	
8504502	
4825595	
4825637	
4825594	
2437711	2437710
9173724	2437710
4831926	4266391
4968690	9368728
5787433	2432920
4832481	4577272
3239612	2436656
4827316	2436656
4827456	4827454
3240473	3240472
4825601	
4971653	
4973744	9220451
8706759	9220451
8494686	9220451
8576298	9220451
4834126	
4831534	
4830696	
4825612	
4265071	4265068
4825598	
4826650	
4829892	
4825608	
4825606	
4831537	
4825597	
4825592	
9094728	5219995
8512636	4971129
8666126	4968842
9481682	4968842
8534752	4968842
4352028	2440764
2440765	2440764
4352029	2440764
4352034	2440764
6165032	2440764
4352031	2440764
4352032	2440764
5722823	2440764
8103966	2440764
4352027	2440764
4352030	2440764
8996431	2439949
9215281	7261996
8841745	7261996
8250518	7261843
9054092	7193858
8993292	7193858
8894496	4266444
7787359	2432398
8951549	4267143
8943117	6164997
8726192	6163639
8910160	5219100
9362801	4974842
8682032	9465118
4980942	4971327
8720126	4265201
4288007	6164641
6164642	6164641
2435167	6164641
6164643	6164641
9226222	4265389
8724800	6165230
4263878	8843865
9135588	4265340
8633113	4969019
9105790	7261806
8516622	8686347
8646044	8686347
8759981	6164000
8802481	4264066
8451538	9546779
6066800	2439709
6066801	2439709
6066802	2439709
2439710	2439709
9408429	9243960
8639801	9243960
8559209	9243960
8510997	9243960
8522876	4969469
9689289	
7919355	4265137
2439300	4265137
8871462	5786098
7705352	5786091
5786319	4267220
