tsn	tsn_accepted
8952039	2437760
7472801	2437760
8564849	
4826274	
8850007	
8589600	4941460
8608184	4941460
9626590	4971079
9605211	2434801
8911632	
4975044	8601107
9281814	8487048
8657249	5219890
4973579	9544010
9476749	8440908
9551298	8440908
4970599	9468839
9594759	8578346
9366565	8665318
9379984	9386983
4972443	9383624
4971155	9423143
9385931	9574423
8493849	4969379
9476933	8800967
4969424	8800967
4970522	9287023
4264563	4262204
4970707	9298810
8737500	6164654
9419042	4832298
9348077	4832298
4832312	4832298
8531924	2436548
4970872	9253384
9475230	8481373
4968832	9532627
4968848	9599598
9524402	9599598
9405125	9599598
9679369	4972422
4973305	9634072
8279958	7973062
9359516	8491273
8596173	9424263
4970554	8469907
4969430	9431442
9407670	4970963
9338837	9456284
4971351	9456284
4972427	9381174
4972366	9326787
4968757	9167785
9563137	5936180
9515954	5936180
8626021	5936180
4264592	4262204
9271131	2440902
9361918	9599598
9630075	9599598
9264884	
9498841	
9335713	
9505676	
9431800	
9386729	
3240385	
9580452	
9314781	
9380198	
9271326	
9453104	
9627249	
9573580	
3239705	
4835470	
9244529	
9792589	
9407811	
9527160	
9431046	
8639107	4835668
8616609	3240121
4832164	
4835462	
4835484	
4835482	
4835469	
5786787	5219891
4835465	
4825327	
4835474	
8670873	4825829
8539286	4825829
8609873	4825829
8661207	4825829
9353994	4825829
8530504	4825829
8464155	4825829
4835463	
4975147	
4825540	
4835718	
3240382	
4825985	
4264613	8428382
9407113	
9259725	
4835466	
4832253	4831684
4826739	7967492
6006403	7967492
4826740	7967492
4826741	7967492
4288024	7967492
4826742	7967492
4288023	7967492
4835515	4835514
4829206	2439460
9451679	4830613
9497803	7939585
4830345	7939585
4830346	7939585
4830351	7939585
4830350	7939585
4830349	7939585
4830333	7939585
3239471	7939585
8417270	7939585
4830352	7939585
4830348	7939585
4830353	7939585
2440895	7939585
4833112	4833111
4833166	2434800
4833113	4833111
9302805	4575757
3240018	2434800
4833165	2434800
9338365	4833128
4833608	2434125
4833609	2434125
4833607	2434125
7368536	2434125
4833606	2434125
4833604	2434125
5428991	2434125
4831023	3239925
5786555	
4826002	
4835800	
4576858	
4835483	
4835464	
4835486	
7261953	2432636
4835785	
4574138	
4577989	
9033657	4263434
9129311	4263434
9072023	4263434
8777060	4263434
8742557	4263434
8921021	4263434
9013246	4263434
9168485	4263434
8884441	4263434
8185009	5219743
9651813	
9150126	5706747
5219744	5706747
8903962	5706747
8901496	5706747
9004191	5706747
4264602	4827882
4969648	
8512077	8607510
8693549	8607510
8558092	8607510
8638959	8607510
8481692	8607510
8438674	8607510
8590267	8607510
8560018	8607510
8510216	8607510
8691449	8607510
8640982	8607510
8483482	8607510
9002153	2439341
9044973	2439341
4409380	2440940
7527598	2440940
8601273	2440940
8596417	2440940
7837563	2440940
8033755	2440940
7661309	2440940
8358302	2440940
8173833	2440940
7588532	2440940
4409275	2437002
9256450	4969266
8672907	4969023
8864814	4266843
9112310	5706988
5787505	5707010
5787497	5707045
9057815	5707033
8265153	2439338
5787287	7261705
7525113	4263432
8856746	5706857
9567667	2439506
9062658	7261814
7983865	2438800
7519512	2438800
8839314	4265632
8832012	
9371732	
9148244	2439972
9067509	2436272
8393808	2434240
8660041	2440965
5220133	2440965
8454960	2440965
8620331	
9410995	4969256
8629863	
9569366	8573287
8522825	4970961
8616570	9445922
8663910	9445922
8489814	9445922
8458279	9445922
5219742	5706748
8995773	5706748
8812168	5706748
7555779	5218613
2436167	2436165
7669424	2438798
7829396	2438798
8258994	2438798
2433998	5218985
8703106	
8814270	
8905929	
9553552	2436918
7913014	2433009
7587720	2433009
9511331	2433009
7824046	2433009
7600728	2433009
5787367	2433009
4974225	
8899520	
9564627	4969266
9395410	4969266
8629152	4969266
4830488	4969256
9356082	4969256
9561346	4825829
9471904	4825829
9288716	3240121
4972277	8594129
9312092	8644392
5936217	9612663
9242405	4969526
9673802	9453708
9747211	9453708
8466138	4973619
9504631	9313782
4972429	9313782
9601831	4969023
4969830	9249217
9358900	9292035
4969425	9292035
4941615	4941625
9490871	8661114
9278865	8661114
9139008	4974587
9548542	4969256
9520510	4973307
8612503	4971495
4982087	4970961
9566169	9445922
8701014	9445922
4969731	9445922
9393950	9445922
4973481	9397277
5219399	2435023
8692035	9410100
8544146	5816566
8486496	9548962
4968849	9317425
9508359	9317425
9023782	2439923
9592753	4825829
5218552	5706857
9673447	2440965
2437771	5706747
9401232	
9250885	
9558597	
9595567	
9477660	9672
9520444	
9555071	
7969213	5219527
7533652	5219527
9278876	
7587526	
4970747	
9414346	
9257827	
9800510	
9703597	
9359135	
9274790	9614
9488008	
9728785	
4970775	9614
4834922	
9261426	9614
4834923	
4834927	
9459766	
9598169	
4835076	
4835011	
4834955	
9431670	
9281537	
9509781	
9376633	9614
9627129	
4834835	
4834908	9614
9248470	
9453235	
9401466	
4835024	
4834864	
4834840	
4970685	9614
4970774	9614
4835052	
3239417	9614
9271213	
9545074	
9569851	9614
9291796	
9331613	
9308417	
9335844	
9448986	
9403737	
9533905	
4835092	
4834899	
9238296	
4835124	
9264996	
9748372	
9631551	
9425222	
9363299	
9551717	
9527291	
9573696	
7639669	
5429021	
9556037	
9470661	
7713686	
9522996	
9390331	9614
4834934	
9463532	9614
9481493	
4834891	
9572927	
9271927	
9387361	
9581105	
9379584	
9506277	
9264300	
4834844	
4834994	
4835023	
4835085	
4835114	
3240338	
4835120	
4834815	
4835006	
4835084	
4835013	
9161534	2436213
4834829	
3240344	
4835002	
4835093	
4834823	
4835055	
8516196	
4834977	
4834979	
4572807	
4835005	
4834821	
4831765	
4835088	
2441109	
4835109	
4834920	
4834999	
9625968	
4825984	
4834930	
4834832	
5429033	
9255182	
4970738	
4835018	
4834870	
4834822	
4834976	
4834816	
3240330	
4835865	
4834827	
4834907	
4834877	
4572530	
4834905	
4834879	
3240453	
4835123	
4834869	
4834965	
4834938	
4834889	
4834826	
3240325	
4835042	
4835000	
4835100	
4834088	
4834845	
9595794	
4834861	
4970739	
4970744	
4835068	
4574021	
4834894	
4577172	
3240311	
4835067	
4835025	
4835043	
4835053	
4834878	
4834860	
4835121	
4831763	
4834862	
4834880	
4835026	
4834971	
4835083	
4834937	
4834836	
4834871	
4834991	
5220176	
4835348	
4834810	
4970736	
4834929	
4834830	
4834881	
4835046	
4834975	
4834921	
5429027	
9420845	
9483785	
4834924	
4834995	
4835125	
4835017	
4834834	
4834888	
4835113	
4970710	
4835086	
4834919	
4834817	
4835019	
5429025	
3240280	
9346334	
4834909	
4834883	
4834873	
4834993	
3240288	
4835012	
4834843	
4835029	
4834867	
4834825	
4834990	
4834906	
4834875	
4835044	
4832614	4832518
4831531	4831530
8517495	4969418
3239453	3239452
9527154	4831681
4288020	7932087
4826775	7932087
4826776	7932087
4288022	7932087
3240172	7932087
3240174	2439938
4826812	4826811
9645157	7932087
4288021	7932087
7483905	7932087
4826743	2439938
4826777	7932087
4826774	7932087
4835500	4835499
3240463	5219893
4829204	5219893
4829205	5219893
4826097	4826095
4974513	4827750
3239443	3239442
4969570	3239442
4830550	3239442
4833184	2434805
4833181	2434805
4833182	2434805
4833185	2434805
4833183	2434805
4831028	3239884
7461586	3239884
4831022	2432110
4831024	2432146
4831025	2432146
7728562	3239884
8305571	3239884
4831014	3239884
4831026	3239884
5428975	3239884
4831021	2432110
4831029	3239884
3239924	2432146
9057186	
4835657	
4835637	
4831775	
4835122	
4572499	
4834874	
4834893	
8563587	
4834917	
4834951	
4970716	
4834831	
4834973	
4834820	
4835014	
4835065	
4834833	
4835074	
4834978	
4970740	
4835089	
4575103	
4834936	
4834972	
4835054	
8349329	7984180
7519208	7984180
8569079	
8607452	8856831
9757731	
4826036	
8906867	
8898545	
7659489	2438965
8879572	2438965
8360222	2438965
9028572	2438965
7529441	2438965
7973704	2438965
9360891	2436910
9049583	2440856
8899668	2440856
8438970	8638634
8641334	8638634
2432779	7642785
8511952	4970547
8558220	4970547
4826886	
9048464	
8613839	8735739
8460663	8735739
8733685	5219734
7882743	5219734
9023778	5219734
7383234	5219734
8127609	5219734
8930530	5219734
8874990	5219734
7722432	2434708
9078716	2441064
9107590	
8646857	
9594462	
8723354	
8790845	5707135
5787635	7261835
5787496	5707065
8843902	9212894
8234472	5707433
8769255	4262535
9494278	4970197
8490189	4970197
9283349	
8990292	
4968816	
8801141	5706801
9095769	4265352
9617936	2437020
8084098	2439157
7925621	2439157
8123306	2438516
7887002	2438516
8721689	2438516
9000569	2438516
8943475	2438516
8953105	2438516
8199626	2438516
9237313	2438516
8852820	2438516
7380036	2438516
7523938	7478670
8928018	4264893
2438358	4264893
8907803	
8552599	
7418692	2438846
8998774	
9153239	
8763706	
4826860	
9629963	5218539
8728326	5218539
7453924	5218547
8630470	4973904
8580202	4973904
8568068	4973904
8502496	4973904
8702456	4973904
8851088	
8954929	
9039092	4266768
9280184	8638634
9299367	8638634
9464386	4970197
9395956	8638634
9590022	8638634
9433222	8637172
5936164	9617580
9321912	8461839
4968835	9546366
4971480	9569728
8593865	8748143
4974709	8748143
9620899	9308840
4972314	9333419
9489462	8638634
4968830	8638634
9351353	8638634
9610723	8638634
9268401	8735739
4974589	8735739
8756109	8735739
8678192	9625914
9582929	4969679
9473057	8685417
9606797	8685417
4969823	9510585
9319571	9510585
9448217	9510585
8751168	8444846
9493138	9586260
4972411	9586260
4974841	8954986
6142161	9366196
4971067	9299238
8469136	8624776
9414815	4971453
9336596	4970547
9303902	4970197
9420511	4970197
9346651	4970197
2437290	7478670
9252082	
9327864	
9322559	
9439755	
9635543	
9519194	
9813682	
9729477	
9502971	
9487389	
9294246	
9382787	
9268776	
9356658	
7390549	
9605171	
9692778	
9297451	
8633078	5303
9549165	
9576315	
9562014	
9282113	
9592102	
9397976	
9501554	
4835325	
9471268	
9267376	
9368972	
9474625	
8443745	5303
9312216	
9338330	
9647042	
4971420	5303
9529895	
9410398	
9455762	
9623111	
9743534	
9457176	
9484030	
9624555	
9310854	
4832025	
9550624	
4835311	
9176460	2436221
8784126	2436221
4832026	
3240407	
4835315	
7347857	
4835693	
4835240	
4835326	
4826447	
4970605	
9005870	2438795
9307514	2434704
4835339	
4835320	
4287969	2440763
3240208	2440763
9307188	2440763
2440771	2440763
4352036	2440763
7474696	2440763
4352035	2440763
8066756	2440763
5429014	2440763
4829586	4829585
3240144	2440150
4826236	2440150
3239446	3239445
4833912	2434869
4833911	2434869
4833908	2434869
3240029	2434869
4833907	2434869
4833910	2434869
3240021	2434787
8311791	2434239
4833601	3241454
4833600	3241454
4831017	2432118
4831016	2432118
4831015	2432118
8971276	
9240682	
9621575	
4835338	
4971513	
8806124	2432325
5707412	5786070
5786702	2438799
5786757	2438799
4266835	8083547
8506012	9592470
4972229	2436860
9433467	2436860
8450537	2436860
7546288	2438550
8744258	2438550
8378473	2438550
7856846	2438550
8829193	2438550
7642347	2438550
8524432	9545850
8729454	2441034
8964971	2441034
8965549	2441034
9082665	2441034
8827400	2436679
8570438	4969259
8475169	4970596
8683869	4970596
8674071	8527621
9275193	5219709
8837759	4264892
8179102	4264892
7832576	4264892
8311126	2432667
8806559	4266066
8970624	5707144
9072069	4266417
5787313	5707237
9017563	7193911
5787709	4266073
7669513	2438678
8647095	7193940
8552367	7193940
8749289	2438786
2438794	2438786
8983153	2438786
8128381	2438786
8913851	2438786
9064458	2438786
9160734	2438786
8891533	2438786
7881985	2438786
2441121	4262554
9161149	4262554
8781781	4262555
9010989	7261995
8797854	7261995
9191987	7261995
5786880	5706776
5219855	5706776
9273398	9496673
8914114	2438522
7569730	2438522
8964440	4266820
9058290	4266824
8873275	4266697
9072406	4265699
4409256	2437304
7416444	2437304
8092296	2437304
7963763	2437304
7775073	2437304
9491549	2437304
9278186	2437304
8045558	2437304
7729543	2437304
9731161	9689399
2432375	4266261
8968637	4266261
7472723	2437931
9546027	2437931
7903936	2438796
8508166	5218919
8636736	5218919
8689146	5218919
8562097	5218919
8652067	9268205
7352075	7962917
8371267	7962917
8113974	7962917
8161196	7962917
7604228	7962917
8169486	7962917
2438139	7962917
4828555	7962917
7621481	4262616
6165161	4262616
9140778	2439337
9233501	4972417
8144127	5218618
8888904	2439913
8533160	2434102
8117956	2434102
8664177	2434102
9559235	7429082
8079054	7429082
8926387	7429082
9077649	7429082
9123666	7429082
8737536	7429082
7930724	7429082
8402886	2438843
8338014	5219595
7717301	2437769
7908845	2438801
5786697	2438801
5786696	2438801
7628859	6075599
7559699	6075599
8392867	6075599
8803164	6075599
9780238	
2438141	4264946
2441014	4262616
8202298	2438799
9546508	5218919
4971766	9527347
9311667	8465446
4970034	9374267
9318516	9449251
4970999	9449251
9435643	9449251
9248201	9449251
9523273	9449251
8476390	9449251
4974424	9614109
2441012	4262612
4974973	9592470
9561650	9592470
9308420	8496150
9459758	8496150
4970557	9545850
8500242	4969259
9326669	8444626
4970542	9286968
4970538	9286059
8601261	9571101
9594187	4971427
4969250	9623943
8660026	9439293
9525539	8662076
9246099	8662076
9553501	8662076
9270566	9579654
9473041	8708533
9582686	9496673
8481483	4982172
9610754	4982172
9379162	4974531
9404799	8552599
4968678	9268205
9502830	8554923
9451905	8575243
9241310	9428303
4974874	9428303
9337432	4969815
9239634	5218919
9412952	5218919
9484827	
9594740	
9284506	
9355866	
9655378	
9411191	
9361875	
9295044	
9473821	
9684257	
4971363	3240351
4835244	
4835431	
4835251	
9107237	2436701
7059422	2436701
9249673	
4835433	
4835427	
8110272	2433088
8481909	4972166
3240352	
7468476	4266268
2432360	4266268
9483890	8786036
4835440	
9480253	4832371
7482945	2439991
4826747	2439991
4829211	2439462
4829208	2439462
4829209	2439462
4829210	2439462
3240553	2439462
4830115	2436345
4830113	2436345
4830112	2436345
4830114	2436345
9444970	2436345
8522015	2436345
4827752	4827751
3239441	2440879
9498803	4833102
8606782	2434785
4833106	2434785
4941675	4833102
4833145	2434785
7952341	9704685
4833146	2434785
8564461	9704685
4833625	2434187
4833624	2434187
9599134	2434187
9473294	
7390898	4264943
8109568	4264943
7400104	4264943
7900441	4264943
7791810	4264943
8573508	4974124
4409260	2437375
8629387	4968893
7806987	4264687
7682239	4264687
8772271	4264687
8078194	4264687
7429906	4264687
8205549	4264687
7691614	4264687
8625176	5219557
7817023	5219557
8491289	8702780
4831847	4266265
9042985	4266266
8641582	9085608
9295546	
9790234	
7533740	5219556
7969084	5219556
7465766	5219556
7655035	5219556
7922669	5219556
7847938	5219556
7651043	5219556
8364866	5219556
8369081	5219556
7843944	5219556
7965009	5219556
9213347	5219556
6142046	5219556
8040199	5219556
8291486	5219556
7537715	5219556
7655122	8091165
9015323	4266070
7570385	5707209
9044226	4266311
8902302	4266484
9086529	5707440
5712584	7194050
2440652	6165041
8200030	6165042
2440650	6165042
2440653	6165041
2440649	6165042
9447007	6165042
9393682	6165063
6165155	6165157
8856789	6165157
2441116	6165157
9198648	6165157
8787686	4266690
8937327	4266781
4351994	2440369
4351998	2440369
4352002	2440369
4352014	2440369
8493262	2440369
2440372	2440369
4352021	2440369
4352017	2440369
4351996	2440369
4352022	2440369
4352019	2440369
4352004	2440369
4352016	2440369
9448522	2440369
4352011	2440369
4351997	2440369
4352024	2440369
4351999	2440369
4352005	2440369
5722819	2440369
4352023	2440369
4352006	2440369
4352013	2440369
4351993	2440369
8847167	2440369
5722820	2440369
5722822	2440369
9331122	2440369
4352015	2440369
5220010	2440369
4352010	2440369
4352007	2440369
4352012	2440369
4352009	2440369
7632810	5218608
2439120	4264685
9239179	2437933
8759581	2438980
7852522	2438980
4973147	
4352148	2440709
8482124	2440709
4352147	2440709
4352150	2440709
4352152	2440709
9251007	2440709
4352153	2440709
4352149	2440709
4352156	2440709
9520301	2440709
4352154	2440709
9558763	2440709
4352151	2440709
4352136	2440709
4835528	2440911
7807950	2440911
9611942	9416945
9350196	9416945
8885962	
4945202	8786036
9595688	8786036
9279894	5219556
2438133	4264943
2440371	2440369
9489773	5219556
9595419	2440709
9589708	5219557
4352000	2440369
9522476	2440369
4941673	4833102
9401076	2440709
9436435	2440369
9649987	2440369
4352155	2440709
8533105	4969775
8444444	4968677
4972080	8893522
9473258	9606573
4971455	9606573
9309350	9621474
9454819	8575612
4969803	8575612
9363984	4970521
9446541	9167455
4971243	8586661
4974875	9411212
2439124	4264687
4970405	8911644
4971084	9007571
9144591	8609249
4972425	9465474
9241307	4969254
4969246	9085608
8864577	9085608
8443547	9591083
9497277	8091165
9456146	8529928
8540693	9373920
4975171	9583036
9358764	6142170
4971699	9464061
4265148	5219827
4352020	2440369
5722821	2440369
4352003	2440369
4972554	8983119
4352228	2440709
9515453	8613482
9255521	8613482
9307927	9498446
4971454	9498446
8460715	4969822
9503243	4970846
9267107	4970846
9455478	4970846
9574618	9265839
4972423	9265839
4973092	9635976
8490209	5478
9612611	
9349552	
9651736	
9235220	
9417595	
9434703	
4832435	4832347
9555577	2440356
8649509	2440356
3240195	2440356
4351882	2440356
4832386	2440356
2440367	2440356
5722788	2440356
9404197	2440356
4351886	2440356
4351884	2440356
4287967	2440356
9493309	8644075
3240492	3240491
3240603	4827933
4826071	2440292
4826070	2440292
4826083	2440292
3240623	
9255507	
9563624	
8492567	8704238
4828748	
4828750	
9479566	
4828738	
4828745	
3240619	
9289935	
4828762	
3240589	
3240624	
4829044	
4828769	
4828771	
4828737	
4828760	
4828770	
7237039	
4828744	
4828761	
3240622	
4828130	
9479120	
5219632	5219631
5739484	2436117
8587155	9428184
9254225	9397749
9562249	9397749
4827696	4827695
8692308	4968692
4970360	9450120
8447892	9450120
8628380	9450120
8463267	9509403
2433160	2433158
7993527	2433158
9243407	2437213
4969646	8739202
7461711	2433333
8446272	9248110
6165139	5219994
8640667	
8899620	5707178
8522647	8547288
8932003	7261914
9023666	5706894
4970696	8647762
5220134	6165150
5712583	6165150
8608724	4262314
2440973	6165150
8589067	4262314
8885636	4262314
9571262	2439510
9517050	4969201
9254029	4969201
9255310	9563428
8452422	4973452
8857663	4266502
4265400	7655167
4265396	7769716
8819420	5219003
5787743	5706791
2440241	
4969893	9321717
9603558	8621602
5816499	2438288
4828432	2438288
5816502	2438288
7841879	2438288
8648454	9618628
4970598	9618628
8445030	9618628
4970798	9618628
9243461	8608043
9413016	8608043
7959662	2432284
9632566	5220190
9264802	8977005
8673175	8977005
4970618	8977005
5786652	2437246
4970229	9296153
8667433	9472604
4970425	9472604
8536087	9472604
8553153	4970317
8587998	9162320
9304202	4262314
9167207	4968692
9319727	5220190
2433002	7261914
9307472	
9237381	
9572700	
9387585	
9506499	
9315598	
9581327	
9298447	
9619472	
9415290	
9379371	
9497981	
9452253	
9610283	
9424226	
9351764	
9534937	
9343156	
9460758	
9272137	
9544078	
9334838	
9628148	
9298864	4829449
4825738	
4972804	
4834228	4834227
3240571	3240570
4827981	2437489
4827967	2437489
4827964	2437489
4827973	2437489
4828045	2437343
4827974	2437489
4827982	2437489
4827970	2437489
4828046	2437343
4827971	2437489
4827969	2437489
4827979	2437489
4827980	2437489
4828047	2437343
4828002	2437489
4827968	2437489
4827977	2437489
4827965	2437489
4827976	2437489
4827957	2437489
4827963	2437489
4827972	2437489
4827975	2437489
4827966	2437489
4969407	4830458
4830459	4830458
9447278	4830458
9552713	4830457
8556830	
5936232	
4577620	
8106586	2432931
4825777	
4825768	
4829382	
4829388	
8613683	
4825781	
4266923	7549160
8515641	
4825771	
8519412	
9119827	
8177624	5220041
4351842	5220041
4351840	5220041
5722771	5220041
2440521	5220041
2440520	5220041
4351839	5220041
4973109	
9762326	
8754575	2440894
8213726	2440894
8261957	5706811
9007563	5219713
7800436	5219713
8118339	5219713
9003390	5219713
8414964	5219713
7580147	5219713
7608404	5219713
9195664	5219713
8212299	5219713
7391981	5219713
7891864	5219713
8858723	5219713
9102781	5219713
9098542	5219713
8719125	5219713
7938231	5219713
8930017	
4973110	
4973108	
9221529	
2440395	2440394
2440396	2440394
4267377	5787169
5787170	5787169
7587055	5219534
8607202	5219635
2440617	5220069
5220071	5220069
4974771	4974655
8526592	8543279
5219670	
8633157	2440078
8582133	2433407
8615896	2433407
8566119	2433407
8504371	2433407
8536129	2433407
8664594	2433407
8458853	2433407
8700321	2433407
8632497	2433407
8231515	8023695
9080181	4263316
8967947	4263316
9177330	7261895
9228355	4265365
5707387	5786279
5786278	5786275
9353260	5786279
9150064	5786279
8869254	5786275
8728304	5786275
8760927	5786279
5707356	5786275
9113259	5786275
5707371	5786275
9620999	5786275
8936296	5786275
8450431	2439823
8990033	4263066
8462749	9512922
8611452	9512922
8586434	9512922
8512369	9454592
8691125	9454592
4263769	5786617
4263793	5786617
4263781	5786617
8807663	5786617
4263758	5786617
7261556	5786617
8908602	5786617
9190952	5786617
4263731	5786617
2440633	5220079
2440634	5220079
5220080	5220079
8811047	4266181
9050281	7261848
8800197	6163921
9407805	5219004
4267431	4264538
7419503	2438948
7845879	2438948
8089136	2438948
7920588	2438948
8165459	2438948
7771939	2438948
7348381	2438948
8241828	2438948
8920176	4265415
4969304	
8339697	2433161
8875470	
8680788	
8467502	9249242
8617087	2441226
8686786	9537435
4968681	8743157
9681510	9816312
9521348	9437527
4972191	9437527
4969481	9526917
8447621	9344180
9240101	4973180
9290573	4971060
9403131	2440894
4969971	9493684
6142162	9559062
9562319	5220069
9254286	5220069
8697382	9619902
9342957	9307677
4970246	9307677
4969804	9236664
9318236	2433407
4974877	9394152
9517458	8655610
9253694	8655610
4971980	9512922
8481410	9454592
5722756	5220079
5722745	5220079
9524112	9434790
4970362	9434790
9528226	8466241
8674833	9249242
9629763	8547307
5936055	9234678
9421284	9234678
4970376	9563777
5220070	5220069
2433200	5706811
2437404	5786617
5706551	5786617
9324870	5220041
9637980	5220041
4351960	2440394
2437660	4263066
4351774	5220079
9458932	
9574538	
9385807	
9411697	3240625
9579525	
9309212	
9381113	
7815165	
9499807	
9147600	2440799
9094138	2440799
9270206	
9385556	
9426273	
9579290	
9458689	
9266001	
8604492	5504
9309444	
9532830	
9413301	
9504444	
9239320	
9546171	
9574818	
9381362	
9341173	
8706229	9271077
9290609	
9480297	
9777749	
9599399	
9404935	
9496226	9435
9524211	
9362114	
9247345	
9288845	
9478413	
9282547	
9353807	
9592561	
9486920	
9606557	5491
9398424	
6142014	5491
9471725	
9368527	
9608196	
9561551	
9295555	5491
9297047	
9630523	
9523949	
9377099	
9317872	
9449971	
9332598	
9274348	
9434960	
9508830	
9463072	
9305222	
9583700	
9261871	
9570326	
9389858	
9495682	
9563649	
4825713	
9712568	
9590462	
9298963	
9469691	
9400382	5467
9489045	
9370564	
9280609	
4825715	
4829264	
4828203	
4825706	
9771239	
3240757	
8592513	4829995
8678969	4832959
4832271	2440708
4352127	2440708
4352137	2440708
4970949	7839881
9452957	7839881
5220095	2440708
4287958	2440708
4352126	2440708
4352143	2440708
4352130	2440708
3240187	2440708
4352139	2440708
3240190	2440708
4352121	2440708
4352122	2440708
4352132	2440708
4287959	2440708
4352193	2440708
4287957	2440708
4352196	2440708
4352199	2440708
2440746	2440708
3240186	2440708
3240189	2440708
4352197	2440708
4832272	2440708
4352194	2440708
4352195	2440708
4352142	2440708
8195154	2440708
4352138	2440708
4352144	2440708
4352141	2440708
4829831	4829830
4352120	2440708
2440747	2440708
4970980	2440708
3240185	2440708
4352128	2440708
4351407	2440690
4287966	2440362
8075857	2440362
4351398	2440690
4832388	2440362
2440702	2440690
3240242	2440690
4351879	2440362
3248349	2440362
4351870	2440362
2440354	2440362
4832453	2440690
4351878	2440362
3240243	2440690
4351408	2440690
4832384	2440362
6006449	2440362
2440355	2440362
1078110	2435345
9313621	4835314
4828041	2437364
4827961	2437364
4828019	2437364
4828008	2437453
4828029	2437364
4828016	2437364
4828006	2437453
7009326	2437364
4828017	2437364
3240599	2437364
4828022	2437364
5429052	2437364
9825091	2440256
3240131	2440256
4826082	2440256
7788613	2440256
5429006	2440256
5429007	2440256
4826090	2440256
7403214	2440256
4575909	2440256
7903702	2440256
4825445	2440256
3239384	3239383
4830673	4830672
4832044	5218553
4832038	5218553
8314519	5218553
4832041	5218553
4832043	5218553
4832047	5218553
3239755	5218553
4832046	5218553
4832045	5218553
4832037	2432737
7657364	5218553
4832042	5218553
4832040	5218553
8995890	
9440670	
4825680	
4825714	
4828823	
4825695	
4825701	
4829233	
4828714	
4825708	
4829241	
4825703	
4828711	
3240679	
4829252	
4827625	4827564
9594924	
4825700	
9731813	
4825707	
5428928	
4828201	
9400609	
4829238	
9444335	
4825704	
4829255	
4825716	
4825705	
6163858	2433451
6163857	2433451
8461238	2433451
4409348	2433451
8613154	2433451
9387385	
4828708	
8559695	4972205
7573328	2432286
4265402	7964865
9084569	5219720
8013334	5219720
7698134	5219720
7507934	5219720
8872567	5219720
8337292	5219720
7995837	5219720
8319247	5219720
8963748	5219720
7491449	5219720
4826079	
6163661	2433312
2433314	2433312
6163662	2433312
4266921	7519053
8352681	7519053
7984363	7519053
8024883	7519053
7480452	7519053
7652074	2433136
8545182	8654868
8621143	9514925
8493933	9514925
8454263	9514925
8514981	4975065
9784375	
9809734	
9106547	
8481412	4941148
4941519	4941148
4941830	4941148
8893885	4265242
8462228	8612037
8869990	4266320
6163507	6163506
8887513	4266462
6066885	4263050
6066887	4263050
6066886	4263050
9192992	4267297
8878617	6100688
6075612	6100688
5816546	2432291
4831968	4266471
9018290	5706974
9244540	7193973
9527153	7193973
9431812	7193973
9264875	7193973
9314791	7193973
9551871	7193973
9453087	7193973
8433186	7193973
9505690	7193973
9627260	7193973
2436528	7262006
9291882	7262006
8815627	7262006
8992128	7262006
4267436	4264491
9554311	9599933
9405423	9599933
9246869	9599933
8945893	4266838
8915000	
4941718	9369776
8602363	4970318
4265367	8316062
9301272	2441036
9094539	
8667684	8533382
7859606	4266990
8951689	2433331
9271475	7839881
9264749	7839881
8655893	9444009
9566435	4971407
4970597	9582145
9320327	8470030
8606342	9284389
4970676	9420844
9280960	8629712
4970090	9394819
4975097	8925221
4971524	9514925
8705410	9440116
8630704	9441275
9280573	8830356
4968637	8830356
8486532	8830356
8596290	9599933
9361602	9599933
4974734	9534129
9562835	9369776
4941645	9369776
4969770	7193973
2436599	4266990
4971517	4835314
9504454	4835314
4971523	9514925
8496445	5467
9558195	4972205
9517832	9514925
9326616	9514925
9253328	9514925
4970960	7839881
9498690	7839881
7261992	7519053
2433081	4265242
9424095	
9343289	
9563769	
9307329	
9280478	
9590329	
9489174	
9469559	
9237268	
9619347	
9396241	
9543960	
9415416	
7405367	
9610432	
4825635	
9535051	
9370687	
9322191	5219965
9255527	
4825622	
4834772	3240362
4834771	3240362
4834770	3240362
4834769	3240362
3240363	3240362
4827985	2437562
3240595	3240594
4829425	3240594
4827986	2437562
4827950	2437562
8107869	2435291
3239674	2435291
6006393	2435291
4834650	2435291
4834648	2435291
4834652	2435291
4834649	2435291
8517642	2435291
4834651	2435291
3239668	2435291
4830120	4834508
4826724	4834509
7009355	4834508
3239155	4834508
3239380	4834509
9565970	4830476
9516050	4830664
8063662	2435270
9518100	2435270
8686359	
8466663	4835770
4827576	2436436
4827600	2436436
4827603	2436436
4827590	2436436
4827593	2436436
4827613	2436436
4827605	2436436
4827602	2436436
4827610	2436436
4827601	2436436
8887224	2436436
4827591	2436436
4827607	2436436
7881642	2436436
4827599	2436436
4827592	2436436
4827598	2436436
4827589	2436436
4827608	2436436
9073045	2436436
4827612	2436436
4827587	2436436
4827627	2436436
4827606	2436436
8918155	
4827615	2436436
4827588	2436436
4827616	2436436
8883471	2436436
4827609	2436436
5220034	5220033
8681955	5220033
7380509	5220033
4825832	
4825628	
4825623	
8180753	2437852
8797320	2437852
4970531	4970529
8609399	4970529
7539359	2433287
8619367	5936194
8539456	5936194
8661025	5936194
4263186	7436169
8481584	5936355
9582918	4974888
9025617	5219715
7369685	5219715
8784389	5219715
