taxon_id	taxon_name	tree_name
1112	Lemniscomys bellieri	mammalST_bestDates.dnd
1113	Lemniscomys griselda	mammalST_bestDates.dnd
1114	Lemniscomys hoogstraali	mammalST_bestDates.dnd
1115	Lemniscomys linulus	mammalST_bestDates.dnd
1116	Lemniscomys macculus	mammalST_bestDates.dnd
1117	Lemniscomys mittendorfi	mammalST_bestDates.dnd
1118	Lemniscomys rosalia	mammalST_bestDates.dnd
1119	Lemniscomys roseveari	mammalST_bestDates.dnd
1120	Lemniscomys striatus	mammalST_bestDates.dnd
1121	Leopoldamys edwardsi	mammalST_bestDates.dnd
1122	Leopoldamys neilli	mammalST_bestDates.dnd
1123	Leopoldamys sabanus	mammalST_bestDates.dnd
1124	Leopoldamys siporanus	mammalST_bestDates.dnd
1125	Malacomys cansdalei	mammalST_bestDates.dnd
1126	Malacomys edwardsi	mammalST_bestDates.dnd
1127	Malacomys longipes	mammalST_bestDates.dnd
1128	Malacomys lukolelae	mammalST_bestDates.dnd
1129	Malacomys verschureni	mammalST_bestDates.dnd
1130	Mastomys angolensis	mammalST_bestDates.dnd
1131	Mastomys coucha	mammalST_bestDates.dnd
1132	Mastomys erythroleucus	mammalST_bestDates.dnd
1133	Mastomys hildebrandtii	mammalST_bestDates.dnd
1134	Mastomys natalensis	mammalST_bestDates.dnd
1135	Mastomys pernanus	mammalST_bestDates.dnd
1136	Mastomys shortridgei	mammalST_bestDates.dnd
1137	Mastomys verheyeni	mammalST_bestDates.dnd
1138	Maxomys alticola	mammalST_bestDates.dnd
1139	Maxomys baeodon	mammalST_bestDates.dnd
1140	Maxomys bartelsii	mammalST_bestDates.dnd
1141	Maxomys dollmani	mammalST_bestDates.dnd
1142	Maxomys hellwaldii	mammalST_bestDates.dnd
1143	Maxomys hylomyoides	mammalST_bestDates.dnd
1144	Maxomys inas	mammalST_bestDates.dnd
1145	Maxomys inflatus	mammalST_bestDates.dnd
1146	Maxomys moi	mammalST_bestDates.dnd
1147	Maxomys musschenbroekii	mammalST_bestDates.dnd
1148	Maxomys ochraceiventer	mammalST_bestDates.dnd
1149	Maxomys pagensis	mammalST_bestDates.dnd
1150	Maxomys panglima	mammalST_bestDates.dnd
1151	Maxomys rajah	mammalST_bestDates.dnd
1152	Maxomys surifer	mammalST_bestDates.dnd
1153	Maxomys wattsi	mammalST_bestDates.dnd
1154	Maxomys whiteheadi	mammalST_bestDates.dnd
1155	Mylomys dybowskii	mammalST_bestDates.dnd
1156	Nesokia bunnii	mammalST_bestDates.dnd
1157	Nesokia indica	mammalST_bestDates.dnd
1158	Niviventer andersoni	mammalST_bestDates.dnd
1159	Niviventer brahma	mammalST_bestDates.dnd
1160	Niviventer confucianus	mammalST_bestDates.dnd
1161	Niviventer coxingi	mammalST_bestDates.dnd
1162	Niviventer cremoriventer	mammalST_bestDates.dnd
1163	Niviventer culturatus	mammalST_bestDates.dnd
1164	Niviventer eha	mammalST_bestDates.dnd
1165	Niviventer excelsior	mammalST_bestDates.dnd
1166	Niviventer fulvescens	mammalST_bestDates.dnd
1167	Niviventer hinpoon	mammalST_bestDates.dnd
1168	Niviventer langbianis	mammalST_bestDates.dnd
1169	Niviventer lepturus	mammalST_bestDates.dnd
1170	Niviventer niviventer	mammalST_bestDates.dnd
1171	Niviventer rapit	mammalST_bestDates.dnd
1172	Niviventer tenaster	mammalST_bestDates.dnd
1173	Paruromys dominator	mammalST_bestDates.dnd
1174	Paruromys ursinus	mammalST_bestDates.dnd
1175	Phloeomys cumingi	mammalST_bestDates.dnd
1176	Phloeomys pallidus	mammalST_bestDates.dnd
1177	Pithecheir melanurus	mammalST_bestDates.dnd
1178	Pithecheir parvus	mammalST_bestDates.dnd
1179	Pogonomys championi	mammalST_bestDates.dnd
1180	Pogonomys loriae	mammalST_bestDates.dnd
1181	Pogonomys macrourus	mammalST_bestDates.dnd
1182	Pogonomys sylvestris	mammalST_bestDates.dnd
1183	Praomys delectorum	mammalST_bestDates.dnd
1184	Praomys hartwigi	mammalST_bestDates.dnd
1185	Praomys jacksoni	mammalST_bestDates.dnd
1186	Praomys minor	mammalST_bestDates.dnd
1187	Praomys misonnei	mammalST_bestDates.dnd
1188	Praomys morio	mammalST_bestDates.dnd
1189	Praomys mutoni	mammalST_bestDates.dnd
1190	Praomys rostratus	mammalST_bestDates.dnd
1191	Praomys tullbergi	mammalST_bestDates.dnd
1192	Rattus annandalei	mammalST_bestDates.dnd
1193	Rattus enganus	mammalST_bestDates.dnd
1194	Rattus exulans	mammalST_bestDates.dnd
1195	Rattus hoogerwerfi	mammalST_bestDates.dnd
1196	Rattus korinchi	mammalST_bestDates.dnd
1197	Rattus montanus	mammalST_bestDates.dnd
1198	Rattus ranjiniae	mammalST_bestDates.dnd
1199	Rattus stoicus	mammalST_bestDates.dnd
1200	Rattus norvegicus	mammalST_bestDates.dnd
1201	Stenomys ceramicus	mammalST_bestDates.dnd
1202	Stenomys niobe	mammalST_bestDates.dnd
1203	Stenomys richardsoni	mammalST_bestDates.dnd
1204	Stenomys vandeuseni	mammalST_bestDates.dnd
1205	Stenomys verecundus	mammalST_bestDates.dnd
1206	Sundamys infraluteus	mammalST_bestDates.dnd
1207	Sundamys maxi	mammalST_bestDates.dnd
1208	Sundamys muelleri	mammalST_bestDates.dnd
1209	Taeromys arcuatus	mammalST_bestDates.dnd
1210	Taeromys callitrichus	mammalST_bestDates.dnd
1211	Taeromys celebensis	mammalST_bestDates.dnd
1212	Taeromys hamatus	mammalST_bestDates.dnd
1213	Taeromys punicans	mammalST_bestDates.dnd
1214	Taeromys taerae	mammalST_bestDates.dnd
1215	Vandeleuria nolthenii	mammalST_bestDates.dnd
1216	Vandeleuria oleracea	mammalST_bestDates.dnd
1217	Zelotomys hildegardeae	mammalST_bestDates.dnd
1218	Zelotomys woosnami	mammalST_bestDates.dnd
1219	Cricetus cricetus	mammalST_bestDates.dnd
1220	Cricetulus alticola	mammalST_bestDates.dnd
1221	Cricetulus barabensis	mammalST_bestDates.dnd
1222	Cricetulus kamensis	mammalST_bestDates.dnd
1223	Cricetulus longicaudatus	mammalST_bestDates.dnd
1224	Cricetulus migratorius	mammalST_bestDates.dnd
1225	Cricetulus sokolovi	mammalST_bestDates.dnd
1226	Mesocricetus auratus	mammalST_bestDates.dnd
1227	Mesocricetus brandti	mammalST_bestDates.dnd
1228	Mesocricetus newtoni	mammalST_bestDates.dnd
1229	Mesocricetus raddei	mammalST_bestDates.dnd
1230	Phodopus campbelli	mammalST_bestDates.dnd
1231	Phodopus roborovskii	mammalST_bestDates.dnd
1232	Phodopus sungorus	mammalST_bestDates.dnd
1233	Dinaromys bogdanovi	mammalST_bestDates.dnd
1234	Arvicola sapidus	mammalST_bestDates.dnd
1235	Arvicola terrestris	mammalST_bestDates.dnd
1236	Blanfordimys afghanus	mammalST_bestDates.dnd
1237	Blanfordimys bucharicus	mammalST_bestDates.dnd
1238	Chionomys gud	mammalST_bestDates.dnd
1239	Chionomys nivalis	mammalST_bestDates.dnd
1240	Chionomys roberti	mammalST_bestDates.dnd
1241	Dicrostonyx exsul	mammalST_bestDates.dnd
1242	Dicrostonyx groenlandicus	mammalST_bestDates.dnd
1243	Dicrostonyx hudsonius	mammalST_bestDates.dnd
1244	Dicrostonyx kilangmiutak	mammalST_bestDates.dnd
1245	Dicrostonyx nelsoni	mammalST_bestDates.dnd
1246	Dicrostonyx nunatakensis	mammalST_bestDates.dnd
1247	Dicrostonyx richardsoni	mammalST_bestDates.dnd
1248	Dicrostonyx rubricatus	mammalST_bestDates.dnd
1249	Dicrostonyx torquatus	mammalST_bestDates.dnd
1250	Dicrostonyx unalascensis	mammalST_bestDates.dnd
1251	Dicrostonyx vinogradovi	mammalST_bestDates.dnd
1252	Prometheomys schaposchnikowi	mammalST_bestDates.dnd
1253	Lagurus lagurus	mammalST_bestDates.dnd
1254	Lasiopodomys brandtii	mammalST_bestDates.dnd
1255	Lasiopodomys fuscus	mammalST_bestDates.dnd
1256	Lasiopodomys mandarinus	mammalST_bestDates.dnd
1257	Microtus guatemalensis	mammalST_bestDates.dnd
1258	Microtus longicaudus	mammalST_bestDates.dnd
1259	Microtus mexicanus	mammalST_bestDates.dnd
1260	Microtus oaxacensis	mammalST_bestDates.dnd
1261	Microtus umbrosus	mammalST_bestDates.dnd
1262	Microtus ochrogaster	mammalST_bestDates.dnd
1263	Volemys clarkei	mammalST_bestDates.dnd
1264	Volemys kikuchii	mammalST_bestDates.dnd
1265	Volemys millicens	mammalST_bestDates.dnd
1266	Volemys musseri	mammalST_bestDates.dnd
1267	Rhombomys opimus	mammalST_bestDates.dnd
1268	Desmodillus auricularis	mammalST_bestDates.dnd
1269	Microdillus peeli	mammalST_bestDates.dnd
1270	Tatera boehmi	mammalST_bestDates.dnd
1271	Tatera indica	mammalST_bestDates.dnd
1272	Taterillus arenarius	mammalST_bestDates.dnd
1273	Taterillus congicus	mammalST_bestDates.dnd
1274	Taterillus emini	mammalST_bestDates.dnd
1275	Taterillus gracilis	mammalST_bestDates.dnd
1276	Taterillus harringtoni	mammalST_bestDates.dnd
1277	Taterillus lacustris	mammalST_bestDates.dnd
1278	Taterillus petteri	mammalST_bestDates.dnd
1279	Taterillus pygargus	mammalST_bestDates.dnd
1280	Saccostomus campestris	mammalST_bestDates.dnd
1281	Saccostomus mearnsi	mammalST_bestDates.dnd
1282	Brachytarsomys albicauda	mammalST_bestDates.dnd
1283	Hypogeomys antimena	mammalST_bestDates.dnd
1284	Macrotarsomys bastardi	mammalST_bestDates.dnd
1285	Macrotarsomys ingens	mammalST_bestDates.dnd
1286	Cannomys badius	mammalST_bestDates.dnd
1287	Tachyoryctes ankoliae	mammalST_bestDates.dnd
1288	Tachyoryctes annectens	mammalST_bestDates.dnd
1289	Tachyoryctes audax	mammalST_bestDates.dnd
1290	Tachyoryctes daemon	mammalST_bestDates.dnd
1291	Tachyoryctes macrocephalus	mammalST_bestDates.dnd
1292	Tachyoryctes naivashae	mammalST_bestDates.dnd
1293	Tachyoryctes rex	mammalST_bestDates.dnd
1294	Tachyoryctes ruandae	mammalST_bestDates.dnd
1295	Tachyoryctes ruddi	mammalST_bestDates.dnd
1296	Tachyoryctes spalacinus	mammalST_bestDates.dnd
1297	Tachyoryctes splendens	mammalST_bestDates.dnd
1298	Petromyscus barbouri	mammalST_bestDates.dnd
1299	Petromyscus collinus	mammalST_bestDates.dnd
1300	Petromyscus monticularis	mammalST_bestDates.dnd
1301	Petromyscus shortridgei	mammalST_bestDates.dnd
1302	Steatomys caurinus	mammalST_bestDates.dnd
1303	Steatomys cuppedius	mammalST_bestDates.dnd
1304	Steatomys jacksoni	mammalST_bestDates.dnd
1305	Steatomys krebsii	mammalST_bestDates.dnd
1306	Steatomys parvus	mammalST_bestDates.dnd
1307	Steatomys pratensis	mammalST_bestDates.dnd
1308	Nannospalax ehrenbergi	mammalST_bestDates.dnd
1309	Nannospalax leucodon	mammalST_bestDates.dnd
1310	Nannospalax nehringi	mammalST_bestDates.dnd
1311	Spalax arenarius	mammalST_bestDates.dnd
1312	Spalax giganteus	mammalST_bestDates.dnd
1313	Spalax graecus	mammalST_bestDates.dnd
1314	Spalax microphthalmus	mammalST_bestDates.dnd
1315	Spalax zemni	mammalST_bestDates.dnd
1316	Typhlomys chapensis	mammalST_bestDates.dnd
1317	Typhlomys cinereus	mammalST_bestDates.dnd
1318	Perognathus alticola	mammalST_bestDates.dnd
1319	Perognathus amplus	mammalST_bestDates.dnd
1320	Perognathus fasciatus	mammalST_bestDates.dnd
1321	Perognathus flavescens	mammalST_bestDates.dnd
1322	Perognathus flavus	mammalST_bestDates.dnd
1323	Perognathus inornatus	mammalST_bestDates.dnd
1324	Perognathus longimembris	mammalST_bestDates.dnd
1325	Perognathus merriami	mammalST_bestDates.dnd
1326	Perognathus parvus	mammalST_bestDates.dnd
1327	Perognathus xanthanotus	mammalST_bestDates.dnd
1328	Chaetodipus formosus	mammalST_bestDates.dnd
1329	Microdipodops megacephalus	mammalST_bestDates.dnd
1330	Microdipodops pallidus	mammalST_bestDates.dnd
1331	Thomomys bulbivorus	mammalST_bestDates.dnd
1332	Thomomys talpoides	mammalST_bestDates.dnd
1333	Thomomys monticola	mammalST_bestDates.dnd
1334	Thomomys mazama	mammalST_bestDates.dnd
1335	Geomys pinetis	mammalST_bestDates.dnd
1336	Cavia porcellus	mammalST_bestDates.dnd
1337	Cavia tschudii	mammalST_bestDates.dnd
1338	Cavia aperea	mammalST_bestDates.dnd
1339	Cavia fulgida	mammalST_bestDates.dnd
1340	Cavia magna	mammalST_bestDates.dnd
1341	Myoprocta acouchy	mammalST_bestDates.dnd
1342	Myoprocta exilis	mammalST_bestDates.dnd
1343	Dasyprocta punctata	mammalST_bestDates.dnd
1344	Dasyprocta leporina	mammalST_bestDates.dnd
1345	Dasyprocta azarae	mammalST_bestDates.dnd
1346	Dasyprocta coibae	mammalST_bestDates.dnd
1347	Dasyprocta cristata	mammalST_bestDates.dnd
1348	Dasyprocta fuliginosa	mammalST_bestDates.dnd
1349	Dasyprocta guamara	mammalST_bestDates.dnd
1350	Dasyprocta kalinowskii	mammalST_bestDates.dnd
1351	Dasyprocta mexicana	mammalST_bestDates.dnd
1352	Dasyprocta prymnolopha	mammalST_bestDates.dnd
1353	Dasyprocta ruatanica	mammalST_bestDates.dnd
1354	Myocastor coypus	mammalST_bestDates.dnd
1355	Plagiodontia aedium	mammalST_bestDates.dnd
1356	Isolobodon portoricensis	mammalST_bestDates.dnd
1357	Hystrix africaeaustralis	mammalST_bestDates.dnd
1358	Hystrix cristata	mammalST_bestDates.dnd
1359	Hystrix brachyura	mammalST_bestDates.dnd
1360	Hystrix crassispinis	mammalST_bestDates.dnd
1361	Hystrix indica	mammalST_bestDates.dnd
1362	Hystrix javanica	mammalST_bestDates.dnd
1363	Hystrix pumila	mammalST_bestDates.dnd
1364	Hystrix sumatrae	mammalST_bestDates.dnd
1365	Atherurus macrourus	mammalST_bestDates.dnd
1366	Atherurus africanus	mammalST_bestDates.dnd
1367	Heliophobius argenteocinereus	mammalST_bestDates.dnd
1368	Sphiggurus insidiosus	mammalST_bestDates.dnd
1369	Sphiggurus villosus	mammalST_bestDates.dnd
1370	Sphiggurus mexicanus	mammalST_bestDates.dnd
1371	Sphiggurus spinosus	mammalST_bestDates.dnd
1372	Sphiggurus vestitus	mammalST_bestDates.dnd
1373	Coendou bicolor	mammalST_bestDates.dnd
1374	Coendou prehensilis	mammalST_bestDates.dnd
1375	Coendou koopmani	mammalST_bestDates.dnd
1376	Coendou rothschildi	mammalST_bestDates.dnd
1377	Sciurotamias davidianus	mammalST_bestDates.dnd
1378	Sciurotamias forresti	mammalST_bestDates.dnd
1379	Atlantoxerus getulus	mammalST_bestDates.dnd
1380	Menetes berdmorei	mammalST_bestDates.dnd
1381	Rhinosciurus laticaudatus	mammalST_bestDates.dnd
1382	Funambulus tristriatus	mammalST_bestDates.dnd
1383	Exilisciurus concinnus	mammalST_bestDates.dnd
1384	Sundasciurus brookei	mammalST_bestDates.dnd
1385	Sundasciurus jentinki	mammalST_bestDates.dnd
1386	Sundasciurus davensis	mammalST_bestDates.dnd
1387	Sundasciurus fraterculus	mammalST_bestDates.dnd
1388	Sundasciurus hippurus	mammalST_bestDates.dnd
1389	Sundasciurus hoogstraali	mammalST_bestDates.dnd
1390	Sundasciurus juvencus	mammalST_bestDates.dnd
1391	Sundasciurus lowii	mammalST_bestDates.dnd
1392	Sundasciurus mindanensis	mammalST_bestDates.dnd
1393	Sundasciurus moellendorffi	mammalST_bestDates.dnd
1394	Sundasciurus philippinensis	mammalST_bestDates.dnd
1395	Sundasciurus rabori	mammalST_bestDates.dnd
1396	Sundasciurus samarensis	mammalST_bestDates.dnd
1397	Sundasciurus steerii	mammalST_bestDates.dnd
1398	Sundasciurus tenuis	mammalST_bestDates.dnd
1399	Sylvilagus bachmani	mammalST_bestDates.dnd
1400	Sylvilagus mansuetus	mammalST_bestDates.dnd
1401	Ochotona thomasi	mammalST_bestDates.dnd
1402	Allenopithecus nigroviridis	mammalST_bestDates.dnd
1403	Gorilla gorilla	mammalST_bestDates.dnd
1404	Hylobates syndactylus	mammalST_bestDates.dnd
1405	Hylobates gabriellae	mammalST_bestDates.dnd
1406	Alouatta belzebul	mammalST_bestDates.dnd
1407	Alouatta caraya	mammalST_bestDates.dnd
1408	Alouatta fusca	mammalST_bestDates.dnd
1409	Alouatta pigra	mammalST_bestDates.dnd
1410	Saguinus inustus	mammalST_bestDates.dnd
1411	Cebus apella	mammalST_bestDates.dnd
1412	Microcebus coquereli	mammalST_bestDates.dnd
1413	Avahi laniger	mammalST_bestDates.dnd
1414	Galago gallarum	mammalST_bestDates.dnd
1415	Galago matschiei	mammalST_bestDates.dnd
1416	Antilocapra americana	mammalST_bestDates.dnd
1417	Tragulus javanicus	mammalST_bestDates.dnd
1418	Tragulus napu	mammalST_bestDates.dnd
1419	Hylochoerus meinertzhageni	mammalST_bestDates.dnd
1420	Phacochoerus aethiopicus	mammalST_bestDates.dnd
1421	Phacochoerus africanus	mammalST_bestDates.dnd
1422	Odobenus rosmarus	mammalST_bestDates.dnd
1423	Ursus americanus	mammalST_bestDates.dnd
1424	Pseudalopex vetulus	mammalST_bestDates.dnd
1425	Urocyon cinereoargenteus	mammalST_bestDates.dnd
1426	Urocyon littoralis	mammalST_bestDates.dnd
1427	Herpailurus yaguarondi	mammalST_bestDates.dnd
1428	Puma concolor	mammalST_bestDates.dnd
1429	Galidictis fasciata	mammalST_bestDates.dnd
1430	Galidictis grandidieri	mammalST_bestDates.dnd
1431	Eupleres goudotii	mammalST_bestDates.dnd
1432	Fossa fossana	mammalST_bestDates.dnd
1433	Cynopterus horsfieldi	mammalST_bestDates.dnd
1434	Cynopterus titthaecheilus	mammalST_bestDates.dnd
1435	Scotonycteris ophiodon	mammalST_bestDates.dnd
1436	Scotonycteris zenkeri	mammalST_bestDates.dnd
1437	Hypsignathus monstrosus	mammalST_bestDates.dnd
1438	Syconycteris australis	mammalST_bestDates.dnd
1439	Syconycteris carolinae	mammalST_bestDates.dnd
1440	Syconycteris hobbit	mammalST_bestDates.dnd
1441	Notopteris macdonaldi	mammalST_bestDates.dnd
1442	Dobsonia minor	mammalST_bestDates.dnd
1443	Dobsonia peroni	mammalST_bestDates.dnd
1444	Dobsonia emersa	mammalST_bestDates.dnd
1445	Dobsonia exoleta	mammalST_bestDates.dnd
1446	Dobsonia moluccensis	mammalST_bestDates.dnd
1447	Dobsonia pannietensis	mammalST_bestDates.dnd
1448	Styloctenium wallacei	mammalST_bestDates.dnd
1449	Neopteryx frosti	mammalST_bestDates.dnd
1450	Saccolaimus pluto	mammalST_bestDates.dnd
1451	Saccolaimus saccolaimus	mammalST_bestDates.dnd
1452	Coleura afra	mammalST_bestDates.dnd
1453	Coleura seychellensis	mammalST_bestDates.dnd
1454	Emballonura alecto	mammalST_bestDates.dnd
1455	Emballonura monticola	mammalST_bestDates.dnd
1456	Cyttarops alecto	mammalST_bestDates.dnd
1457	Nycteris javanica	mammalST_bestDates.dnd
1458	Nycteris tragata	mammalST_bestDates.dnd
1459	Nycteris arge	mammalST_bestDates.dnd
1460	Nycteris intermedia	mammalST_bestDates.dnd
1461	Nycteris major	mammalST_bestDates.dnd
1462	Nycteris nana	mammalST_bestDates.dnd
1463	Rhinolophus monoceros	mammalST_bestDates.dnd
1464	Rhinolophus pusillus	mammalST_bestDates.dnd
1465	Mormoops blainvillii	mammalST_bestDates.dnd
1466	Mormoops megalophylla	mammalST_bestDates.dnd
1467	Pteronotus parnellii	mammalST_bestDates.dnd
1468	Diphylla ecaudata	mammalST_bestDates.dnd
1469	Cheiromeles torquatus	mammalST_bestDates.dnd
1470	Molossops aequatorianus	mammalST_bestDates.dnd
1471	Molossops mattogrossensis	mammalST_bestDates.dnd
1472	Mormopterus setiger	mammalST_bestDates.dnd
1473	Mormopterus petrophilus	mammalST_bestDates.dnd
1474	Tadarida espiritosantensis	mammalST_bestDates.dnd
1475	Scotoecus albofuscus	mammalST_bestDates.dnd
1476	Scotoecus hirundo	mammalST_bestDates.dnd
1477	Pipistrellus arabicus	mammalST_bestDates.dnd
1478	Pipistrellus nanus	mammalST_bestDates.dnd
1479	Pipistrellus kitcheneri	mammalST_bestDates.dnd
1480	Pipistrellus lophurus	mammalST_bestDates.dnd
1481	Pipistrellus affinis	mammalST_bestDates.dnd
1482	Pipistrellus mordax	mammalST_bestDates.dnd
1483	Pipistrellus petersi	mammalST_bestDates.dnd
1484	Nycticeius balstoni	mammalST_bestDates.dnd
1485	Pipistrellus ariel	mammalST_bestDates.dnd
1486	Pipistrellus bodenheimeri	mammalST_bestDates.dnd
1487	Pipistrellus savii	mammalST_bestDates.dnd
1488	Chalinolobus dwyeri	mammalST_bestDates.dnd
1489	Chalinolobus gouldii	mammalST_bestDates.dnd
1490	Chalinolobus morio	mammalST_bestDates.dnd
1491	Chalinolobus nigrogriseus	mammalST_bestDates.dnd
1492	Chalinolobus picatus	mammalST_bestDates.dnd
1493	Rhogeessa mira	mammalST_bestDates.dnd
1494	Lasiurus ega	mammalST_bestDates.dnd
1495	Lasiurus intermedius	mammalST_bestDates.dnd
1496	Lasiurus cinereus	mammalST_bestDates.dnd
1497	Lasiurus castaneus	mammalST_bestDates.dnd
1498	Eptesicus flavescens	mammalST_bestDates.dnd
1499	Eptesicus rendalli	mammalST_bestDates.dnd
1500	Eptesicus tenuipinnis	mammalST_bestDates.dnd
1501	Eptesicus brunneus	mammalST_bestDates.dnd
1502	Eptesicus capensis	mammalST_bestDates.dnd
1503	Eptesicus guineensis	mammalST_bestDates.dnd
1504	Eptesicus melckorum	mammalST_bestDates.dnd
1505	Eptesicus somalicus	mammalST_bestDates.dnd
1506	Nyctophilus arnhemensis	mammalST_bestDates.dnd
1507	Nyctophilus geoffroyi	mammalST_bestDates.dnd
1508	Nyctophilus gouldi	mammalST_bestDates.dnd
1509	Nyctophilus heran	mammalST_bestDates.dnd
1510	Nyctophilus microdon	mammalST_bestDates.dnd
1511	Nyctophilus microtis	mammalST_bestDates.dnd
1512	Nyctophilus timoriensis	mammalST_bestDates.dnd
1513	Nyctophilus walkeri	mammalST_bestDates.dnd
1514	Barbastella barbastellus	mammalST_bestDates.dnd
1515	Barbastella leucomelas	mammalST_bestDates.dnd
1516	Scotomanes emarginatus	mammalST_bestDates.dnd
1517	Scotomanes ornatus	mammalST_bestDates.dnd
1518	Scotophilus kuhlii	mammalST_bestDates.dnd
1519	Scotophilus nigrita	mammalST_bestDates.dnd
1520	Pipistrellus minahassae	mammalST_bestDates.dnd
1521	Pipistrellus ceylonicus	mammalST_bestDates.dnd
1522	Pipistrellus aegyptius	mammalST_bestDates.dnd
1523	Pipistrellus aero	mammalST_bestDates.dnd
1524	Pipistrellus inexspectatus	mammalST_bestDates.dnd
1525	Pipistrellus kuhlii	mammalST_bestDates.dnd
1526	Pipistrellus maderensis	mammalST_bestDates.dnd
1527	Pipistrellus rusticus	mammalST_bestDates.dnd
1528	Eptesicus nasutus	mammalST_bestDates.dnd
1529	Harpiocephalus harpia	mammalST_bestDates.dnd
1530	Myotis lesueuri	mammalST_bestDates.dnd
1531	Myotis seabrai	mammalST_bestDates.dnd
1532	Myotis macrotarsus	mammalST_bestDates.dnd
1533	Myotis stalkeri	mammalST_bestDates.dnd
1534	Myotis vivesi	mammalST_bestDates.dnd
1535	Myotis riparius	mammalST_bestDates.dnd
1536	Myotis adversus	mammalST_bestDates.dnd
1537	Myotis bocagei	mammalST_bestDates.dnd
1538	Myotis hasseltii	mammalST_bestDates.dnd
1539	Myotis horsfieldii	mammalST_bestDates.dnd
1540	Myotis capaccinii	mammalST_bestDates.dnd
1541	Myotis daubentoni	mammalST_bestDates.dnd
1542	Myotis longipes	mammalST_bestDates.dnd
1543	Myotis macrodactylus	mammalST_bestDates.dnd
1544	Myotis pruinosus	mammalST_bestDates.dnd
1545	Myotis siligorensis	mammalST_bestDates.dnd
1546	Myotis scotti	mammalST_bestDates.dnd
1547	Talpa altaica	mammalST_bestDates.dnd
1548	Talpa streeti	mammalST_bestDates.dnd
1549	Talpa stankovici	mammalST_bestDates.dnd
1550	Talpa romana	mammalST_bestDates.dnd
1551	Talpa occidentalis	mammalST_bestDates.dnd
1552	Talpa europaea	mammalST_bestDates.dnd
1553	Talpa caucasica	mammalST_bestDates.dnd
1554	Talpa caeca	mammalST_bestDates.dnd
1555	Talpa levantis	mammalST_bestDates.dnd
1556	Parascalops breweri	mammalST_bestDates.dnd
1557	Urotrichus pilirostris	mammalST_bestDates.dnd
1558	Urotrichus talpoides	mammalST_bestDates.dnd
1559	Atelerix albiventris	mammalST_bestDates.dnd
1560	Atelerix sclateri	mammalST_bestDates.dnd
1561	Sorex trowbridgii	mammalST_bestDates.dnd
1562	Sorex arizonae	mammalST_bestDates.dnd
1563	Sorex merriami	mammalST_bestDates.dnd
1564	Blarina carolinensis	mammalST_bestDates.dnd
1565	Blarina brevicauda	mammalST_bestDates.dnd
1566	Cryptotis gracilis	mammalST_bestDates.dnd
1567	Cryptotis endersi	mammalST_bestDates.dnd
1568	Cryptotis hondurensis	mammalST_bestDates.dnd
1569	Cryptotis avia	mammalST_bestDates.dnd
1570	Cryptotis mexicana	mammalST_bestDates.dnd
1571	Cryptotis goldmani	mammalST_bestDates.dnd
1572	Cryptotis squamipes	mammalST_bestDates.dnd
1573	Cryptotis montivaga	mammalST_bestDates.dnd
1574	Soriculus caudatus	mammalST_bestDates.dnd
1575	Soriculus macrurus	mammalST_bestDates.dnd
1576	Soriculus fumidus	mammalST_bestDates.dnd
1577	Soriculus leucops	mammalST_bestDates.dnd
1578	Soriculus nigrescens	mammalST_bestDates.dnd
1579	Soriculus parca	mammalST_bestDates.dnd
1580	Soriculus smithii	mammalST_bestDates.dnd
1581	Soriculus hypsibius	mammalST_bestDates.dnd
1582	Soriculus lamula	mammalST_bestDates.dnd
1583	Soriculus salenskii	mammalST_bestDates.dnd
1584	Dactylopsila megalura	mammalST_bestDates.dnd
1585	Dactylopsila palpator	mammalST_bestDates.dnd
1586	Dactylopsila tatei	mammalST_bestDates.dnd
1587	Dactylopsila trivirgata	mammalST_bestDates.dnd
1588	Pseudochirops corinnae	mammalST_bestDates.dnd
1589	Pseudocheirus forbesi	mammalST_bestDates.dnd
1590	Spilocuscus maculatus	mammalST_bestDates.dnd
1591	Spilocuscus rufoniger	mammalST_bestDates.dnd
1592	Trichosurus caninus	mammalST_bestDates.dnd
1593	Dendrolagus bennettianus	mammalST_bestDates.dnd
1594	Dorcopsis atrata	mammalST_bestDates.dnd
1595	Dorcopsis hageni	mammalST_bestDates.dnd
1596	Dorcopsis luctuosa	mammalST_bestDates.dnd
1597	Dorcopsis muelleri	mammalST_bestDates.dnd
1598	Dorcopsulus macleayi	mammalST_bestDates.dnd
1599	Dorcopsulus vanheurni	mammalST_bestDates.dnd
1600	Antechinus stuartii	mammalST_bestDates.dnd
1601	Antechinus naso	mammalST_bestDates.dnd
1602	Murexia longicaudata	mammalST_bestDates.dnd
1603	Sarcophilus laniarius	mammalST_bestDates.dnd
1604	Neophascogale lorentzi	mammalST_bestDates.dnd
1605	Sminthopsis aitkeni	mammalST_bestDates.dnd
1606	Sminthopsis griseoventer	mammalST_bestDates.dnd
1607	Sminthopsis granulipes	mammalST_bestDates.dnd
1608	Sminthopsis macroura	mammalST_bestDates.dnd
1609	Sicista betulina	mammalST_bestDates.dnd
1610	Sicista tianshanica	mammalST_bestDates.dnd
1611	Sicista kazbegica	mammalST_bestDates.dnd
1612	Sicista armenica	mammalST_bestDates.dnd
1613	Sicista caucasica	mammalST_bestDates.dnd
1614	Sicista caudata	mammalST_bestDates.dnd
