tsn	completename
9215845	Herpestes ichneumon aithos
5739449	Viverra ichneumon
6164074	Herpestes ichneumon widdringtonii
6164080	Herpestes ichneumon centralis
6164078	Herpestes ichneumon sangronizi
6164082	Herpestes ichneumon mababiensis
6164079	Herpestes ichneumon numidicus
6164077	Herpestes ichneumon angolensis
7059359	Herpestes ichneumon ichneumon
6164076	Herpestes ichneumon funestus
9266588	Indomeryx pilgrimi
9249448	Dicotyles tajacu
4262863	Pecari tajacu nigrescens
4262861	Pecari tajacu crassus
4262857	Pecari tajacu humeralis
4262855	Pecari tajacu yucatanensis
4262862	Pecari tajacu nanus
9521909	Sus tajacu
4262859	Pecari tajacu sonoriensis
4262856	Pecari tajacu bangsi
7706596	Dicotyliles tajacu
4262853	Pecari tajacu nelsoni
4262864	Pecari tajacu torvus
4262854	Pecari tajacu patira
7432684	? tajacu
2440996	Tayassu tajacu
4262858	Pecari tajacu niger
7261468	Pecari tajacu tajacu
8604237	Mirandabradys urumaquensis
4970444	Miniochoerus starkensis
8690995	Scelidotherium tarijense
9175971	Brachyodus indicus
7474903	Scelidotherium leptocephalum
8843199	Chimuziphius coloradensis
9282395	Hyoboops hui
8656862	Miniochoerus helprini
4265651	Notopteris neocaledonica
8529481	Mlanyama sugu
9475842	Zeuglodon pygmaeus
8455516	Phocodon holmesii
8531279	Priscosiren atlantica
8030672	Scelidotherium pozzii
8504786	Libycosaurus anisae
4974384	Deuterogonodon noletil
4974385	Deuterogonodon montanus
8659507	Chasicobradys intermedius
8515144	Koholia atlasense
7715125	Scelidotherium elegans
7685502	Vespertilio platyops
7738368	Genetta richardsonii
7193942	Poiana richardsonii richardsonii
6163729	Poiana richardsonii ochracea
8604713	Euryodontomys exiguus
8584083	Paramys grangeri
5220069	Lagenorhynchus obliquidens
8543185	Merycochoerus leidyi
9298445	Orca citoniensis
4970864	Llanocetus denticrenatus
5936160	Brachyodus moneyi
8598312	Asiatherium reshetovi
8948826	Orcinus stenorhyncha
9243960	Ziphius planirostris
9444596	Merycoidodon forsythae
4968611	Meniscoessus intermedius
4971103	Archaeoziphius microglenoideus
8667579	Desmatochoerus newchicagoensis
8602970	Orca paleorca
4265972	Eptesicus brasiliensis brasiliensis
4266022	Eptesicus brasiliensis argentinus
4266005	Eptesicus brasiliensis thomasi
9113230	Cercopithecus nigroviridis
5786497	Tarsius fuscomanus
8568866	Tarsius fischerii
9371592	Aphanocyon codyensis
5722736	Lagenorhynchus nilssonii
8617769	Eporeodon thurstoni
5931799	Stenodon campbelli
9256656	Stenopsochoerus chadronensis
5220098	Chlamyphorus truncatus
4971081	Choneziphius trachops
9427102	Mesoreodon megalodon
5218758	Rhinophylla alethina
4971100	Pterocetus benguelae
4970815	Kukusepasutanka schultzi
8512472	Scelidotherium bravardi
9578618	Erinaceus ecaudatus
7259310	Trinomys albispinus albispinus
4262952	Trinomys albispinus serotinus
7907351	Echimys albispinus
2439766	Proechimys albispinus
7261823	Tylonycteris robustula robustula
4266044	Tylonycteris robustula malayana
8557682	Scelidotherium patrium
4971173	Ziphiodelphis abeli
8481305	Scelidotherium laevidens
5218759	Rhinophylla pumilio
8530595	Scelidotherium cuvieri
5218757	Rhinophylla fischerae
2433237	Lionycteris spurrelli
8995215	Mentoclaenodon walbeckensis
4832625	Phocaenopsis mantelli
8871847	Brachyodus africanus
9363824	Proroziphius macrops
9105110	Libycosaurus bahri
9172039	Rhynchocyon stuhlmanni stuhlmanni
8810417	Rhynchocyon stuhlmanni nudicaudata
4831967	Scoteinus balstoni
7261906	Scotorepens balstoni balstoni
2432310	Nycticeius balstoni
6163498	Hemiechinus auritus albulus
9203058	Hemiechinus auritus aegyptius
7193863	Hemiechinus auritus auritus
9228044	Erinaceus auritus
8564832	Pliodolops primulus
9014447	Reithrodontomys brevirostris nicaraguae
5936002	Dakotamys malcolmi
8635568	Stypolophus hians
8507136	Coloniatherium cilinskii
9634016	Stenodon modicus
4968609	Meniscoessus conquistus
8301284	Scelidotherium australis
4968613	Meniscoessus ferox
4968610	Meniscoessus seminoensis
9547665	Sinopa vulpecula
9393845	Eurhinodelphis sigmoideus
5706979	Acerodon jubatus mindanensis
5706973	Acerodon jubatus jubatus
9208237	Zaedyas pichiy caurinus
9158459	Zaedyas pichiy pichiy
2439774	Proechimys iheringi
2440682	Phocoena stornii
2440681	Australophocoena dioptrica
4352071	Phocaena dioptrica
8302417	Phoconea diotrica
4352072	Phocaena stornii
8507103	Prototomus strenuus
8508289	Lakotalestes luoi
5936161	Brachyodus manchharensis
8736018	Brachyodus orientalis
9321282	Oxyaenoides schlosseri
9490229	Oreodon affinis
7813787	Melaniella timosa
9297185	Anthracotherium onoideum
8694013	Scelidotherium reyesi
5021446	Platyonyx bucklandi
8619082	Valgipes deformis
5936137	Protolabis inaequidens
8556392	Pronomotherium altiramum
9303849	Brachycrus altiramus
9735914	Chasichimys scagliai
4970791	Pseudoblastomeryx advena
9319520	Parablastomeryx advena
8786036	Scelidotherium chiliense
9250172	Hypohippus pachyops
9329881	Pliohippus pachyops
9557870	Anchippus pachyops
8553442	Dinohippus pachyops
9521171	Merychippus pachyops
4971915	Hugueneya primitiva
4972738	Pseudodryomys rex
4973072	Kansasimys wilsoni
9370863	Metaxitherium bellunense
9396075	Metaxytherium bellunense
9563958	Italosiren bellunensis
9297339	Ischyrotomus superbus
9383431	Plesiarctomys delicatior
9413595	Pseudotomus superbus
8532749	Schizodelphis sulcatus incurvata
4262852	Pecari tajacu crusnigrum
9409179	Basilosaurus pygmaeus
9603924	Squalodon pygmaeum
4971313	Agorophius pygmaeum
9550399	Doryodon pygmaeus
8468662	Yindirtemys bohlini
9517223	Ischyrotomus robustus
5936297	Leptotomus leptodus
4973808	Pseudotomus robustus
9338999	Plesiarctomys leptodus
2440483	Orcinus orca
5936011	Gomphotherium nebrascensis
9327993	Victorlemoinea emarginata
4972473	Parapaenemarmota oregonensis
4826276	Peradorcas concinna
6142184	Anemorhysis sublettensis
8477658	Tragulus pelandoc
4973531	Loupomys monahani
9311789	Miolabis cameloides
9267823	Paratylopus cameloides
5936130	Oxydactylus cameloides
9502501	Protomeryx cameloides
8696849	Gentilicamelus cameloides
8645547	Tragulus stanleyanus
8579101	Valgipes bucklandi
9452714	Washakius laurae
4262865	Pecari tajacu angulatus
4262947	Trinomys albispinus minor
5220072	Lagenorhynchus australis
8564224	Pseudoblastomeryx falkenbachi
2440680	Australophocaena dioptrica
2432933	Penthetor lucasi
5220066	Lagenorhynchus cruciger
5722749	Lagenorhynchus posidonia
5220077	Lagenorhynchus obscurus
9416029	Lemur fulvus mayottensis
4267074	Trachypithecus pileatus durga
9612634	Mungos ichneumon
9456455	Leptotomus grangeri
4266012	Eptesicus brasiliensis melanopterus
5220081	Lagenorhynchus albirostris
6165045	Sotalia fluviatilis guianensis
5220073	Lagenorhynchus acutus
5786409	Eulemur fulvus sanfordi
5706975	Acerodon jubatus lucifer
2433102	Cormura brevirostris
8506125	Pseudoblastomeryx marsa
8455544	Aletomeryx scotti
6163902	Melogale personata pierrei
9227500	Bubalus arnee
2433095	Rhynchonycteris naso
4266471	Scotorepens balstoni influatus
6163499	Hemiechinus auritus libycus
6163497	Hemiechinus auritus megalotis
4834543	Mingotherium
4834542	Pseudictops
8697311	Ateles vellerosus
4834541	Paranictops
4834537	Cartictops
4834538	Haltictops
8696519	Leptotataromys gracilidens
4974129	Prolimnocyon eerius
8433189	Eutropia
2440535	Stenopontistes
4832405	Cephalorhyncus
4832410	Eutrope
4831355	Paloeonictis
4831354	Paleonyctis
9392234	Palaeonyctis
4831353	Palaeonyctis
4834585	Thalattosiren
4834628	Ponthotherium
4834583	Fucotherium
9237104	Metaxitherium
9423930	Furcotherium
7736151	Halianassa
4834579	Halinassa
4834587	Furcotherium
4834588	Metaxitherium
4834580	Felsinotherium
4834584	Haplosiren
4834582	Hesperosiren
9619161	Chirotherium
7688445	Halianassa
4834589	Halysiren
4834586	Pontotherium
8587143	Felsinotherium gunteri
8484564	Metaxytherium beaumonti
3239661	Cheirotherium
4968946	Kotadasiren
4827064	Heliopithecus
4827726	Hylobatus
3242388	Hylebates
4827723	Cheiron
4827722	Hilobates
4827720	Gibbon
4827724	Brachitanytes
4827721	Laratus
8625818	Dasypus neogaeus
7009343	Cataphractus
4830170	Zonoplites
4830157	Cachicama
4830172	Cryptophractus
4830168	Muletia
4830167	Tatusia
4830164	Hyperoambon
4830165	Tatu
4830166	Dasyrus
4830174	Daysypus
4830169	Cachicamus
4830173	Loricatus
4830159	Tatus
4830171	Praopus
4830163	Dasipus
4832204	Glossonycteris
4832195	Artiboeus
9642389	Anura
4832202	Lonchoglossa
7575649	Artibaeus
4832181	Pteroderma
4832186	Arctibius
6006378	Brachyphyllum
4832168	Desmodon
4832184	Artobius
3239768	Medateus
4832196	Koopmania
4832185	Artibius
4832194	Artibacus
4832167	Edostoma
8246855	Chrotopterus
4832183	Arctibeus
3239775	Sycophaga
5428949	Artibaeus
3239741	Furia
3239713	Macroglossa
4573346	Pterolopex
4831994	Odontonycteris
4831786	Furripterus
3239712	Macroglossum
4831992	Kiodotus
4831993	Carponycteris
8702284	Eporeodon oregonensis
8542609	Metaxytherium albifontanum
2433207	Choeronycteris mexicana
4974130	Prolimnocyon atavus
9764884	Dasypus spec
8498184	Dasypus argentinus
2433274	Artibeus concolor
6075542	Anoura luismanueli
8022257	Artibeus aequatorialis
5936313	Apterodon intermedius
5936317	Apterodon altidens
9614487	Dasypus platensis
4974127	Prolimnocyon haematus
9318795	Pterodon macrognathus
9300850	Halitherium serresii
8807325	Dasypus beniensis
8377991	Casinycteris campomaanensis
4834539	Allictops
7563870	Lemur leucomystax
8940236	Lemur macaco
9109015	Lemur macaco niger
4834540	Anictops
9333764	Suyinia
8620230	Cavia tschudii pallidior
8919441	Pteropus banksiana
9035308	Pteropus bakeri
5787047	Gazella dorcas saudiya
8732292	Martes toufoeus
9042462	Herpestes flavidens siccatus
8790717	Herpestes flavidens flavidens
9032755	Herpestes flavidens phillipsi
9146731	Vespertilio californicus
8965474	Presbytis senex harti
8971611	Pithecus philbricki
4267059	Trachypithecus vetulus philbricki
9134079	Perognathus alticola inexpectatus
6066842	Capromys pilorides acevedo
6066840	Capromys pilorides acevedoi
6066841	Capromys pilorides intermedius
6066843	Capromys pilorides fourniere
8722054	Equus zebroides
4267375	Equus burchelli burchelli
4267389	Equus burchellii antiquorum
8807985	Asinus burchellii
9047000	Hippotigris isabellinus
8765014	Hippotigris campestris
9230295	Equus wardi
9203474	Equus festivus
9000174	Hippotigris chapmanni kaokensis
2440885	Equus burchellii
9095167	Hippotigris antiquorum
9094361	Pithecia miriquouina
4265338	Artibeus aztecus major
9015483	Dermanura azteca azteca
8925104	Choeroniscus mexicana ponsi
4351729	Globiocephalus swineval
8460467	Globicephalus chilensis
4351726	Globicephalus chiliensis
9522667	Globiocephalus indicus
4351711	Globiocephalus chilensis
4351723	Phocaena globiceps
7194020	Globicephala melas melas
8025831	Globicephala meloena
8665524	Globicephalus svineval
4351712	Globicephalus affinis
4351725	Globicephalus australis
5722731	Globiceps melas
8535267	Globicephalus intermedius
4351722	Delphinus deductor
7787991	Globicephala melas leucosagmaphora
4351713	Globiocephalus incrassatus
5722733	Globiceps affinis
8666550	Globicephalus edwardsii
4351714	Phocaena edwardsii
4351721	Globiocephalus melas
5722732	Grampus affinis
4351548	Delphinus carbonarius
5722734	Sphaerocephalus incrassatus
4351716	Globicephalus conductor
8614067	Globicephalus indicus
4351720	Globiocephalus affinis
2440602	Delphinus melas
7742328	Delphinus grampus
6165049	Globicephala melas edwardii
7875773	Delphinus globiceps
4351715	Delphinus grinda
5787065	Globicephala edwardii
8989057	Pteropus gambianus
9036246	Nycteris benuensis
8718931	Scotophilus castaneus consobrinus
9062097	Geomys pinetis goffi
8751469	Geomys tuza mobilensis
4267441	Geomys floridanus
9392837	Adrotherium depressum
4972793	Coelodontomys asiaticus
4265739	Pteralopex taki
9447058	Mixtotherium cuspidatum
8793543	Artibeus palmarum
9031261	Artibeus intermedius koopmani
4974128	Prolimnocyon chowi
4974126	Prolimnocyon antiquus
8190639	Anoura carishina
2432963	Pteralopex atrata
8612156	Talahphiomys libycus
9302800	Tatu bellus
7633986	Lophostoma kalkoae
5218760	Brachyphylla cavernarum
9374214	Mixtotherium infans
5219553	Hylobates lar
7679722	Sousa sahulensis
8968087	? defassa
2432681	Triaenops furculus
8598986	Parapheliscus bjorni
4265368	Uroderma bilobatum convexum
5787446	Cynopterus brachysoma
4262477	Cephalophus ogilbyi crusalbum
4262463	Cephalophus ogilbyi ogilbyi
8442377	Felis darwini
2435147	Felis yaguarondi
6164639	Puma yagouaroundi ameghinoi
6164640	Puma yagouaroundi eyra
8019369	Felis yagouaroundi
6164641	Puma yagouaroundi panamensis
6164633	Puma yagouaroundi tolteca
7193926	Puma yagouaroundi yagouaroundi
9571934	Felis yagouaroundi melantho
7989854	Felis yaguaroundi
6164629	Puma yagouaroundi cacomitli
6164636	Puma yagouaroundi fossata
9738379	Herpailurus yagouaroundi
8554038	Herpailurus yagouaroundi yagouaroundi
8634657	Felis unicolor
8564028	Felis jaguarondi
8482385	Apterodon langebadreae
8844404	Artibeus grandis
5936314	Apterodon saghensis
4968933	Metaxytherium arctodites
8470030	Dasypus hesternus
8017285	Anoura cadenai
6100703	Anoura fistulata
2432853	Casinycteris argynnis
5963038	Anoura latidens
5706814	Lophostoma brasiliense
4941922	Entomodon comptus
8593575	Krebsotherium lusitanicum
4974109	Palaeonictis occidentalis
4968943	Halitherium christolii
7715309	Thoopterus suhaniahae
9320789	Mixtotherium lavergnense
8630619	Eporeodon condoni
2433272	Artibeus jamaicensis
5963041	Anoura geoffroyi
7642785	Casinycteris ophiodon
8876741	Metaxytherium albifontatum
8572585	Dasypus peba
5218761	Brachyphylla nana
4265331	Artibeus gnomus
8930419	Tachyglossus aculeatus ineptus
8511399	Myrmecophaga aculeata
6163204	Tachyglossus aculeatus lawesii
7194053	Tachyglossus aculeatus aculeatus
8692231	Echidna australis
6163205	Tachyglossus aculeatus setosus
4974379	Baioconodon cannoni
9451343	Lentiarenium cristolii
9597274	Meteutatus tinguiririquensis
9246600	Phiomys lavocati
5963042	Anoura cultrata
8757323	Furipterus coerulescens
5936315	Apterodon gaudryi
5787449	Pteralopex flanneryi
4968936	Metaxytherium aquitaniae
5219548	Hylobates muelleri
4265980	Eptesicus furinalis carteri
7261809	Eptesicus furinalis furinalis
4265971	Eptesicus furinalis findleyi
9021005	Perameles myosura myosura
9092033	Perameles myosura notina
2433273	Artibeus anderseni
8896348	Raphicerus sharpei colonicus
9182599	Raphicerus sharpei sharpei
9542073	Cheirotherium subapenninum
4974899	Dasypus quadricinctus
8923964	Eurolestes dupuisi
9633631	Mixtotherium priscum
9057518	Pseudovespertiliavus parva
4974364	Carcinodon aquilonius
8474180	Ultrapithecus rutilans
5219544	Hylobates pileatus
4974382	Baioconodon middletoni
4970411	Limnenetes platyceps
9539138	Proeuphractus proximus
2432964	Pteralopex pulchra
4832298	Belemnoziphius compressus
2440779	Dasypus novemcinctus
8563332	Eporeodon meagherensis
4832182	Artibeus intermedius
4970470	Merychyus crabilli
8589325	Merychyus jahnsi
8814531	Poelagus marjorita larkeni
8768668	Poelagus marjorita marjorita
8793855	Poelagus marjorita oweni
7348223	Mimomys occitanus occitanus
4973211	Mimomys occitanus rhabonensis
9595975	Chriacus antiquus
2433275	Artibeus fraterculus
8673603	Palaeonictis wingi
7677336	Anoura aequatoris
8603845	Megoreodon fricki
8476300	Metaxytherium ortegense
8541779	Palaeonictis gigantea
9258970	Mixtotherium leenhardti
9600290	Eucrotaphus pacificus
4968927	Metaxytherium krahuletzi
4968932	Metaxytherium floridanum
2440788	Dasypus kappleri
2433269	Artibeus inopinatus
6163893	Melogale orientalis sundaicus
6163892	Melogale orientalis orientalis
4266003	Eptesicus hottentotus bensoni
4265992	Eptesicus hottentotus portavernus
7261815	Eptesicus hottentotus hottentotus
5706404	Gazella gazella acaciae
9583851	Antilope gazella
7261439	Gazella gazella gazella
5706396	Gazella gazella muscatensis
9178110	Gazella gazella saudiya
5706414	Gazella gazella darehshourii
5706422	Gazella gazella cora
5706405	Gazella gazella farasani
8642815	Brachycrus wilsoni longensis
8529527	Brachycrus wilsoni wilsoni
4262949	Trinomys gratiosus bonafidei
7259309	Trinomys gratiosus gratiosus
8560548	Caenotherium leptorhynchum
8694145	Caenotherium leptognathum
8638389	Caenotherium commune
8484010	Caenotherium minimum
8530719	Caenotherium geoffroyi
8587719	Caenotherium metopias
8610097	Caenotherium cournonense
8439170	Caenotherium elegans
8641561	Caenotherium nouleti
8463946	Caenotherium concinnum
8509691	Caenotherium medium
8574570	Tapocyon occidentalis
6163910	Eira barbara inserta
6163909	Eira barbara poliocephala
5847374	Mustela barbara
6163911	Eira barbara senilis
6163912	Eira barbara peruana
8859745	Galictis barbara trinitatis
6163908	Eira barbara sinuensis
6163907	Eira barbara madeirensis
7193984	Eira barbara barbara
8695909	Tayra barbara senilis
8977659	Eira barbara kriegi
8958645	Macroglossus australis
8909477	Furipterus caerulescens
8682844	Eporeodon perbullatus
8616000	Eporeodon socialis
4968934	Metaxytherium riveroi
4974711	Afropithecus turkanensis
7409610	Hylobates abbotti
8590635	Dasypus mazzai
9212329	Artibeus macleayii
5706807	Saccopteryx antioquensis
8573944	Carcinodon olearyi
9406662	Hippopotamus medius
9402892	Meteutatus rigidus
5218729	Saccopteryx canescens
9329655	Mixtotherium gresslyi
8575628	Metaxytherium calvertense
8023923	Hylobates funereus
2433263	Artibeus hirsutus
8038457	Artibeus schwartzi
5218732	Saccopteryx gymnura
8692747	Anasinopa leakeyi
9477682	Diplopus aymardi
4974378	Baioconodon jeffersonensis
5706817	Lophostoma evotis
9401822	Promerycochoerus grandis
8531502	Kutchisiren cylindrica
5219550	Hylobates agilis
7261370	Moschus chrysogaster chrysogaster
4262217	Moschus chrysogaster sifanicus
8660263	Cladosictis lateralis
8620097	Agustylus minus
8464952	Amphithereutes obscurus
8493028	Hathliacynus lustratus
8455155	Agustylus cynoides
8704767	Hathliacynus cultridens
9613488	Proviverra trouessartii
8588849	Hathlyacynus linchyi
8570202	Cladosictis dissimilis
8578119	Ictioborus fenestratus
8529654	Protoproviverra ensidens
8608942	Hathliacynus rollieri
8500476	Agustylus primaevus
8628311	Hathliacynus fischeri
6165107	Petrogale lateralis hacketti
6165108	Petrogale lateralis pearsoni
7194035	Petrogale lateralis lateralis
8906048	Absarokius noctivagus nocerai
8908510	Absarokius noctivagus noctivagus
5706397	Gazella leptoceros loderi
7261440	Gazella leptoceros leptoceros
7979326	? setosus
7259308	Trinomys setosus setosus
4262951	Trinomys setosus elegans
4262945	Trinomys setosus denigratus
8439471	Sotalia gadumu
2440456	Delphinus aduncus
2440457	Tursiops nuuanu
4351526	Delphinus perniger
4351707	Sotalia perniger
4351830	Tursiops fergusoni
